"epoch","transformer-2-w-sample-class-weighted - _step","transformer-2-w-sample-class-weighted - _step__MIN","transformer-2-w-sample-class-weighted - _step__MAX","transformer-2-w-sample-class-weighted - val/acc/bin","transformer-2-w-sample-class-weighted - val/acc/bin__MIN","transformer-2-w-sample-class-weighted - val/acc/bin__MAX","transformer-2-w-sample-class-raw - _step","transformer-2-w-sample-class-raw - _step__MIN","transformer-2-w-sample-class-raw - _step__MAX","transformer-2-w-sample-class-raw - val/acc/bin","transformer-2-w-sample-class-raw - val/acc/bin__MIN","transformer-2-w-sample-class-raw - val/acc/bin__MAX","transformer-2-w-class-raw - _step","transformer-2-w-class-raw - _step__MIN","transformer-2-w-class-raw - _step__MAX","transformer-2-w-class-raw - val/acc/bin","transformer-2-w-class-raw - val/acc/bin__MIN","transformer-2-w-class-raw - val/acc/bin__MAX","transformer-2-w-class-weighted - _step","transformer-2-w-class-weighted - _step__MIN","transformer-2-w-class-weighted - _step__MAX","transformer-2-w-class-weighted - val/acc/bin","transformer-2-w-class-weighted - val/acc/bin__MIN","transformer-2-w-class-weighted - val/acc/bin__MAX","transformer-2-w-sample-unnorm - _step","transformer-2-w-sample-unnorm - _step__MIN","transformer-2-w-sample-unnorm - _step__MAX","transformer-2-w-sample-unnorm - val/acc/bin","transformer-2-w-sample-unnorm - val/acc/bin__MIN","transformer-2-w-sample-unnorm - val/acc/bin__MAX","transformer-2-w-sample - _step","transformer-2-w-sample - _step__MIN","transformer-2-w-sample - _step__MAX","transformer-2-w-sample - val/acc/bin","transformer-2-w-sample - val/acc/bin__MIN","transformer-2-w-sample - val/acc/bin__MAX","transformer-2 - _step","transformer-2 - _step__MIN","transformer-2 - _step__MAX","transformer-2 - val/acc/bin","transformer-2 - val/acc/bin__MIN","transformer-2 - val/acc/bin__MAX"
"41","42","42","42","0.6283875703811646","0.6283875703811646","0.6283875703811646","42","42","42","0.6098513603210449","0.6098513603210449","0.6098513603210449","42","42","42","0.6690561175346375","0.6690561175346375","0.6690561175346375","42","42","42","0.6231775283813477","0.6231775283813477","0.6231775283813477","42","42","42","0.6315237879753113","0.6315237879753113","0.6315237879753113","42","42","42","0.6296753883361816","0.6296753883361816","0.6296753883361816","41","41","41","0.6689465045928955","0.6689465045928955","0.6689465045928955"
"42","43","43","43","0.6377096176147461","0.6377096176147461","0.6377096176147461","43","43","43","0.6103829741477966","0.6103829741477966","0.6103829741477966","43","43","43","0.6671363115310669","0.6671363115310669","0.6671363115310669","43","43","43","0.6260247230529785","0.6260247230529785","0.6260247230529785","43","43","43","0.6423887610435486","0.6423887610435486","0.6423887610435486","43","43","43","0.6381939053535461","0.6381939053535461","0.6381939053535461","42","42","42","0.6593879461288452","0.6593879461288452","0.6593879461288452"
"43","44","44","44","0.6370741724967957","0.6370741724967957","0.6370741724967957","44","44","44","0.610877275466919","0.610877275466919","0.610877275466919","44","44","44","0.6599499583244324","0.6599499583244324","0.6599499583244324","44","44","44","0.6365628838539124","0.6365628838539124","0.6365628838539124","44","44","44","0.5982463359832764","0.5982463359832764","0.5982463359832764","44","44","44","0.6284334659576416","0.6284334659576416","0.6284334659576416","43","43","43","0.6127983331680298","0.6127983331680298","0.6127983331680298"
"44","45","45","45","0.6301496624946594","0.6301496624946594","0.6301496624946594","45","45","45","0.6103829741477966","0.6103829741477966","0.6103829741477966","45","45","45","0.659720242023468","0.659720242023468","0.659720242023468","45","45","45","0.6306530237197876","0.6306530237197876","0.6306530237197876","45","45","45","0.6328500509262085","0.6328500509262085","0.6328500509262085","45","45","45","0.6124942302703857","0.6124942302703857","0.6124942302703857","44","44","44","0.6513697504997253","0.6513697504997253","0.6513697504997253"
"45","46","46","46","0.6365805864334106","0.6365805864334106","0.6365805864334106","46","46","46","0.6107826828956604","0.6107826828956604","0.6107826828956604","46","46","46","0.6508626937866211","0.6508626937866211","0.6508626937866211","46","46","46","0.6350611448287964","0.6350611448287964","0.6350611448287964","46","46","46","0.6331191062927246","0.6331191062927246","0.6331191062927246","46","46","46","0.6229656338691711","0.6229656338691711","0.6229656338691711","45","45","45","0.6570225954055786","0.6570225954055786","0.6570225954055786"
"46","47","47","47","0.6391720175743103","0.6391720175743103","0.6391720175743103","47","47","47","0.610599160194397","0.610599160194397","0.610599160194397","47","47","47","0.6556509137153625","0.6556509137153625","0.6556509137153625","47","47","47","0.6244784593582153","0.6244784593582153","0.6244784593582153","47","47","47","0.6497914791107178","0.6497914791107178","0.6497914791107178","47","47","47","0.6435109376907349","0.6435109376907349","0.6435109376907349","46","46","46","0.6620411276817322","0.6620411276817322","0.6620411276817322"
"47","48","48","48","0.6394959092140198","0.6394959092140198","0.6394959092140198","48","48","48","0.6113094687461853","0.6113094687461853","0.6113094687461853","48","48","48","0.6557437181472778","0.6557437181472778","0.6557437181472778","48","48","48","0.6209879517555237","0.6209879517555237","0.6209879517555237","48","48","48","0.6488016843795776","0.6488016843795776","0.6488016843795776","48","48","48","0.633538544178009","0.633538544178009","0.633538544178009","47","47","47","0.6548447608947754","0.6548447608947754","0.6548447608947754"
"48","49","49","49","0.631667971611023","0.631667971611023","0.631667971611023","49","49","49","0.6110803484916687","0.6110803484916687","0.6110803484916687","49","49","49","0.6539507508277893","0.6539507508277893","0.6539507508277893","49","49","49","0.6305412650108337","0.6305412650108337","0.6305412650108337","49","49","49","0.6192529797554016","0.6192529797554016","0.6192529797554016","49","49","49","0.5434686541557312","0.5434686541557312","0.5434686541557312","48","48","48","0.6229813694953918","0.6229813694953918","0.6229813694953918"
"49","50","50","50","0.6326703429222107","0.6326703429222107","0.6326703429222107","50","50","50","0.6105861067771912","0.6105861067771912","0.6105861067771912","50","50","50","0.6659253835678101","0.6659253835678101","0.6659253835678101","50","50","50","0.6264063119888306","0.6264063119888306","0.6264063119888306","50","50","50","0.6246601343154907","0.6246601343154907","0.6246601343154907","50","50","50","0.5779785513877869","0.5779785513877869","0.5779785513877869","49","49","49","0.6661036014556885","0.6661036014556885","0.6661036014556885"
"50","51","51","51","0.6374085545539856","0.6374085545539856","0.6374085545539856","51","51","51","0.6104642748832703","0.6104642748832703","0.6104642748832703","51","51","51","0.642812967300415","0.642812967300415","0.642812967300415","51","51","51","0.6307423710823059","0.6307423710823059","0.6307423710823059","51","51","51","0.6588088870048523","0.6588088870048523","0.6588088870048523","51","51","51","0.6144047975540161","0.6144047975540161","0.6144047975540161","50","50","50","0.6558408737182617","0.6558408737182617","0.6558408737182617"
"51","52","52","52","0.6348116993904114","0.6348116993904114","0.6348116993904114","52","52","52","0.6107854247093201","0.6107854247093201","0.6107854247093201","52","52","52","0.6668145060539246","0.6668145060539246","0.6668145060539246","52","52","52","0.6272692084312439","0.6272692084312439","0.6272692084312439","52","52","52","0.6045923233032227","0.6045923233032227","0.6045923233032227","52","52","52","0.604640543460846","0.604640543460846","0.604640543460846","51","51","51","0.6570930480957031","0.6570930480957031","0.6570930480957031"
"52","53","53","53","0.6362977623939514","0.6362977623939514","0.6362977623939514","53","53","53","0.6109563708305359","0.6109563708305359","0.6109563708305359","53","53","53","0.6650265455245972","0.6650265455245972","0.6650265455245972","53","53","53","0.6323140859603882","0.6323140859603882","0.6323140859603882","53","53","53","0.6425965428352356","0.6425965428352356","0.6425965428352356","53","53","53","0.6244991421699524","0.6244991421699524","0.6244991421699524","52","52","52","0.647615909576416","0.647615909576416","0.647615909576416"
"53","54","54","54","0.6384196877479553","0.6384196877479553","0.6384196877479553","54","54","54","0.6106229424476624","0.6106229424476624","0.6106229424476624","54","54","54","0.6557469367980957","0.6557469367980957","0.6557469367980957","54","54","54","0.6336826086044312","0.6336826086044312","0.6336826086044312","54","54","54","0.6497130393981934","0.6497130393981934","0.6497130393981934","54","54","54","0.6326979994773865","0.6326979994773865","0.6326979994773865","53","53","53","0.6616441607475281","0.6616441607475281","0.6616441607475281"
"54","55","55","55","0.63761305809021","0.63761305809021","0.63761305809021","55","55","55","0.6104164123535156","0.6104164123535156","0.6104164123535156","55","55","55","0.6573696136474609","0.6573696136474609","0.6573696136474609","55","55","55","0.6314352750778198","0.6314352750778198","0.6314352750778198","55","55","55","0.6238999962806702","0.6238999962806702","0.6238999962806702","55","55","55","0.5855495929718018","0.5855495929718018","0.5855495929718018","54","54","54","0.6636396050453186","0.6636396050453186","0.6636396050453186"
"55","56","56","56","0.6365649104118347","0.6365649104118347","0.6365649104118347","56","56","56","0.6104163527488708","0.6104163527488708","0.6104163527488708","56","56","56","0.6626858115196228","0.6626858115196228","0.6626858115196228","56","56","56","0.632936418056488","0.632936418056488","0.632936418056488","56","56","56","0.6169220209121704","0.6169220209121704","0.6169220209121704","56","56","56","0.6227607131004333","0.6227607131004333","0.6227607131004333","55","55","55","0.6529945135116577","0.6529945135116577","0.6529945135116577"
"56","57","57","57","0.6294119954109192","0.6294119954109192","0.6294119954109192","57","57","57","0.610355794429779","0.610355794429779","0.610355794429779","57","57","57","0.6704455018043518","0.6704455018043518","0.6704455018043518","57","57","57","0.6357026696205139","0.6357026696205139","0.6357026696205139","57","57","57","0.6323298811912537","0.6323298811912537","0.6323298811912537","57","57","57","0.622211217880249","0.622211217880249","0.622211217880249","56","56","56","0.6659274101257324","0.6659274101257324","0.6659274101257324"
"57","58","58","58","0.6398012638092041","0.6398012638092041","0.6398012638092041","58","58","58","0.610355794429779","0.610355794429779","0.610355794429779","58","58","58","0.6586998701095581","0.6586998701095581","0.6586998701095581","58","58","58","0.635718047618866","0.635718047618866","0.635718047618866","58","58","58","0.6229296922683716","0.6229296922683716","0.6229296922683716","58","58","58","0.6202636361122131","0.6202636361122131","0.6202636361122131","57","57","57","0.6656444668769836","0.6656444668769836","0.6656444668769836"
"58","59","59","59","0.6395525932312012","0.6395525932312012","0.6395525932312012","59","59","59","0.610355794429779","0.610355794429779","0.610355794429779","59","59","59","0.6600294709205627","0.6600294709205627","0.6600294709205627","59","59","59","0.6314833164215088","0.6314833164215088","0.6314833164215088","59","59","59","0.6489949226379395","0.6489949226379395","0.6489949226379395","59","59","59","0.6363430023193359","0.6363430023193359","0.6363430023193359","58","58","58","0.6396721601486206","0.6396721601486206","0.6396721601486206"
"59","60","60","60","0.6391783356666565","0.6391783356666565","0.6391783356666565","60","60","60","0.610355794429779","0.610355794429779","0.610355794429779","60","60","60","0.6650541424751282","0.6650541424751282","0.6650541424751282","60","60","60","0.6390641331672668","0.6390641331672668","0.6390641331672668","60","60","60","0.6245056390762329","0.6245056390762329","0.6245056390762329","60","60","60","0.6223667860031128","0.6223667860031128","0.6223667860031128","59","59","59","0.6558758020401001","0.6558758020401001","0.6558758020401001"
"60","61","61","61","0.6361588835716248","0.6361588835716248","0.6361588835716248","61","61","61","0.610355794429779","0.610355794429779","0.610355794429779","61","61","61","0.6734688878059387","0.6734688878059387","0.6734688878059387","61","61","61","0.6281921863555908","0.6281921863555908","0.6281921863555908","61","61","61","0.6411818265914917","0.6411818265914917","0.6411818265914917","61","61","61","0.6015059947967529","0.6015059947967529","0.6015059947967529","60","60","60","0.6550314426422119","0.6550314426422119","0.6550314426422119"
"61","62","62","62","0.6237699389457703","0.6237699389457703","0.6237699389457703","62","62","62","0.610355794429779","0.610355794429779","0.610355794429779","62","62","62","0.6635473966598511","0.6635473966598511","0.6635473966598511","62","62","62","0.6280449032783508","0.6280449032783508","0.6280449032783508","62","62","62","0.6304227709770203","0.6304227709770203","0.6304227709770203","62","62","62","0.574141800403595","0.574141800403595","0.574141800403595","61","61","61","0.6532527804374695","0.6532527804374695","0.6532527804374695"
"62","63","63","63","0.6366889476776123","0.6366889476776123","0.6366889476776123","63","63","63","0.610355794429779","0.610355794429779","0.610355794429779","63","63","63","0.6746485233306885","0.6746485233306885","0.6746485233306885","63","63","63","0.6337736248970032","0.6337736248970032","0.6337736248970032","63","63","63","0.6412298679351807","0.6412298679351807","0.6412298679351807","63","63","63","0.619900107383728","0.619900107383728","0.619900107383728","62","62","62","0.6621788740158081","0.6621788740158081","0.6621788740158081"
"63","64","64","64","0.6249755024909973","0.6249755024909973","0.6249755024909973","64","64","64","0.610355794429779","0.610355794429779","0.610355794429779","64","64","64","0.6685778498649597","0.6685778498649597","0.6685778498649597","64","64","64","0.633041501045227","0.633041501045227","0.633041501045227","64","64","64","0.5886722803115845","0.5886722803115845","0.5886722803115845","64","64","64","0.6227205395698547","0.6227205395698547","0.6227205395698547","63","63","63","0.6602727770805359","0.6602727770805359","0.6602727770805359"
"64","65","65","65","0.6355143785476685","0.6355143785476685","0.6355143785476685","65","65","65","0.6106277704238892","0.6106277704238892","0.6106277704238892","65","65","65","0.6694660186767578","0.6694660186767578","0.6694660186767578","65","65","65","0.6386216282844543","0.6386216282844543","0.6386216282844543","65","65","65","0.6172221302986145","0.6172221302986145","0.6172221302986145","65","65","65","0.5818421244621277","0.5818421244621277","0.5818421244621277","64","64","64","0.6578565835952759","0.6578565835952759","0.6578565835952759"
"65","66","66","66","0.6337505578994751","0.6337505578994751","0.6337505578994751","66","66","66","0.6104981899261475","0.6104981899261475","0.6104981899261475","66","66","66","0.667681872844696","0.667681872844696","0.667681872844696","66","66","66","0.6277590990066528","0.6277590990066528","0.6277590990066528","66","66","66","0.5527524948120117","0.5527524948120117","0.5527524948120117","66","66","66","0.6262083649635315","0.6262083649635315","0.6262083649635315","65","65","65","0.6643757224082947","0.6643757224082947","0.6643757224082947"
"66","67","67","67","0.6383450031280518","0.6383450031280518","0.6383450031280518","67","67","67","0.6106277704238892","0.6106277704238892","0.6106277704238892","67","67","67","0.6738864183425903","0.6738864183425903","0.6738864183425903","67","67","67","0.6327150464057922","0.6327150464057922","0.6327150464057922","67","67","67","0.6232309341430664","0.6232309341430664","0.6232309341430664","67","67","67","0.5888078212738037","0.5888078212738037","0.5888078212738037","66","66","66","0.6473386883735657","0.6473386883735657","0.6473386883735657"
"67","68","68","68","0.6372266411781311","0.6372266411781311","0.6372266411781311","68","68","68","0.6106277704238892","0.6106277704238892","0.6106277704238892","68","68","68","0.6586868762969971","0.6586868762969971","0.6586868762969971","68","68","68","0.6391647458076477","0.6391647458076477","0.6391647458076477","68","68","68","0.6300294995307922","0.6300294995307922","0.6300294995307922","68","68","68","0.6316184997558594","0.6316184997558594","0.6316184997558594","67","67","67","0.6722005605697632","0.6722005605697632","0.6722005605697632"
"68","69","69","69","0.6296067237854004","0.6296067237854004","0.6296067237854004","69","69","69","0.6108214855194092","0.6108214855194092","0.6108214855194092","69","69","69","0.6588082313537598","0.6588082313537598","0.6588082313537598","69","69","69","0.6384004950523376","0.6384004950523376","0.6384004950523376","69","69","69","0.62740558385849","0.62740558385849","0.62740558385849","69","69","69","0.6154701113700867","0.6154701113700867","0.6154701113700867","68","68","68","0.6377543210983276","0.6377543210983276","0.6377543210983276"
"69","70","70","70","0.6344950795173645","0.6344950795173645","0.6344950795173645","70","70","70","0.6108214855194092","0.6108214855194092","0.6108214855194092","70","70","70","0.6599312424659729","0.6599312424659729","0.6599312424659729","70","70","70","0.6331024765968323","0.6331024765968323","0.6331024765968323","70","70","70","0.5906471014022827","0.5906471014022827","0.5906471014022827","70","70","70","0.6117449402809143","0.6117449402809143","0.6117449402809143","69","69","69","0.6608864068984985","0.6608864068984985","0.6608864068984985"
"70","71","71","71","0.6425178647041321","0.6425178647041321","0.6425178647041321","71","71","71","0.6108214855194092","0.6108214855194092","0.6108214855194092","71","71","71","0.6559619903564453","0.6559619903564453","0.6559619903564453","71","71","71","0.6324539184570312","0.6324539184570312","0.6324539184570312","71","71","71","0.6468163728713989","0.6468163728713989","0.6468163728713989","71","71","71","0.629857063293457","0.629857063293457","0.629857063293457","70","70","70","0.6492626667022705","0.6492626667022705","0.6492626667022705"
"71","72","72","72","0.6281093955039978","0.6281093955039978","0.6281093955039978","72","72","72","0.6108214855194092","0.6108214855194092","0.6108214855194092","72","72","72","0.6599716544151306","0.6599716544151306","0.6599716544151306","72","72","72","0.6287317872047424","0.6287317872047424","0.6287317872047424","72","72","72","0.5874724984169006","0.5874724984169006","0.5874724984169006","72","72","72","0.6160897016525269","0.6160897016525269","0.6160897016525269","71","71","71","0.6480647325515747","0.6480647325515747","0.6480647325515747"
"72","73","73","73","0.6448088884353638","0.6448088884353638","0.6448088884353638","73","73","73","0.6105920672416687","0.6105920672416687","0.6105920672416687","73","73","73","0.6462087631225586","0.6462087631225586","0.6462087631225586","73","73","73","0.6294323801994324","0.6294323801994324","0.6294323801994324","73","73","73","0.5757818818092346","0.5757818818092346","0.5757818818092346","73","73","73","0.6297248601913452","0.6297248601913452","0.6297248601913452","72","72","72","0.6526685357093811","0.6526685357093811","0.6526685357093811"
"73","74","74","74","0.6370349526405334","0.6370349526405334","0.6370349526405334","74","74","74","0.610268771648407","0.610268771648407","0.610268771648407","74","74","74","0.6536551713943481","0.6536551713943481","0.6536551713943481","74","74","74","0.6307253837585449","0.6307253837585449","0.6307253837585449","74","74","74","0.5965233445167542","0.5965233445167542","0.5965233445167542","74","74","74","0.6365282535552979","0.6365282535552979","0.6365282535552979","73","73","73","0.6444249749183655","0.6444249749183655","0.6444249749183655"
"74","75","75","75","0.6327939033508301","0.6327939033508301","0.6327939033508301","75","75","75","0.6105318069458008","0.6105318069458008","0.6105318069458008","75","75","75","0.6568281054496765","0.6568281054496765","0.6568281054496765","75","75","75","0.6349412202835083","0.6349412202835083","0.6349412202835083","75","75","75","0.6270671486854553","0.6270671486854553","0.6270671486854553","75","75","75","0.6324082016944885","0.6324082016944885","0.6324082016944885","74","74","74","0.6351538300514221","0.6351538300514221","0.6351538300514221"
"75","76","76","76","0.6401621699333191","0.6401621699333191","0.6401621699333191","76","76","76","0.6105318069458008","0.6105318069458008","0.6105318069458008","76","76","76","0.6591367721557617","0.6591367721557617","0.6591367721557617","76","76","76","0.6316227316856384","0.6316227316856384","0.6316227316856384","76","76","76","0.5962637066841125","0.5962637066841125","0.5962637066841125","76","76","76","0.6230961084365845","0.6230961084365845","0.6230961084365845","75","75","75","0.6346548795700073","0.6346548795700073","0.6346548795700073"
"76","77","77","77","0.6471884250640869","0.6471884250640869","0.6471884250640869","77","77","77","0.6102645397186279","0.6102645397186279","0.6102645397186279","77","77","77","0.6710370779037476","0.6710370779037476","0.6710370779037476","77","77","77","0.6326215267181396","0.6326215267181396","0.6326215267181396","77","77","77","0.5858513116836548","0.5858513116836548","0.5858513116836548","77","77","77","0.5982073545455933","0.5982073545455933","0.5982073545455933","76","76","76","0.651913583278656","0.651913583278656","0.651913583278656"
"77","78","78","78","0.6460554003715515","0.6460554003715515","0.6460554003715515","78","78","78","0.6105318069458008","0.6105318069458008","0.6105318069458008","78","78","78","0.6578798890113831","0.6578798890113831","0.6578798890113831","78","78","78","0.6301222443580627","0.6301222443580627","0.6301222443580627","78","78","78","0.5890999436378479","0.5890999436378479","0.5890999436378479","78","78","78","0.6337840557098389","0.6337840557098389","0.6337840557098389","77","77","77","0.6429809927940369","0.6429809927940369","0.6429809927940369"
"78","79","79","79","0.6387948989868164","0.6387948989868164","0.6387948989868164","79","79","79","0.6105318069458008","0.6105318069458008","0.6105318069458008","79","79","79","0.6651372909545898","0.6651372909545898","0.6651372909545898","79","79","79","0.6383712887763977","0.6383712887763977","0.6383712887763977","79","79","79","0.6127936840057373","0.6127936840057373","0.6127936840057373","79","79","79","0.6209347248077393","0.6209347248077393","0.6209347248077393","78","78","78","0.6342394948005676","0.6342394948005676","0.6342394948005676"
"79","80","80","80","0.6456360220909119","0.6456360220909119","0.6456360220909119","80","80","80","0.6105318069458008","0.6105318069458008","0.6105318069458008","80","80","80","0.6636521220207214","0.6636521220207214","0.6636521220207214","80","80","80","0.6304678320884705","0.6304678320884705","0.6304678320884705","80","80","80","0.6231917142868042","0.6231917142868042","0.6231917142868042","80","80","80","0.5591491460800171","0.5591491460800171","0.5591491460800171","79","79","79","0.6405102014541626","0.6405102014541626","0.6405102014541626"
"80","81","81","81","0.636080265045166","0.636080265045166","0.636080265045166","81","81","81","0.6102645397186279","0.6102645397186279","0.6102645397186279","81","81","81","0.6600106954574585","0.6600106954574585","0.6600106954574585","81","81","81","0.6314330101013184","0.6314330101013184","0.6314330101013184","81","81","81","0.607333779335022","0.607333779335022","0.607333779335022","81","81","81","0.6246088147163391","0.6246088147163391","0.6246088147163391","80","80","80","0.6554285287857056","0.6554285287857056","0.6554285287857056"
"81","82","82","82","0.6369933485984802","0.6369933485984802","0.6369933485984802","82","82","82","0.6103013157844543","0.6103013157844543","0.6103013157844543","82","82","82","0.655927300453186","0.655927300453186","0.655927300453186","82","82","82","0.6223464608192444","0.6223464608192444","0.6223464608192444","82","82","82","0.6347006559371948","0.6347006559371948","0.6347006559371948","82","82","82","0.5935118198394775","0.5935118198394775","0.5935118198394775","81","81","81","0.6372292637825012","0.6372292637825012","0.6372292637825012"
"82","83","83","83","0.6379092931747437","0.6379092931747437","0.6379092931747437","83","83","83","0.610321581363678","0.610321581363678","0.610321581363678","83","83","83","0.6672497987747192","0.6672497987747192","0.6672497987747192","83","83","83","0.6202625036239624","0.6202625036239624","0.6202625036239624","83","83","83","0.6008117198944092","0.6008117198944092","0.6008117198944092","83","83","83","0.5685111284255981","0.5685111284255981","0.5685111284255981","82","82","82","0.6390584707260132","0.6390584707260132","0.6390584707260132"
"83","84","84","84","0.6423173546791077","0.6423173546791077","0.6423173546791077","84","84","84","0.6097139716148376","0.6097139716148376","0.6097139716148376","84","84","84","0.6632545590400696","0.6632545590400696","0.6632545590400696","84","84","84","0.6401267051696777","0.6401267051696777","0.6401267051696777","84","84","84","0.6362526416778564","0.6362526416778564","0.6362526416778564","84","84","84","0.6362114548683167","0.6362114548683167","0.6362114548683167","83","83","83","0.637636661529541","0.637636661529541","0.637636661529541"
"84","85","85","85","0.6400567889213562","0.6400567889213562","0.6400567889213562","85","85","85","0.6100745797157288","0.6100745797157288","0.6100745797157288","85","85","85","0.6641326546669006","0.6641326546669006","0.6641326546669006","85","85","85","0.6287499666213989","0.6287499666213989","0.6287499666213989","85","85","85","0.6115080714225769","0.6115080714225769","0.6115080714225769","85","85","85","0.5657809972763062","0.5657809972763062","0.5657809972763062","84","84","84","0.6307733058929443","0.6307733058929443","0.6307733058929443"
"85","86","86","86","0.6424469351768494","0.6424469351768494","0.6424469351768494","86","86","86","0.609734058380127","0.609734058380127","0.609734058380127","86","86","86","0.6554273962974548","0.6554273962974548","0.6554273962974548","86","86","86","0.6385818719863892","0.6385818719863892","0.6385818719863892","86","86","86","0.6473580002784729","0.6473580002784729","0.6473580002784729","86","86","86","0.6256256699562073","0.6256256699562073","0.6256256699562073","85","85","85","0.641152024269104","0.641152024269104","0.641152024269104"
"86","87","87","87","0.6415342092514038","0.6415342092514038","0.6415342092514038","87","87","87","0.6097341179847717","0.6097341179847717","0.6097341179847717","87","87","87","0.6621807217597961","0.6621807217597961","0.6621807217597961","87","87","87","0.6198229789733887","0.6198229789733887","0.6198229789733887","87","87","87","0.6173933148384094","0.6173933148384094","0.6173933148384094","87","87","87","0.6110939383506775","0.6110939383506775","0.6110939383506775","86","86","86","0.6347501277923584","0.6347501277923584","0.6347501277923584"
"87","88","88","88","0.6421900391578674","0.6421900391578674","0.6421900391578674","88","88","88","0.6097341179847717","0.6097341179847717","0.6097341179847717","88","88","88","0.6664758920669556","0.6664758920669556","0.6664758920669556","88","88","88","0.6263397932052612","0.6263397932052612","0.6263397932052612","88","88","88","0.6222292184829712","0.6222292184829712","0.6222292184829712","88","88","88","0.5786438584327698","0.5786438584327698","0.5786438584327698","87","87","87","0.6332719922065735","0.6332719922065735","0.6332719922065735"
"88","89","89","89","0.6361657381057739","0.6361657381057739","0.6361657381057739","89","89","89","0.6094843149185181","0.6094843149185181","0.6094843149185181","89","89","89","0.6569541096687317","0.6569541096687317","0.6569541096687317","89","89","89","0.6204323768615723","0.6204323768615723","0.6204323768615723","89","89","89","0.6350453495979309","0.6350453495979309","0.6350453495979309","89","89","89","0.632942259311676","0.632942259311676","0.632942259311676","88","88","88","0.6411355137825012","0.6411355137825012","0.6411355137825012"
"89","90","90","90","0.6380971670150757","0.6380971670150757","0.6380971670150757","90","90","90","0.6094843149185181","0.6094843149185181","0.6094843149185181","90","90","90","0.6487312316894531","0.6487312316894531","0.6487312316894531","90","90","90","0.6260692477226257","0.6260692477226257","0.6260692477226257","90","90","90","0.634259045124054","0.634259045124054","0.634259045124054","90","90","90","0.6286985874176025","0.6286985874176025","0.6286985874176025","89","89","89","0.6345317363739014","0.6345317363739014","0.6345317363739014"
"90","91","91","91","0.6345804333686829","0.6345804333686829","0.6345804333686829","91","91","91","0.6098055839538574","0.6098055839538574","0.6098055839538574","91","91","91","0.6508134007453918","0.6508134007453918","0.6508134007453918","91","91","91","0.6175425052642822","0.6175425052642822","0.6175425052642822","91","91","91","0.6275931596755981","0.6275931596755981","0.6275931596755981","91","91","91","0.6366474032402039","0.6366474032402039","0.6366474032402039","90","90","90","0.6450863480567932","0.6450863480567932","0.6450863480567932"
"91","92","92","92","0.6417939066886902","0.6417939066886902","0.6417939066886902","92","92","92","0.6095094680786133","0.6095094680786133","0.6095094680786133","92","92","92","0.6641615033149719","0.6641615033149719","0.6641615033149719","92","92","92","0.612566351890564","0.612566351890564","0.612566351890564","92","92","92","0.6239597797393799","0.6239597797393799","0.6239597797393799","92","92","92","0.6192983984947205","0.6192983984947205","0.6192983984947205","91","91","91","0.6452198028564453","0.6452198028564453","0.6452198028564453"
"92","93","93","93","0.6377130746841431","0.6377130746841431","0.6377130746841431","93","93","93","0.6098055839538574","0.6098055839538574","0.6098055839538574","93","93","93","0.6669266819953918","0.6669266819953918","0.6669266819953918","93","93","93","0.6302379369735718","0.6302379369735718","0.6302379369735718","93","93","93","0.6378283500671387","0.6378283500671387","0.6378283500671387","93","93","93","0.6287046074867249","0.6287046074867249","0.6287046074867249","92","92","92","0.6525113582611084","0.6525113582611084","0.6525113582611084"
"93","94","94","94","0.6364220976829529","0.6364220976829529","0.6364220976829529","94","94","94","0.6095094680786133","0.6095094680786133","0.6095094680786133","94","94","94","0.6668512225151062","0.6668512225151062","0.6668512225151062","94","94","94","0.6325274705886841","0.6325274705886841","0.6325274705886841","94","94","94","0.6157270669937134","0.6157270669937134","0.6157270669937134","94","94","94","0.6050401926040649","0.6050401926040649","0.6050401926040649","93","93","93","0.6477338671684265","0.6477338671684265","0.6477338671684265"
"94","95","95","95","0.6381412148475647","0.6381412148475647","0.6381412148475647","95","95","95","0.6095094680786133","0.6095094680786133","0.6095094680786133","95","95","95","0.6663740277290344","0.6663740277290344","0.6663740277290344","95","95","95","0.6363139152526855","0.6363139152526855","0.6363139152526855","95","95","95","0.5758627653121948","0.5758627653121948","0.5758627653121948","95","95","95","0.6041999459266663","0.6041999459266663","0.6041999459266663","94","94","94","0.6353940963745117","0.6353940963745117","0.6353940963745117"
"95","96","96","96","0.6358863115310669","0.6358863115310669","0.6358863115310669","96","96","96","0.6095094680786133","0.6095094680786133","0.6095094680786133","96","96","96","0.6512364149093628","0.6512364149093628","0.6512364149093628","96","96","96","0.631147027015686","0.631147027015686","0.631147027015686","96","96","96","0.5922499895095825","0.5922499895095825","0.5922499895095825","96","96","96","0.6253911852836609","0.6253911852836609","0.6253911852836609","95","95","95","0.6372140645980835","0.6372140645980835","0.6372140645980835"
"96","97","97","97","0.6313384175300598","0.6313384175300598","0.6313384175300598","97","97","97","0.6095672845840454","0.6095672845840454","0.6095672845840454","97","97","97","0.6587804555892944","0.6587804555892944","0.6587804555892944","97","97","97","0.626261293888092","0.626261293888092","0.626261293888092","97","97","97","0.639616072177887","0.639616072177887","0.639616072177887","97","97","97","0.6270958781242371","0.6270958781242371","0.6270958781242371","96","96","96","0.6496874094009399","0.6496874094009399","0.6496874094009399"
