"epoch","transformer-2-w-sample-class-weighted - _step","transformer-2-w-sample-class-weighted - _step__MIN","transformer-2-w-sample-class-weighted - _step__MAX","transformer-2-w-sample-class-weighted - sig/significance","transformer-2-w-sample-class-weighted - sig/significance__MIN","transformer-2-w-sample-class-weighted - sig/significance__MAX","transformer-2-w-sample-class-raw - _step","transformer-2-w-sample-class-raw - _step__MIN","transformer-2-w-sample-class-raw - _step__MAX","transformer-2-w-sample-class-raw - sig/significance","transformer-2-w-sample-class-raw - sig/significance__MIN","transformer-2-w-sample-class-raw - sig/significance__MAX","transformer-2-w-class-raw - _step","transformer-2-w-class-raw - _step__MIN","transformer-2-w-class-raw - _step__MAX","transformer-2-w-class-raw - sig/significance","transformer-2-w-class-raw - sig/significance__MIN","transformer-2-w-class-raw - sig/significance__MAX","transformer-2-w-class-weighted - _step","transformer-2-w-class-weighted - _step__MIN","transformer-2-w-class-weighted - _step__MAX","transformer-2-w-class-weighted - sig/significance","transformer-2-w-class-weighted - sig/significance__MIN","transformer-2-w-class-weighted - sig/significance__MAX","transformer-2-w-sample-unnorm - _step","transformer-2-w-sample-unnorm - _step__MIN","transformer-2-w-sample-unnorm - _step__MAX","transformer-2-w-sample-unnorm - sig/significance","transformer-2-w-sample-unnorm - sig/significance__MIN","transformer-2-w-sample-unnorm - sig/significance__MAX","transformer-2-w-sample - _step","transformer-2-w-sample - _step__MIN","transformer-2-w-sample - _step__MAX","transformer-2-w-sample - sig/significance","transformer-2-w-sample - sig/significance__MIN","transformer-2-w-sample - sig/significance__MAX","transformer-2 - _step","transformer-2 - _step__MIN","transformer-2 - _step__MAX","transformer-2 - sig/significance","transformer-2 - sig/significance__MIN","transformer-2 - sig/significance__MAX"
"43","44","44","44","2.0833053588867188","2.0833053588867188","2.0833053588867188","44","44","44","2.0833053588867188","2.0833053588867188","2.0833053588867188","44","44","44","2.219022274017334","2.219022274017334","2.219022274017334","44","44","44","2.0833053588867188","2.0833053588867188","2.0833053588867188","44","44","44","2.197876214981079","2.197876214981079","2.197876214981079","44","44","44","2.2037880420684814","2.2037880420684814","2.2037880420684814","43","43","43","2.310900926589966","2.310900926589966","2.310900926589966"
"44","45","45","45","2.0833053588867188","2.0833053588867188","2.0833053588867188","45","45","45","2.0833053588867188","2.0833053588867188","2.0833053588867188","45","45","45","2.233663558959961","2.233663558959961","2.233663558959961","45","45","45","2.0833053588867188","2.0833053588867188","2.0833053588867188","45","45","45","2.2453181743621826","2.2453181743621826","2.2453181743621826","45","45","45","2.2741568088531494","2.2741568088531494","2.2741568088531494","44","44","44","2.3667490482330322","2.3667490482330322","2.3667490482330322"
"45","46","46","46","2.0833053588867188","2.0833053588867188","2.0833053588867188","46","46","46","2.0833053588867188","2.0833053588867188","2.0833053588867188","46","46","46","2.189075469970703","2.189075469970703","2.189075469970703","46","46","46","2.0833053588867188","2.0833053588867188","2.0833053588867188","46","46","46","2.2669334411621094","2.2669334411621094","2.2669334411621094","46","46","46","2.2513110637664795","2.2513110637664795","2.2513110637664795","45","45","45","2.3480000495910645","2.3480000495910645","2.3480000495910645"
"46","47","47","47","2.0833053588867188","2.0833053588867188","2.0833053588867188","47","47","47","2.0833053588867188","2.0833053588867188","2.0833053588867188","47","47","47","2.19319486618042","2.19319486618042","2.19319486618042","47","47","47","2.0833053588867188","2.0833053588867188","2.0833053588867188","47","47","47","2.227571487426758","2.227571487426758","2.227571487426758","47","47","47","2.2617623805999756","2.2617623805999756","2.2617623805999756","46","46","46","2.3802244663238525","2.3802244663238525","2.3802244663238525"
"47","48","48","48","2.0916123390197754","2.0916123390197754","2.0916123390197754","48","48","48","2.0833053588867188","2.0833053588867188","2.0833053588867188","48","48","48","2.211674213409424","2.211674213409424","2.211674213409424","48","48","48","2.0833053588867188","2.0833053588867188","2.0833053588867188","48","48","48","2.245194911956787","2.245194911956787","2.245194911956787","48","48","48","2.1858808994293213","2.1858808994293213","2.1858808994293213","47","47","47","2.3489701747894287","2.3489701747894287","2.3489701747894287"
"48","49","49","49","2.100119113922119","2.100119113922119","2.100119113922119","49","49","49","2.0833053588867188","2.0833053588867188","2.0833053588867188","49","49","49","2.2309730052948","2.2309730052948","2.2309730052948","49","49","49","2.0833053588867188","2.0833053588867188","2.0833053588867188","49","49","49","2.2279326915740967","2.2279326915740967","2.2279326915740967","49","49","49","2.1907598972320557","2.1907598972320557","2.1907598972320557","48","48","48","2.282367467880249","2.282367467880249","2.282367467880249"
"49","50","50","50","2.085155725479126","2.085155725479126","2.085155725479126","50","50","50","2.0833053588867188","2.0833053588867188","2.0833053588867188","50","50","50","2.2583396434783936","2.2583396434783936","2.2583396434783936","50","50","50","2.0833053588867188","2.0833053588867188","2.0833053588867188","50","50","50","2.2627439498901367","2.2627439498901367","2.2627439498901367","50","50","50","2.180184841156006","2.180184841156006","2.180184841156006","49","49","49","2.3639886379241943","2.3639886379241943","2.3639886379241943"
"50","51","51","51","2.088460683822632","2.088460683822632","2.088460683822632","51","51","51","2.0833053588867188","2.0833053588867188","2.0833053588867188","51","51","51","2.1745049953460693","2.1745049953460693","2.1745049953460693","51","51","51","2.0833053588867188","2.0833053588867188","2.0833053588867188","51","51","51","2.2150025367736816","2.2150025367736816","2.2150025367736816","51","51","51","2.1487298011779785","2.1487298011779785","2.1487298011779785","50","50","50","2.357144594192505","2.357144594192505","2.357144594192505"
"51","52","52","52","2.087095022201538","2.087095022201538","2.087095022201538","52","52","52","2.0833053588867188","2.0833053588867188","2.0833053588867188","52","52","52","2.2384495735168457","2.2384495735168457","2.2384495735168457","52","52","52","2.0833053588867188","2.0833053588867188","2.0833053588867188","52","52","52","2.240018129348755","2.240018129348755","2.240018129348755","52","52","52","2.1696979999542236","2.1696979999542236","2.1696979999542236","51","51","51","2.365023374557495","2.365023374557495","2.365023374557495"
"52","53","53","53","2.093419075012207","2.093419075012207","2.093419075012207","53","53","53","2.0833053588867188","2.0833053588867188","2.0833053588867188","53","53","53","2.2305800914764404","2.2305800914764404","2.2305800914764404","53","53","53","2.0926923751831055","2.0926923751831055","2.0926923751831055","53","53","53","2.22192120552063","2.22192120552063","2.22192120552063","53","53","53","2.1991138458251953","2.1991138458251953","2.1991138458251953","52","52","52","2.338822841644287","2.338822841644287","2.338822841644287"
"53","54","54","54","2.0922465324401855","2.0922465324401855","2.0922465324401855","54","54","54","2.0833053588867188","2.0833053588867188","2.0833053588867188","54","54","54","2.2490689754486084","2.2490689754486084","2.2490689754486084","54","54","54","2.0978760719299316","2.0978760719299316","2.0978760719299316","54","54","54","2.264730453491211","2.264730453491211","2.264730453491211","54","54","54","2.200348138809204","2.200348138809204","2.200348138809204","53","53","53","2.3594117164611816","2.3594117164611816","2.3594117164611816"
"54","55","55","55","2.0833053588867188","2.0833053588867188","2.0833053588867188","55","55","55","2.0833053588867188","2.0833053588867188","2.0833053588867188","55","55","55","2.239187240600586","2.239187240600586","2.239187240600586","55","55","55","2.0833053588867188","2.0833053588867188","2.0833053588867188","55","55","55","2.2412302494049072","2.2412302494049072","2.2412302494049072","55","55","55","2.1586458683013916","2.1586458683013916","2.1586458683013916","54","54","54","2.361478567123413","2.361478567123413","2.361478567123413"
"55","56","56","56","2.0925562381744385","2.0925562381744385","2.0925562381744385","56","56","56","2.0833053588867188","2.0833053588867188","2.0833053588867188","56","56","56","2.249647378921509","2.249647378921509","2.249647378921509","56","56","56","2.0923523902893066","2.0923523902893066","2.0923523902893066","56","56","56","2.188669443130493","2.188669443130493","2.188669443130493","56","56","56","2.216731309890747","2.216731309890747","2.216731309890747","55","55","55","2.3548600673675537","2.3548600673675537","2.3548600673675537"
"56","57","57","57","2.0833053588867188","2.0833053588867188","2.0833053588867188","57","57","57","2.0833053588867188","2.0833053588867188","2.0833053588867188","57","57","57","2.200167417526245","2.200167417526245","2.200167417526245","57","57","57","2.0865728855133057","2.0865728855133057","2.0865728855133057","57","57","57","2.232891321182251","2.232891321182251","2.232891321182251","57","57","57","2.1945035457611084","2.1945035457611084","2.1945035457611084","56","56","56","2.335609197616577","2.335609197616577","2.335609197616577"
"57","58","58","58","2.0953574180603027","2.0953574180603027","2.0953574180603027","58","58","58","2.0833053588867188","2.0833053588867188","2.0833053588867188","58","58","58","2.2068748474121094","2.2068748474121094","2.2068748474121094","58","58","58","2.0833053588867188","2.0833053588867188","2.0833053588867188","58","58","58","2.200680732727051","2.200680732727051","2.200680732727051","58","58","58","2.2097299098968506","2.2097299098968506","2.2097299098968506","57","57","57","2.349841356277466","2.349841356277466","2.349841356277466"
"58","59","59","59","2.083653450012207","2.083653450012207","2.083653450012207","59","59","59","2.0833053588867188","2.0833053588867188","2.0833053588867188","59","59","59","2.2392642498016357","2.2392642498016357","2.2392642498016357","59","59","59","2.0919792652130127","2.0919792652130127","2.0919792652130127","59","59","59","2.1965036392211914","2.1965036392211914","2.1965036392211914","59","59","59","2.2126102447509766","2.2126102447509766","2.2126102447509766","58","58","58","2.3381049633026123","2.3381049633026123","2.3381049633026123"
"59","60","60","60","2.0970265865325928","2.0970265865325928","2.0970265865325928","60","60","60","2.0833053588867188","2.0833053588867188","2.0833053588867188","60","60","60","2.25612735748291","2.25612735748291","2.25612735748291","60","60","60","2.0833053588867188","2.0833053588867188","2.0833053588867188","60","60","60","2.2295620441436768","2.2295620441436768","2.2295620441436768","60","60","60","2.1929094791412354","2.1929094791412354","2.1929094791412354","59","59","59","2.2968130111694336","2.2968130111694336","2.2968130111694336"
"60","61","61","61","2.0833053588867188","2.0833053588867188","2.0833053588867188","61","61","61","2.0833053588867188","2.0833053588867188","2.0833053588867188","61","61","61","2.2519583702087402","2.2519583702087402","2.2519583702087402","61","61","61","2.0833053588867188","2.0833053588867188","2.0833053588867188","61","61","61","2.2507965564727783","2.2507965564727783","2.2507965564727783","61","61","61","2.199418783187866","2.199418783187866","2.199418783187866","60","60","60","2.339891195297241","2.339891195297241","2.339891195297241"
"61","62","62","62","2.0833053588867188","2.0833053588867188","2.0833053588867188","62","62","62","2.0833053588867188","2.0833053588867188","2.0833053588867188","62","62","62","2.232361316680908","2.232361316680908","2.232361316680908","62","62","62","2.0921757221221924","2.0921757221221924","2.0921757221221924","62","62","62","2.221186637878418","2.221186637878418","2.221186637878418","62","62","62","2.1779227256774902","2.1779227256774902","2.1779227256774902","61","61","61","2.300947427749634","2.300947427749634","2.300947427749634"
"62","63","63","63","2.0833053588867188","2.0833053588867188","2.0833053588867188","63","63","63","2.0833053588867188","2.0833053588867188","2.0833053588867188","63","63","63","2.2440264225006104","2.2440264225006104","2.2440264225006104","63","63","63","2.0833053588867188","2.0833053588867188","2.0833053588867188","63","63","63","2.2396435737609863","2.2396435737609863","2.2396435737609863","63","63","63","2.2356245517730713","2.2356245517730713","2.2356245517730713","62","62","62","2.3533947467803955","2.3533947467803955","2.3533947467803955"
"63","64","64","64","2.0833053588867188","2.0833053588867188","2.0833053588867188","64","64","64","2.0833845138549805","2.0833845138549805","2.0833845138549805","64","64","64","2.2215094566345215","2.2215094566345215","2.2215094566345215","64","64","64","2.085875988006592","2.085875988006592","2.085875988006592","64","64","64","2.1837687492370605","2.1837687492370605","2.1837687492370605","64","64","64","2.2140390872955322","2.2140390872955322","2.2140390872955322","63","63","63","2.307847738265991","2.307847738265991","2.307847738265991"
"64","65","65","65","2.0905966758728027","2.0905966758728027","2.0905966758728027","65","65","65","2.0833845138549805","2.0833845138549805","2.0833845138549805","65","65","65","2.243604898452759","2.243604898452759","2.243604898452759","65","65","65","2.0875742435455322","2.0875742435455322","2.0875742435455322","65","65","65","2.1769351959228516","2.1769351959228516","2.1769351959228516","65","65","65","2.1624488830566406","2.1624488830566406","2.1624488830566406","64","64","64","2.3215363025665283","2.3215363025665283","2.3215363025665283"
"65","66","66","66","2.0833053588867188","2.0833053588867188","2.0833053588867188","66","66","66","2.0833845138549805","2.0833845138549805","2.0833845138549805","66","66","66","2.236875057220459","2.236875057220459","2.236875057220459","66","66","66","2.0833053588867188","2.0833053588867188","2.0833053588867188","66","66","66","2.115727663040161","2.115727663040161","2.115727663040161","66","66","66","2.1979384422302246","2.1979384422302246","2.1979384422302246","65","65","65","2.306217670440674","2.306217670440674","2.306217670440674"
"66","67","67","67","2.0833053588867188","2.0833053588867188","2.0833053588867188","67","67","67","2.0833845138549805","2.0833845138549805","2.0833845138549805","67","67","67","2.2477612495422363","2.2477612495422363","2.2477612495422363","67","67","67","2.0833053588867188","2.0833053588867188","2.0833053588867188","67","67","67","2.175818681716919","2.175818681716919","2.175818681716919","67","67","67","2.179863929748535","2.179863929748535","2.179863929748535","66","66","66","2.320502758026123","2.320502758026123","2.320502758026123"
"67","68","68","68","2.0833053588867188","2.0833053588867188","2.0833053588867188","68","68","68","2.0833845138549805","2.0833845138549805","2.0833845138549805","68","68","68","2.2151215076446533","2.2151215076446533","2.2151215076446533","68","68","68","2.0833053588867188","2.0833053588867188","2.0833053588867188","68","68","68","2.2335445880889893","2.2335445880889893","2.2335445880889893","68","68","68","2.1815195083618164","2.1815195083618164","2.1815195083618164","67","67","67","2.3120980262756348","2.3120980262756348","2.3120980262756348"
"68","69","69","69","2.0833053588867188","2.0833053588867188","2.0833053588867188","69","69","69","2.0833845138549805","2.0833845138549805","2.0833845138549805","69","69","69","2.2369942665100098","2.2369942665100098","2.2369942665100098","69","69","69","2.0833053588867188","2.0833053588867188","2.0833053588867188","69","69","69","2.2180325984954834","2.2180325984954834","2.2180325984954834","69","69","69","2.181495189666748","2.181495189666748","2.181495189666748","68","68","68","2.2678046226501465","2.2678046226501465","2.2678046226501465"
"69","70","70","70","2.0833053588867188","2.0833053588867188","2.0833053588867188","70","70","70","2.0833845138549805","2.0833845138549805","2.0833845138549805","70","70","70","2.2594192028045654","2.2594192028045654","2.2594192028045654","70","70","70","2.0833053588867188","2.0833053588867188","2.0833053588867188","70","70","70","2.1916913986206055","2.1916913986206055","2.1916913986206055","70","70","70","2.186791181564331","2.186791181564331","2.186791181564331","69","69","69","2.265608787536621","2.265608787536621","2.265608787536621"
"70","71","71","71","2.0833053588867188","2.0833053588867188","2.0833053588867188","71","71","71","2.0833845138549805","2.0833845138549805","2.0833845138549805","71","71","71","2.2303740978240967","2.2303740978240967","2.2303740978240967","71","71","71","2.0833053588867188","2.0833053588867188","2.0833053588867188","71","71","71","2.2194201946258545","2.2194201946258545","2.2194201946258545","71","71","71","2.181173801422119","2.181173801422119","2.181173801422119","70","70","70","2.2536494731903076","2.2536494731903076","2.2536494731903076"
"71","72","72","72","2.0833053588867188","2.0833053588867188","2.0833053588867188","72","72","72","2.0833845138549805","2.0833845138549805","2.0833845138549805","72","72","72","2.22469162940979","2.22469162940979","2.22469162940979","72","72","72","2.087496519088745","2.087496519088745","2.087496519088745","72","72","72","2.190462112426758","2.190462112426758","2.190462112426758","72","72","72","2.200838327407837","2.200838327407837","2.200838327407837","71","71","71","2.2573959827423096","2.2573959827423096","2.2573959827423096"
"72","73","73","73","2.0833053588867188","2.0833053588867188","2.0833053588867188","73","73","73","2.0833845138549805","2.0833845138549805","2.0833845138549805","73","73","73","2.2205538749694824","2.2205538749694824","2.2205538749694824","73","73","73","2.1062252521514893","2.1062252521514893","2.1062252521514893","73","73","73","2.1817734241485596","2.1817734241485596","2.1817734241485596","73","73","73","2.1991798877716064","2.1991798877716064","2.1991798877716064","72","72","72","2.294092893600464","2.294092893600464","2.294092893600464"
"73","74","74","74","2.0833053588867188","2.0833053588867188","2.0833053588867188","74","74","74","2.0833053588867188","2.0833053588867188","2.0833053588867188","74","74","74","2.2515976428985596","2.2515976428985596","2.2515976428985596","74","74","74","2.1216912269592285","2.1216912269592285","2.1216912269592285","74","74","74","2.1724538803100586","2.1724538803100586","2.1724538803100586","74","74","74","2.195465564727783","2.195465564727783","2.195465564727783","73","73","73","2.273391008377075","2.273391008377075","2.273391008377075"
"74","75","75","75","2.0833053588867188","2.0833053588867188","2.0833053588867188","75","75","75","2.0833053588867188","2.0833053588867188","2.0833053588867188","75","75","75","2.230252504348755","2.230252504348755","2.230252504348755","75","75","75","2.11311936378479","2.11311936378479","2.11311936378479","75","75","75","2.2267587184906006","2.2267587184906006","2.2267587184906006","75","75","75","2.205352306365967","2.205352306365967","2.205352306365967","74","74","74","2.246436357498169","2.246436357498169","2.246436357498169"
"75","76","76","76","2.0833053588867188","2.0833053588867188","2.0833053588867188","76","76","76","2.0833053588867188","2.0833053588867188","2.0833053588867188","76","76","76","2.1709301471710205","2.1709301471710205","2.1709301471710205","76","76","76","2.0833053588867188","2.0833053588867188","2.0833053588867188","76","76","76","2.1071112155914307","2.1071112155914307","2.1071112155914307","76","76","76","2.1645238399505615","2.1645238399505615","2.1645238399505615","75","75","75","2.2453582286834717","2.2453582286834717","2.2453582286834717"
"76","77","77","77","2.0833053588867188","2.0833053588867188","2.0833053588867188","77","77","77","2.0833053588867188","2.0833053588867188","2.0833053588867188","77","77","77","2.1621816158294678","2.1621816158294678","2.1621816158294678","77","77","77","2.0833053588867188","2.0833053588867188","2.0833053588867188","77","77","77","2.165534496307373","2.165534496307373","2.165534496307373","77","77","77","2.1910228729248047","2.1910228729248047","2.1910228729248047","76","76","76","2.2604496479034424","2.2604496479034424","2.2604496479034424"
"77","78","78","78","2.0840015411376953","2.0840015411376953","2.0840015411376953","78","78","78","2.0833053588867188","2.0833053588867188","2.0833053588867188","78","78","78","2.2063941955566406","2.2063941955566406","2.2063941955566406","78","78","78","2.0833053588867188","2.0833053588867188","2.0833053588867188","78","78","78","2.1458723545074463","2.1458723545074463","2.1458723545074463","78","78","78","2.194931745529175","2.194931745529175","2.194931745529175","77","77","77","2.272205114364624","2.272205114364624","2.272205114364624"
"78","79","79","79","2.0833053588867188","2.0833053588867188","2.0833053588867188","79","79","79","2.0833053588867188","2.0833053588867188","2.0833053588867188","79","79","79","2.21036434173584","2.21036434173584","2.21036434173584","79","79","79","2.0833053588867188","2.0833053588867188","2.0833053588867188","79","79","79","2.1908791065216064","2.1908791065216064","2.1908791065216064","79","79","79","2.159019708633423","2.159019708633423","2.159019708633423","78","78","78","2.2477147579193115","2.2477147579193115","2.2477147579193115"
"79","80","80","80","2.0833053588867188","2.0833053588867188","2.0833053588867188","80","80","80","2.0833053588867188","2.0833053588867188","2.0833053588867188","80","80","80","2.2401716709136963","2.2401716709136963","2.2401716709136963","80","80","80","2.0833053588867188","2.0833053588867188","2.0833053588867188","80","80","80","2.1908936500549316","2.1908936500549316","2.1908936500549316","80","80","80","2.1641268730163574","2.1641268730163574","2.1641268730163574","79","79","79","2.2326536178588867","2.2326536178588867","2.2326536178588867"
"80","81","81","81","2.0833053588867188","2.0833053588867188","2.0833053588867188","81","81","81","2.0833053588867188","2.0833053588867188","2.0833053588867188","81","81","81","2.2311692237854004","2.2311692237854004","2.2311692237854004","81","81","81","2.0833053588867188","2.0833053588867188","2.0833053588867188","81","81","81","2.216292381286621","2.216292381286621","2.216292381286621","81","81","81","2.2049732208251953","2.2049732208251953","2.2049732208251953","80","80","80","2.31286883354187","2.31286883354187","2.31286883354187"
"81","82","82","82","2.0833053588867188","2.0833053588867188","2.0833053588867188","82","82","82","2.0833053588867188","2.0833053588867188","2.0833053588867188","82","82","82","2.2504477500915527","2.2504477500915527","2.2504477500915527","82","82","82","2.0847737789154053","2.0847737789154053","2.0847737789154053","82","82","82","2.2185440063476562","2.2185440063476562","2.2185440063476562","82","82","82","2.1954731941223145","2.1954731941223145","2.1954731941223145","81","81","81","2.2621402740478516","2.2621402740478516","2.2621402740478516"
"82","83","83","83","2.0833053588867188","2.0833053588867188","2.0833053588867188","83","83","83","2.0833053588867188","2.0833053588867188","2.0833053588867188","83","83","83","2.238924026489258","2.238924026489258","2.238924026489258","83","83","83","2.0833053588867188","2.0833053588867188","2.0833053588867188","83","83","83","2.1307790279388428","2.1307790279388428","2.1307790279388428","83","83","83","2.178438901901245","2.178438901901245","2.178438901901245","82","82","82","2.279383420944214","2.279383420944214","2.279383420944214"
"83","84","84","84","2.1016793251037598","2.1016793251037598","2.1016793251037598","84","84","84","2.0833053588867188","2.0833053588867188","2.0833053588867188","84","84","84","2.2537412643432617","2.2537412643432617","2.2537412643432617","84","84","84","2.0833053588867188","2.0833053588867188","2.0833053588867188","84","84","84","2.2206757068634033","2.2206757068634033","2.2206757068634033","84","84","84","2.233541965484619","2.233541965484619","2.233541965484619","83","83","83","2.2626352310180664","2.2626352310180664","2.2626352310180664"
"84","85","85","85","2.0833053588867188","2.0833053588867188","2.0833053588867188","85","85","85","2.0833053588867188","2.0833053588867188","2.0833053588867188","85","85","85","2.2606821060180664","2.2606821060180664","2.2606821060180664","85","85","85","2.0833053588867188","2.0833053588867188","2.0833053588867188","85","85","85","2.2088747024536133","2.2088747024536133","2.2088747024536133","85","85","85","2.1239173412323","2.1239173412323","2.1239173412323","84","84","84","2.2381765842437744","2.2381765842437744","2.2381765842437744"
"85","86","86","86","2.092676877975464","2.092676877975464","2.092676877975464","86","86","86","2.0833053588867188","2.0833053588867188","2.0833053588867188","86","86","86","2.266876697540283","2.266876697540283","2.266876697540283","86","86","86","2.0833053588867188","2.0833053588867188","2.0833053588867188","86","86","86","2.216343402862549","2.216343402862549","2.216343402862549","86","86","86","2.229562520980835","2.229562520980835","2.229562520980835","85","85","85","2.254214286804199","2.254214286804199","2.254214286804199"
"86","87","87","87","2.0833053588867188","2.0833053588867188","2.0833053588867188","87","87","87","2.0833053588867188","2.0833053588867188","2.0833053588867188","87","87","87","2.2456510066986084","2.2456510066986084","2.2456510066986084","87","87","87","2.0833053588867188","2.0833053588867188","2.0833053588867188","87","87","87","2.115955352783203","2.115955352783203","2.115955352783203","87","87","87","2.208608627319336","2.208608627319336","2.208608627319336","86","86","86","2.258465528488159","2.258465528488159","2.258465528488159"
"87","88","88","88","2.0833053588867188","2.0833053588867188","2.0833053588867188","88","88","88","2.0833053588867188","2.0833053588867188","2.0833053588867188","88","88","88","2.2696690559387207","2.2696690559387207","2.2696690559387207","88","88","88","2.0833053588867188","2.0833053588867188","2.0833053588867188","88","88","88","2.2195301055908203","2.2195301055908203","2.2195301055908203","88","88","88","2.191950559616089","2.191950559616089","2.191950559616089","87","87","87","2.2361655235290527","2.2361655235290527","2.2361655235290527"
"88","89","89","89","2.0833053588867188","2.0833053588867188","2.0833053588867188","89","89","89","2.0833053588867188","2.0833053588867188","2.0833053588867188","89","89","89","2.2541472911834717","2.2541472911834717","2.2541472911834717","89","89","89","2.09812068939209","2.09812068939209","2.09812068939209","89","89","89","2.2241296768188477","2.2241296768188477","2.2241296768188477","89","89","89","2.2029380798339844","2.2029380798339844","2.2029380798339844","88","88","88","2.2576940059661865","2.2576940059661865","2.2576940059661865"
"89","90","90","90","2.083625555038452","2.083625555038452","2.083625555038452","90","90","90","2.0833053588867188","2.0833053588867188","2.0833053588867188","90","90","90","2.2579941749572754","2.2579941749572754","2.2579941749572754","90","90","90","2.0833053588867188","2.0833053588867188","2.0833053588867188","90","90","90","2.2270474433898926","2.2270474433898926","2.2270474433898926","90","90","90","2.249988555908203","2.249988555908203","2.249988555908203","89","89","89","2.2239537239074707","2.2239537239074707","2.2239537239074707"
"90","91","91","91","2.0833053588867188","2.0833053588867188","2.0833053588867188","91","91","91","2.0833053588867188","2.0833053588867188","2.0833053588867188","91","91","91","2.24725604057312","2.24725604057312","2.24725604057312","91","91","91","2.0833053588867188","2.0833053588867188","2.0833053588867188","91","91","91","2.2074265480041504","2.2074265480041504","2.2074265480041504","91","91","91","2.2007789611816406","2.2007789611816406","2.2007789611816406","90","90","90","2.2183139324188232","2.2183139324188232","2.2183139324188232"
"91","92","92","92","2.0833053588867188","2.0833053588867188","2.0833053588867188","92","92","92","2.0833053588867188","2.0833053588867188","2.0833053588867188","92","92","92","2.248516082763672","2.248516082763672","2.248516082763672","92","92","92","2.0833053588867188","2.0833053588867188","2.0833053588867188","92","92","92","2.188225507736206","2.188225507736206","2.188225507736206","92","92","92","2.2301926612854004","2.2301926612854004","2.2301926612854004","91","91","91","2.208608627319336","2.208608627319336","2.208608627319336"
"92","93","93","93","2.0833053588867188","2.0833053588867188","2.0833053588867188","93","93","93","2.0833053588867188","2.0833053588867188","2.0833053588867188","93","93","93","2.2801618576049805","2.2801618576049805","2.2801618576049805","93","93","93","2.0833053588867188","2.0833053588867188","2.0833053588867188","93","93","93","2.2065749168395996","2.2065749168395996","2.2065749168395996","93","93","93","2.2460920810699463","2.2460920810699463","2.2460920810699463","92","92","92","2.217458724975586","2.217458724975586","2.217458724975586"
"93","94","94","94","2.0833053588867188","2.0833053588867188","2.0833053588867188","94","94","94","2.0833053588867188","2.0833053588867188","2.0833053588867188","94","94","94","2.2712786197662354","2.2712786197662354","2.2712786197662354","94","94","94","2.0833053588867188","2.0833053588867188","2.0833053588867188","94","94","94","2.200681447982788","2.200681447982788","2.200681447982788","94","94","94","2.1700472831726074","2.1700472831726074","2.1700472831726074","93","93","93","2.2163965702056885","2.2163965702056885","2.2163965702056885"
"94","95","95","95","2.0833053588867188","2.0833053588867188","2.0833053588867188","95","95","95","2.0833053588867188","2.0833053588867188","2.0833053588867188","95","95","95","2.2633280754089355","2.2633280754089355","2.2633280754089355","95","95","95","2.0833053588867188","2.0833053588867188","2.0833053588867188","95","95","95","2.1460397243499756","2.1460397243499756","2.1460397243499756","95","95","95","2.197373628616333","2.197373628616333","2.197373628616333","94","94","94","2.1941869258880615","2.1941869258880615","2.1941869258880615"
"95","96","96","96","2.0833053588867188","2.0833053588867188","2.0833053588867188","96","96","96","2.0833053588867188","2.0833053588867188","2.0833053588867188","96","96","96","2.2414398193359375","2.2414398193359375","2.2414398193359375","96","96","96","2.0833053588867188","2.0833053588867188","2.0833053588867188","96","96","96","2.152514696121216","2.152514696121216","2.152514696121216","96","96","96","2.217226505279541","2.217226505279541","2.217226505279541","95","95","95","2.2004528045654297","2.2004528045654297","2.2004528045654297"
"96","97","97","97","2.0833053588867188","2.0833053588867188","2.0833053588867188","97","97","97","2.0833053588867188","2.0833053588867188","2.0833053588867188","97","97","97","2.2609667778015137","2.2609667778015137","2.2609667778015137","97","97","97","2.0833053588867188","2.0833053588867188","2.0833053588867188","97","97","97","2.209014892578125","2.209014892578125","2.209014892578125","97","97","97","2.156376600265503","2.156376600265503","2.156376600265503","96","96","96","2.1608877182006836","2.1608877182006836","2.1608877182006836"
"97","98","98","98","2.0833053588867188","2.0833053588867188","2.0833053588867188","98","98","98","2.0833053588867188","2.0833053588867188","2.0833053588867188","98","98","98","2.2458388805389404","2.2458388805389404","2.2458388805389404","98","98","98","2.0833053588867188","2.0833053588867188","2.0833053588867188","98","98","98","2.19435715675354","2.19435715675354","2.19435715675354","98","98","98","2.1793625354766846","2.1793625354766846","2.1793625354766846","97","97","97","2.157520294189453","2.157520294189453","2.157520294189453"
"98","99","99","99","2.0833053588867188","2.0833053588867188","2.0833053588867188","99","99","99","2.0833053588867188","2.0833053588867188","2.0833053588867188","99","99","99","2.2556631565093994","2.2556631565093994","2.2556631565093994","99","99","99","2.0833053588867188","2.0833053588867188","2.0833053588867188","99","99","99","2.145336627960205","2.145336627960205","2.145336627960205","99","99","99","2.1206116676330566","2.1206116676330566","2.1206116676330566","98","98","98","2.1315724849700928","2.1315724849700928","2.1315724849700928"
"99","100","100","100","2.0833053588867188","2.0833053588867188","2.0833053588867188","100","100","100","2.0833053588867188","2.0833053588867188","2.0833053588867188","100","100","100","2.2620136737823486","2.2620136737823486","2.2620136737823486","100","100","100","2.0833053588867188","2.0833053588867188","2.0833053588867188","100","100","100","2.1310877799987793","2.1310877799987793","2.1310877799987793","100","100","100","2.1716091632843018","2.1716091632843018","2.1716091632843018","99","99","99","2.155958414077759","2.155958414077759","2.155958414077759"
