"epoch","transformer-2-w-sample-class-weighted - _step","transformer-2-w-sample-class-weighted - _step__MIN","transformer-2-w-sample-class-weighted - _step__MAX","transformer-2-w-sample-class-weighted - val/auc_w/ttH","transformer-2-w-sample-class-weighted - val/auc_w/ttH__MIN","transformer-2-w-sample-class-weighted - val/auc_w/ttH__MAX","transformer-2-w-sample-class-raw - _step","transformer-2-w-sample-class-raw - _step__MIN","transformer-2-w-sample-class-raw - _step__MAX","transformer-2-w-sample-class-raw - val/auc_w/ttH","transformer-2-w-sample-class-raw - val/auc_w/ttH__MIN","transformer-2-w-sample-class-raw - val/auc_w/ttH__MAX","transformer-2-w-class-raw - _step","transformer-2-w-class-raw - _step__MIN","transformer-2-w-class-raw - _step__MAX","transformer-2-w-class-raw - val/auc_w/ttH","transformer-2-w-class-raw - val/auc_w/ttH__MIN","transformer-2-w-class-raw - val/auc_w/ttH__MAX","transformer-2-w-class-weighted - _step","transformer-2-w-class-weighted - _step__MIN","transformer-2-w-class-weighted - _step__MAX","transformer-2-w-class-weighted - val/auc_w/ttH","transformer-2-w-class-weighted - val/auc_w/ttH__MIN","transformer-2-w-class-weighted - val/auc_w/ttH__MAX","transformer-2-w-sample-unnorm - _step","transformer-2-w-sample-unnorm - _step__MIN","transformer-2-w-sample-unnorm - _step__MAX","transformer-2-w-sample-unnorm - val/auc_w/ttH","transformer-2-w-sample-unnorm - val/auc_w/ttH__MIN","transformer-2-w-sample-unnorm - val/auc_w/ttH__MAX","transformer-2-w-sample - _step","transformer-2-w-sample - _step__MIN","transformer-2-w-sample - _step__MAX","transformer-2-w-sample - val/auc_w/ttH","transformer-2-w-sample - val/auc_w/ttH__MIN","transformer-2-w-sample - val/auc_w/ttH__MAX","transformer-2 - _step","transformer-2 - _step__MIN","transformer-2 - _step__MAX","transformer-2 - val/auc_w/ttH","transformer-2 - val/auc_w/ttH__MIN","transformer-2 - val/auc_w/ttH__MAX"
"44","45","45","45","0.580965250605034","0.580965250605034","0.580965250605034","45","45","45","0.4793643540314118","0.4793643540314118","0.4793643540314118","45","45","45","0.7190088064374479","0.7190088064374479","0.7190088064374479","45","45","45","0.5765910759923176","0.5765910759923176","0.5765910759923176","45","45","45","0.7109700599656594","0.7109700599656594","0.7109700599656594","45","45","45","0.7134434566149885","0.7134434566149885","0.7134434566149885","44","44","44","0.7475065189389599","0.7475065189389599","0.7475065189389599"
"45","46","46","46","0.6067900494442966","0.6067900494442966","0.6067900494442966","46","46","46","0.4789641561807189","0.4789641561807189","0.4789641561807189","46","46","46","0.7064521332386104","0.7064521332386104","0.7064521332386104","46","46","46","0.5716854897607215","0.5716854897607215","0.5716854897607215","46","46","46","0.7113404635711468","0.7113404635711468","0.7113404635711468","46","46","46","0.7129976666114543","0.7129976666114543","0.7129976666114543","45","45","45","0.7453001339083201","0.7453001339083201","0.7453001339083201"
"46","47","47","47","0.5742025192166043","0.5742025192166043","0.5742025192166043","47","47","47","0.4788749436735128","0.4788749436735128","0.4788749436735128","47","47","47","0.7055296145195658","0.7055296145195658","0.7055296145195658","47","47","47","0.579669229900214","0.579669229900214","0.579669229900214","47","47","47","0.7115814480290742","0.7115814480290742","0.7115814480290742","47","47","47","0.7250751936557411","0.7250751936557411","0.7250751936557411","46","46","46","0.7514333950667597","0.7514333950667597","0.7514333950667597"
"47","48","48","48","0.6344841820796041","0.6344841820796041","0.6344841820796041","48","48","48","0.4788627777996779","0.4788627777996779","0.4788627777996779","48","48","48","0.7202096442412612","0.7202096442412612","0.7202096442412612","48","48","48","0.5741300408522726","0.5741300408522726","0.5741300408522726","48","48","48","0.708163983292319","0.708163983292319","0.708163983292319","48","48","48","0.7040764489106675","0.7040764489106675","0.7040764489106675","47","47","47","0.743085933662075","0.743085933662075","0.743085933662075"
"48","49","49","49","0.61169342704172","0.61169342704172","0.61169342704172","49","49","49","0.4789195515979817","0.4789195515979817","0.4789195515979817","49","49","49","0.7234718940409484","0.7234718940409484","0.7234718940409484","49","49","49","0.5776829882967789","0.5776829882967789","0.5776829882967789","49","49","49","0.7051837239659412","0.7051837239659412","0.7051837239659412","49","49","49","0.6714085603168043","0.6714085603168043","0.6714085603168043","48","48","48","0.731648234413071","0.731648234413071","0.731648234413071"
"49","50","50","50","0.5730080300955174","0.5730080300955174","0.5730080300955174","50","50","50","0.4788488152396264","0.4788488152396264","0.4788488152396264","50","50","50","0.7246068970285633","0.7246068970285633","0.7246068970285633","50","50","50","0.5747870976231864","0.5747870976231864","0.5747870976231864","50","50","50","0.7136304117677111","0.7136304117677111","0.7136304117677111","50","50","50","0.6690487933245737","0.6690487933245737","0.6690487933245737","49","49","49","0.7512430847290896","0.7512430847290896","0.7512430847290896"
"50","51","51","51","0.6084479017584634","0.6084479017584634","0.6084479017584634","51","51","51","0.4786168613958568","0.4786168613958568","0.4786168613958568","51","51","51","0.699740831106408","0.699740831106408","0.699740831106408","51","51","51","0.5817637030160672","0.5817637030160672","0.5817637030160672","51","51","51","0.7087907677517593","0.7087907677517593","0.7087907677517593","51","51","51","0.6789603680324634","0.6789603680324634","0.6789603680324634","50","50","50","0.7411538043197232","0.7411538043197232","0.7411538043197232"
"51","52","52","52","0.6132227764323942","0.6132227764323942","0.6132227764323942","52","52","52","0.47877235705713866","0.47877235705713866","0.47877235705713866","52","52","52","0.725918974687048","0.725918974687048","0.725918974687048","52","52","52","0.5870750770844937","0.5870750770844937","0.5870750770844937","52","52","52","0.7004970244510857","0.7004970244510857","0.7004970244510857","52","52","52","0.6704232819657177","0.6704232819657177","0.6704232819657177","51","51","51","0.7472826945819151","0.7472826945819151","0.7472826945819151"
"52","53","53","53","0.6219045455618468","0.6219045455618468","0.6219045455618468","53","53","53","0.47866165783291187","0.47866165783291187","0.47866165783291187","53","53","53","0.7155003603595056","0.7155003603595056","0.7155003603595056","53","53","53","0.5948034007718933","0.5948034007718933","0.5948034007718933","53","53","53","0.7078835270842502","0.7078835270842502","0.7078835270842502","53","53","53","0.671538791694495","0.671538791694495","0.671538791694495","52","52","52","0.7450121977637916","0.7450121977637916","0.7450121977637916"
"53","54","54","54","0.6058132616528675","0.6058132616528675","0.6058132616528675","54","54","54","0.4787132842484449","0.4787132842484449","0.4787132842484449","54","54","54","0.7287298626948724","0.7287298626948724","0.7287298626948724","54","54","54","0.5855673306530716","0.5855673306530716","0.5855673306530716","54","54","54","0.7228158136404937","0.7228158136404937","0.7228158136404937","54","54","54","0.7016477595905201","0.7016477595905201","0.7016477595905201","53","53","53","0.7463899537253866","0.7463899537253866","0.7463899537253866"
"54","55","55","55","0.5867360753732006","0.5867360753732006","0.5867360753732006","55","55","55","0.47876779859813723","0.47876779859813723","0.47876779859813723","55","55","55","0.7175298121098811","0.7175298121098811","0.7175298121098811","55","55","55","0.5790667486364821","0.5790667486364821","0.5790667486364821","55","55","55","0.696062919091648","0.696062919091648","0.696062919091648","55","55","55","0.6784426599770048","0.6784426599770048","0.6784426599770048","54","54","54","0.7488508691520166","0.7488508691520166","0.7488508691520166"
"55","56","56","56","0.615967952333886","0.615967952333886","0.615967952333886","56","56","56","0.4792304203119715","0.4792304203119715","0.4792304203119715","56","56","56","0.7238282165623511","0.7238282165623511","0.7238282165623511","56","56","56","0.594111759263293","0.594111759263293","0.594111759263293","56","56","56","0.6969793588755278","0.6969793588755278","0.6969793588755278","56","56","56","0.7003936360149954","0.7003936360149954","0.7003936360149954","55","55","55","0.7386915665266283","0.7386915665266283","0.7386915665266283"
"56","57","57","57","0.5634605559958452","0.5634605559958452","0.5634605559958452","57","57","57","0.4788401422308085","0.4788401422308085","0.4788401422308085","57","57","57","0.7178478095105306","0.7178478095105306","0.7178478095105306","57","57","57","0.5760538720721384","0.5760538720721384","0.5760538720721384","57","57","57","0.7142619911276029","0.7142619911276029","0.7142619911276029","57","57","57","0.6884965716214314","0.6884965716214314","0.6884965716214314","56","56","56","0.7419235941248163","0.7419235941248163","0.7419235941248163"
"57","58","58","58","0.6261849602780656","0.6261849602780656","0.6261849602780656","58","58","58","0.47905772159810034","0.47905772159810034","0.47905772159810034","58","58","58","0.705652528046753","0.705652528046753","0.705652528046753","58","58","58","0.5895195930995677","0.5895195930995677","0.5895195930995677","58","58","58","0.6880600256196192","0.6880600256196192","0.6880600256196192","58","58","58","0.6967617615589775","0.6967617615589775","0.6967617615589775","57","57","57","0.7390609603046766","0.7390609603046766","0.7390609603046766"
"58","59","59","59","0.5968087682755074","0.5968087682755074","0.5968087682755074","59","59","59","0.4788555187646681","0.4788555187646681","0.4788555187646681","59","59","59","0.7111491762357265","0.7111491762357265","0.7111491762357265","59","59","59","0.596930517626278","0.596930517626278","0.596930517626278","59","59","59","0.7097115983522304","0.7097115983522304","0.7097115983522304","59","59","59","0.6825498128588927","0.6825498128588927","0.6825498128588927","58","58","58","0.732216036335264","0.732216036335264","0.732216036335264"
"59","60","60","60","0.6358570651028141","0.6358570651028141","0.6358570651028141","60","60","60","0.47893504936577275","0.47893504936577275","0.47893504936577275","60","60","60","0.7294474337225134","0.7294474337225134","0.7294474337225134","60","60","60","0.5838783122492684","0.5838783122492684","0.5838783122492684","60","60","60","0.7003522388663292","0.7003522388663292","0.7003522388663292","60","60","60","0.6867239392758103","0.6867239392758103","0.6867239392758103","59","59","59","0.7284516451381727","0.7284516451381727","0.7284516451381727"
"60","61","61","61","0.578316482826146","0.578316482826146","0.578316482826146","61","61","61","0.4792147548411931","0.4792147548411931","0.4792147548411931","61","61","61","0.7268917441310154","0.7268917441310154","0.7268917441310154","61","61","61","0.5824494460610874","0.5824494460610874","0.5824494460610874","61","61","61","0.7082476282491852","0.7082476282491852","0.7082476282491852","61","61","61","0.6775391828149826","0.6775391828149826","0.6775391828149826","60","60","60","0.7304869774412851","0.7304869774412851","0.7304869774412851"
"61","62","62","62","0.5417130363671127","0.5417130363671127","0.5417130363671127","62","62","62","0.47900441541607897","0.47900441541607897","0.47900441541607897","62","62","62","0.7255595205220118","0.7255595205220118","0.7255595205220118","62","62","62","0.5807418493032572","0.5807418493032572","0.5807418493032572","62","62","62","0.7026488170923832","0.7026488170923832","0.7026488170923832","62","62","62","0.6652190800959409","0.6652190800959409","0.6652190800959409","61","61","61","0.7257923746999879","0.7257923746999879","0.7257923746999879"
"62","63","63","63","0.6110184952915549","0.6110184952915549","0.6110184952915549","63","63","63","0.47930537195082956","0.47930537195082956","0.47930537195082956","63","63","63","0.7266737925393301","0.7266737925393301","0.7266737925393301","63","63","63","0.5885224705283871","0.5885224705283871","0.5885224705283871","63","63","63","0.7070959037899434","0.7070959037899434","0.7070959037899434","63","63","63","0.6877779022249976","0.6877779022249976","0.6877779022249976","62","62","62","0.75050124417188","0.75050124417188","0.75050124417188"
"63","64","64","64","0.587695171289474","0.587695171289474","0.587695171289474","64","64","64","0.4786557891312447","0.4786557891312447","0.4786557891312447","64","64","64","0.7175977874844792","0.7175977874844792","0.7175977874844792","64","64","64","0.5803280897998037","0.5803280897998037","0.5803280897998037","64","64","64","0.6941916268531834","0.6941916268531834","0.6941916268531834","64","64","64","0.7003720064434813","0.7003720064434813","0.7003720064434813","63","63","63","0.7273762512467483","0.7273762512467483","0.7273762512467483"
"64","65","65","65","0.5937151877142688","0.5937151877142688","0.5937151877142688","65","65","65","0.47913606781014534","0.47913606781014534","0.47913606781014534","65","65","65","0.7240945736437637","0.7240945736437637","0.7240945736437637","65","65","65","0.5759404909095656","0.5759404909095656","0.5759404909095656","65","65","65","0.683262288913548","0.683262288913548","0.683262288913548","65","65","65","0.6346141280565091","0.6346141280565091","0.6346141280565091","64","64","64","0.7260417222601346","0.7260417222601346","0.7260417222601346"
"65","66","66","66","0.5556876798685659","0.5556876798685659","0.5556876798685659","66","66","66","0.47884984946371123","0.47884984946371123","0.47884984946371123","66","66","66","0.7226464289138765","0.7226464289138765","0.7226464289138765","66","66","66","0.5789980001214321","0.5789980001214321","0.5789980001214321","66","66","66","0.6260177859131488","0.6260177859131488","0.6260177859131488","66","66","66","0.6847444261547917","0.6847444261547917","0.6847444261547917","65","65","65","0.7378841642344497","0.7378841642344497","0.7378841642344497"
"66","67","67","67","0.58434599970301","0.58434599970301","0.58434599970301","67","67","67","0.47902871359122484","0.47902871359122484","0.47902871359122484","67","67","67","0.7233748952710117","0.7233748952710117","0.7233748952710117","67","67","67","0.5747067360429894","0.5747067360429894","0.5747067360429894","67","67","67","0.6786100327929884","0.6786100327929884","0.6786100327929884","67","67","67","0.6706656132555671","0.6706656132555671","0.6706656132555671","66","66","66","0.7213612475409974","0.7213612475409974","0.7213612475409974"
"67","68","68","68","0.6110113403962891","0.6110113403962891","0.6110113403962891","68","68","68","0.4781713950113192","0.4781713950113192","0.4781713950113192","68","68","68","0.7009640116980725","0.7009640116980725","0.7009640116980725","68","68","68","0.5696760840936846","0.5696760840936846","0.5696760840936846","68","68","68","0.6917487551797883","0.6917487551797883","0.6917487551797883","68","68","68","0.6900136175015505","0.6900136175015505","0.6900136175015505","67","67","67","0.7337564518005711","0.7337564518005711","0.7337564518005711"
"68","69","69","69","0.5762210815438555","0.5762210815438555","0.5762210815438555","69","69","69","0.4784056431387069","0.4784056431387069","0.4784056431387069","69","69","69","0.7223957679345994","0.7223957679345994","0.7223957679345994","69","69","69","0.5801954277529979","0.5801954277529979","0.5801954277529979","69","69","69","0.6854525354883769","0.6854525354883769","0.6854525354883769","69","69","69","0.6707967000865888","0.6707967000865888","0.6707967000865888","68","68","68","0.7128640648219808","0.7128640648219808","0.7128640648219808"
"69","70","70","70","0.5691737542442746","0.5691737542442746","0.5691737542442746","70","70","70","0.4787594347529145","0.4787594347529145","0.4787594347529145","70","70","70","0.7239487360721151","0.7239487360721151","0.7239487360721151","70","70","70","0.5874499464861873","0.5874499464861873","0.5874499464861873","70","70","70","0.6793988446353533","0.6793988446353533","0.6793988446353533","70","70","70","0.6779932212877277","0.6779932212877277","0.6779932212877277","69","69","69","0.7213891953159179","0.7213891953159179","0.7213891953159179"
"70","71","71","71","0.6030641734072959","0.6030641734072959","0.6030641734072959","71","71","71","0.47910167609358023","0.47910167609358023","0.47910167609358023","71","71","71","0.7125881257252709","0.7125881257252709","0.7125881257252709","71","71","71","0.5716466185281714","0.5716466185281714","0.5716466185281714","71","71","71","0.6986809877087239","0.6986809877087239","0.6986809877087239","71","71","71","0.6768760680279253","0.6768760680279253","0.6768760680279253","70","70","70","0.7159786235279165","0.7159786235279165","0.7159786235279165"
"71","72","72","72","0.571401170544395","0.571401170544395","0.571401170544395","72","72","72","0.4787174195648085","0.4787174195648085","0.4787174195648085","72","72","72","0.7188246800218901","0.7188246800218901","0.7188246800218901","72","72","72","0.5830499717931605","0.5830499717931605","0.5830499717931605","72","72","72","0.6792590833677449","0.6792590833677449","0.6792590833677449","72","72","72","0.6916001771024689","0.6916001771024689","0.6916001771024689","71","71","71","0.71239495613521","0.71239495613521","0.71239495613521"
"72","73","73","73","0.5876250733085007","0.5876250733085007","0.5876250733085007","73","73","73","0.47909138292211606","0.47909138292211606","0.47909138292211606","73","73","73","0.7114452499080839","0.7114452499080839","0.7114452499080839","73","73","73","0.5932236985707409","0.5932236985707409","0.5932236985707409","73","73","73","0.6707080786066281","0.6707080786066281","0.6707080786066281","73","73","73","0.6833358642030365","0.6833358642030365","0.6833358642030365","72","72","72","0.722690743761817","0.722690743761817","0.722690743761817"
"73","74","74","74","0.5732143002078043","0.5732143002078043","0.5732143002078043","74","74","74","0.4787714996756376","0.4787714996756376","0.4787714996756376","74","74","74","0.7201782608683905","0.7201782608683905","0.7201782608683905","74","74","74","0.5815868102163112","0.5815868102163112","0.5815868102163112","74","74","74","0.6825100769996302","0.6825100769996302","0.6825100769996302","74","74","74","0.6913913952734044","0.6913913952734044","0.6913913952734044","73","73","73","0.7121824253476371","0.7121824253476371","0.7121824253476371"
"74","75","75","75","0.6031805865114003","0.6031805865114003","0.6031805865114003","75","75","75","0.47905123172261327","0.47905123172261327","0.47905123172261327","75","75","75","0.7083533736584515","0.7083533736584515","0.7083533736584515","75","75","75","0.6058580927090523","0.6058580927090523","0.6058580927090523","75","75","75","0.6961149827064418","0.6961149827064418","0.6961149827064418","75","75","75","0.6821447231821183","0.6821447231821183","0.6821447231821183","74","74","74","0.697627212597273","0.697627212597273","0.697627212597273"
"75","76","76","76","0.590797906956873","0.590797906956873","0.590797906956873","76","76","76","0.47921736129261616","0.47921736129261616","0.47921736129261616","76","76","76","0.6996756877160084","0.6996756877160084","0.6996756877160084","76","76","76","0.5813317103259226","0.5813317103259226","0.5813317103259226","76","76","76","0.6534529344010372","0.6534529344010372","0.6534529344010372","76","76","76","0.6870921395278536","0.6870921395278536","0.6870921395278536","75","75","75","0.6919390769817941","0.6919390769817941","0.6919390769817941"
"76","77","77","77","0.6014971366284816","0.6014971366284816","0.6014971366284816","77","77","77","0.4789966880275182","0.4789966880275182","0.4789966880275182","77","77","77","0.6993516536413844","0.6993516536413844","0.6993516536413844","77","77","77","0.5794490542717365","0.5794490542717365","0.5794490542717365","77","77","77","0.6513926040665636","0.6513926040665636","0.6513926040665636","77","77","77","0.678678906976333","0.678678906976333","0.678678906976333","76","76","76","0.712910469232586","0.712910469232586","0.712910469232586"
"77","78","78","78","0.6150523474542788","0.6150523474542788","0.6150523474542788","78","78","78","0.4787030706049","0.4787030706049","0.4787030706049","78","78","78","0.7045793882510141","0.7045793882510141","0.7045793882510141","78","78","78","0.5577131693234438","0.5577131693234438","0.5577131693234438","78","78","78","0.6535028359591724","0.6535028359591724","0.6535028359591724","78","78","78","0.6908103672897502","0.6908103672897502","0.6908103672897502","77","77","77","0.7027458354524116","0.7027458354524116","0.7027458354524116"
"78","79","79","79","0.6167223287466764","0.6167223287466764","0.6167223287466764","79","79","79","0.47898235770338415","0.47898235770338415","0.47898235770338415","79","79","79","0.7239437861809594","0.7239437861809594","0.7239437861809594","79","79","79","0.5758651781768664","0.5758651781768664","0.5758651781768664","79","79","79","0.6811042737747721","0.6811042737747721","0.6811042737747721","79","79","79","0.6700995809230714","0.6700995809230714","0.6700995809230714","78","78","78","0.6982782223279764","0.6982782223279764","0.6982782223279764"
"79","80","80","80","0.5986752433280536","0.5986752433280536","0.5986752433280536","80","80","80","0.478640470786437","0.478640470786437","0.478640470786437","80","80","80","0.7317241293625574","0.7317241293625574","0.7317241293625574","80","80","80","0.5930528503919112","0.5930528503919112","0.5930528503919112","80","80","80","0.6878263786454","0.6878263786454","0.6878263786454","80","80","80","0.6580765739012184","0.6580765739012184","0.6580765739012184","79","79","79","0.6982089351256568","0.6982089351256568","0.6982089351256568"
"80","81","81","81","0.5304558782149476","0.5304558782149476","0.5304558782149476","81","81","81","0.4788280730688902","0.4788280730688902","0.4788280730688902","81","81","81","0.7231680183252857","0.7231680183252857","0.7231680183252857","81","81","81","0.5693814927939447","0.5693814927939447","0.5693814927939447","81","81","81","0.6909470760373558","0.6909470760373558","0.6909470760373558","81","81","81","0.6759614787250459","0.6759614787250459","0.6759614787250459","80","80","80","0.7138699911455761","0.7138699911455761","0.7138699911455761"
"81","82","82","82","0.5345987864248204","0.5345987864248204","0.5345987864248204","82","82","82","0.4790076570166124","0.4790076570166124","0.4790076570166124","82","82","82","0.729151127704617","0.729151127704617","0.729151127704617","82","82","82","0.5755395252026719","0.5755395252026719","0.5755395252026719","82","82","82","0.6843156981975899","0.6843156981975899","0.6843156981975899","82","82","82","0.6753760315411045","0.6753760315411045","0.6753760315411045","81","81","81","0.7046168662162627","0.7046168662162627","0.7046168662162627"
"82","83","83","83","0.5505309417469735","0.5505309417469735","0.5505309417469735","83","83","83","0.4790165399453419","0.4790165399453419","0.4790165399453419","83","83","83","0.7288294140013307","0.7288294140013307","0.7288294140013307","83","83","83","0.585927762077889","0.585927762077889","0.585927762077889","83","83","83","0.6463787965845933","0.6463787965845933","0.6463787965845933","83","83","83","0.6478519509525289","0.6478519509525289","0.6478519509525289","82","82","82","0.702700949340186","0.702700949340186","0.702700949340186"
"83","84","84","84","0.612057387809793","0.612057387809793","0.612057387809793","84","84","84","0.4790473916190482","0.4790473916190482","0.4790473916190482","84","84","84","0.730445714950793","0.730445714950793","0.730445714950793","84","84","84","0.5897189247364596","0.5897189247364596","0.5897189247364596","84","84","84","0.6916132341546638","0.6916132341546638","0.6916132341546638","84","84","84","0.6974153003402432","0.6974153003402432","0.6974153003402432","83","83","83","0.693622992926995","0.693622992926995","0.693622992926995"
"84","85","85","85","0.5779693719385852","0.5779693719385852","0.5779693719385852","85","85","85","0.47856356853500776","0.47856356853500776","0.47856356853500776","85","85","85","0.7354370317262371","0.7354370317262371","0.7354370317262371","85","85","85","0.5863004085887504","0.5863004085887504","0.5863004085887504","85","85","85","0.6860415709311024","0.6860415709311024","0.6860415709311024","85","85","85","0.6487085209373884","0.6487085209373884","0.6487085209373884","84","84","84","0.688198292929364","0.688198292929364","0.688198292929364"
"85","86","86","86","0.6023798609847457","0.6023798609847457","0.6023798609847457","86","86","86","0.4782428626810891","0.4782428626810891","0.4782428626810891","86","86","86","0.735629059324026","0.735629059324026","0.735629059324026","86","86","86","0.5992366962891144","0.5992366962891144","0.5992366962891144","86","86","86","0.7034733310102932","0.7034733310102932","0.7034733310102932","86","86","86","0.6962612850242021","0.6962612850242021","0.6962612850242021","85","85","85","0.6972357822249208","0.6972357822249208","0.6972357822249208"
"86","87","87","87","0.5828840608061692","0.5828840608061692","0.5828840608061692","87","87","87","0.4790198514950396","0.4790198514950396","0.4790198514950396","87","87","87","0.7261082148928403","0.7261082148928403","0.7261082148928403","87","87","87","0.598070558677074","0.598070558677074","0.598070558677074","87","87","87","0.6479368619645844","0.6479368619645844","0.6479368619645844","87","87","87","0.6793959857723941","0.6793959857723941","0.6793959857723941","86","86","86","0.6994367313318339","0.6994367313318339","0.6994367313318339"
"87","88","88","88","0.6146349792629946","0.6146349792629946","0.6146349792629946","88","88","88","0.47872388331661825","0.47872388331661825","0.47872388331661825","88","88","88","0.7330068304865522","0.7330068304865522","0.7330068304865522","88","88","88","0.5714080988178776","0.5714080988178776","0.5714080988178776","88","88","88","0.6892963571463697","0.6892963571463697","0.6892963571463697","88","88","88","0.6623962486365169","0.6623962486365169","0.6623962486365169","87","87","87","0.7006296991222942","0.7006296991222942","0.7006296991222942"
"88","89","89","89","0.5548722589340735","0.5548722589340735","0.5548722589340735","89","89","89","0.4787161573414372","0.4787161573414372","0.4787161573414372","89","89","89","0.7270287191234343","0.7270287191234343","0.7270287191234343","89","89","89","0.6087769597992971","0.6087769597992971","0.6087769597992971","89","89","89","0.6999049519773592","0.6999049519773592","0.6999049519773592","89","89","89","0.6859315678878177","0.6859315678878177","0.6859315678878177","88","88","88","0.7013302262624973","0.7013302262624973","0.7013302262624973"
"89","90","90","90","0.6085959232400014","0.6085959232400014","0.6085959232400014","90","90","90","0.4785172141703671","0.4785172141703671","0.4785172141703671","90","90","90","0.725322104959836","0.725322104959836","0.725322104959836","90","90","90","0.5817067466242603","0.5817067466242603","0.5817067466242603","90","90","90","0.6969642673645904","0.6969642673645904","0.6969642673645904","90","90","90","0.6987200128326759","0.6987200128326759","0.6987200128326759","89","89","89","0.6986990337619907","0.6986990337619907","0.6986990337619907"
"90","91","91","91","0.5705546371793769","0.5705546371793769","0.5705546371793769","91","91","91","0.4784804538939044","0.4784804538939044","0.4784804538939044","91","91","91","0.7246108703579522","0.7246108703579522","0.7246108703579522","91","91","91","0.5726733772588053","0.5726733772588053","0.5726733772588053","91","91","91","0.6898817270618576","0.6898817270618576","0.6898817270618576","91","91","91","0.6782891119130223","0.6782891119130223","0.6782891119130223","90","90","90","0.7008068142804464","0.7008068142804464","0.7008068142804464"
"91","92","92","92","0.5832767098520544","0.5832767098520544","0.5832767098520544","92","92","92","0.47831028232393036","0.47831028232393036","0.47831028232393036","92","92","92","0.7320648785962053","0.7320648785962053","0.7320648785962053","92","92","92","0.5721751154464254","0.5721751154464254","0.5721751154464254","92","92","92","0.668225909259278","0.668225909259278","0.668225909259278","92","92","92","0.6897304741107606","0.6897304741107606","0.6897304741107606","91","91","91","0.6927653245602302","0.6927653245602302","0.6927653245602302"
"92","93","93","93","0.5657899914535215","0.5657899914535215","0.5657899914535215","93","93","93","0.4785090395504291","0.4785090395504291","0.4785090395504291","93","93","93","0.7438466637025141","0.7438466637025141","0.7438466637025141","93","93","93","0.5960905871405566","0.5960905871405566","0.5960905871405566","93","93","93","0.6816854065343074","0.6816854065343074","0.6816854065343074","93","93","93","0.6956291292215373","0.6956291292215373","0.6956291292215373","92","92","92","0.7052556031666424","0.7052556031666424","0.7052556031666424"
"93","94","94","94","0.6050270047439258","0.6050270047439258","0.6050270047439258","94","94","94","0.478788471542721","0.478788471542721","0.478788471542721","94","94","94","0.729666890097578","0.729666890097578","0.729666890097578","94","94","94","0.5854266661209009","0.5854266661209009","0.5854266661209009","94","94","94","0.6686804198665199","0.6686804198665199","0.6686804198665199","94","94","94","0.6626204207567623","0.6626204207567623","0.6626204207567623","93","93","93","0.6951784803454085","0.6951784803454085","0.6951784803454085"
"94","95","95","95","0.6139894617560917","0.6139894617560917","0.6139894617560917","95","95","95","0.4789252253417621","0.4789252253417621","0.4789252253417621","95","95","95","0.7339301502810621","0.7339301502810621","0.7339301502810621","95","95","95","0.5905646224362562","0.5905646224362562","0.5905646224362562","95","95","95","0.6484021503962837","0.6484021503962837","0.6484021503962837","95","95","95","0.6728536370185617","0.6728536370185617","0.6728536370185617","94","94","94","0.6973582718959027","0.6973582718959027","0.6973582718959027"
"95","96","96","96","0.549512487970022","0.549512487970022","0.549512487970022","96","96","96","0.4786947883805709","0.4786947883805709","0.4786947883805709","96","96","96","0.7268564852372387","0.7268564852372387","0.7268564852372387","96","96","96","0.592740429021447","0.592740429021447","0.592740429021447","96","96","96","0.662793208344261","0.662793208344261","0.662793208344261","96","96","96","0.6863761224580438","0.6863761224580438","0.6863761224580438","95","95","95","0.7024581553437974","0.7024581553437974","0.7024581553437974"
"96","97","97","97","0.5632965704893851","0.5632965704893851","0.5632965704893851","97","97","97","0.47813323092644067","0.47813323092644067","0.47813323092644067","97","97","97","0.7270190592797949","0.7270190592797949","0.7270190592797949","97","97","97","0.5957916737658153","0.5957916737658153","0.5957916737658153","97","97","97","0.6802911306150649","0.6802911306150649","0.6802911306150649","97","97","97","0.6651085915416352","0.6651085915416352","0.6651085915416352","96","96","96","0.6936493312939649","0.6936493312939649","0.6936493312939649"
"97","98","98","98","0.6035765715084018","0.6035765715084018","0.6035765715084018","98","98","98","0.47839867212995907","0.47839867212995907","0.47839867212995907","98","98","98","0.7263231647016833","0.7263231647016833","0.7263231647016833","98","98","98","0.5824058338152196","0.5824058338152196","0.5824058338152196","98","98","98","0.659044326537774","0.659044326537774","0.659044326537774","98","98","98","0.6744847536868003","0.6744847536868003","0.6744847536868003","97","97","97","0.6822076430261641","0.6822076430261641","0.6822076430261641"
"98","99","99","99","0.5872826192948453","0.5872826192948453","0.5872826192948453","99","99","99","0.47903233854032257","0.47903233854032257","0.47903233854032257","99","99","99","0.7296313116873109","0.7296313116873109","0.7296313116873109","99","99","99","0.5791669246743736","0.5791669246743736","0.5791669246743736","99","99","99","0.6632326667975967","0.6632326667975967","0.6632326667975967","99","99","99","0.6601397566289425","0.6601397566289425","0.6601397566289425","98","98","98","0.6842929423239138","0.6842929423239138","0.6842929423239138"
"99","100","100","100","0.6092879589048505","0.6092879589048505","0.6092879589048505","100","100","100","0.47826274447589834","0.47826274447589834","0.47826274447589834","100","100","100","0.7232203884391346","0.7232203884391346","0.7232203884391346","100","100","100","0.584089832805915","0.584089832805915","0.584089832805915","100","100","100","0.6475076316295567","0.6475076316295567","0.6475076316295567","100","100","100","0.6544427000894123","0.6544427000894123","0.6544427000894123","99","99","99","0.6742070438928826","0.6742070438928826","0.6742070438928826"
