"Step","transformer-2-(bin) - val/acc_bin","transformer-2-(bin) - val/acc_bin__MIN","transformer-2-(bin) - val/acc_bin__MAX","transformer-2 - val/acc_bin","transformer-2 - val/acc_bin__MIN","transformer-2 - val/acc_bin__MAX"
"210","0.7433601021766663","0.7433601021766663","0.7433601021766663","0.7708232998847961","0.7708232998847961","0.7708232998847961"
"211","0.7462562322616577","0.7462562322616577","0.7462562322616577","0.7574818730354309","0.7574818730354309","0.7574818730354309"
"212","0.7429656982421875","0.7429656982421875","0.7429656982421875","0.7563188672065735","0.7563188672065735","0.7563188672065735"
"213","0.74396812915802","0.74396812915802","0.74396812915802","0.769824743270874","0.769824743270874","0.769824743270874"
"214","0.7437718510627747","0.7437718510627747","0.7437718510627747","0.7385567426681519","0.7385567426681519","0.7385567426681519"
"215","0.7482755184173584","0.7482755184173584","0.7482755184173584","0.7564915418624878","0.7564915418624878","0.7564915418624878"
"216","0.7479165196418762","0.7479165196418762","0.7479165196418762","0.7464805841445923","0.7464805841445923","0.7464805841445923"
"217","0.7452065348625183","0.7452065348625183","0.7452065348625183","0.7394382953643799","0.7394382953643799","0.7394382953643799"
"218","0.7473539710044861","0.7473539710044861","0.7473539710044861","0.7704836130142212","0.7704836130142212","0.7704836130142212"
"219","0.7462192177772522","0.7462192177772522","0.7462192177772522","0.758782684803009","0.758782684803009","0.758782684803009"
"220","0.7456096410751343","0.7456096410751343","0.7456096410751343","0.7665631175041199","0.7665631175041199","0.7665631175041199"
"221","0.7442716956138611","0.7442716956138611","0.7442716956138611","0.7669274210929871","0.7669274210929871","0.7669274210929871"
"222","0.7482806444168091","0.7482806444168091","0.7482806444168091","0.7437412142753601","0.7437412142753601","0.7437412142753601"
"223","0.749258279800415","0.749258279800415","0.749258279800415","0.7537183165550232","0.7537183165550232","0.7537183165550232"
"224","0.7489361763000488","0.7489361763000488","0.7489361763000488","0.7609923481941223","0.7609923481941223","0.7609923481941223"
"225","0.7485339641571045","0.7485339641571045","0.7485339641571045","0.742108166217804","0.742108166217804","0.742108166217804"
"226","0.7375534176826477","0.7375534176826477","0.7375534176826477","0.7680378556251526","0.7680378556251526","0.7680378556251526"
"227","0.7464243173599243","0.7464243173599243","0.7464243173599243","0.7660714983940125","0.7660714983940125","0.7660714983940125"
"228","0.7508165836334229","0.7508165836334229","0.7508165836334229","0.7651867270469666","0.7651867270469666","0.7651867270469666"
"229","0.7479224801063538","0.7479224801063538","0.7479224801063538","0.7434241771697998","0.7434241771697998","0.7434241771697998"
"230","0.7486482262611389","0.7486482262611389","0.7486482262611389","0.7660815715789795","0.7660815715789795","0.7660815715789795"
"231","0.7451163530349731","0.7451163530349731","0.7451163530349731","0.7393193244934082","0.7393193244934082","0.7393193244934082"
"232","0.7467638254165649","0.7467638254165649","0.7467638254165649","0.7647197246551514","0.7647197246551514","0.7647197246551514"
"233","0.7462199330329895","0.7462199330329895","0.7462199330329895","0.737707793712616","0.737707793712616","0.737707793712616"
"234","0.7487502098083496","0.7487502098083496","0.7487502098083496","0.7722382545471191","0.7722382545471191","0.7722382545471191"
"235","0.7518877983093262","0.7518877983093262","0.7518877983093262","0.744730532169342","0.744730532169342","0.744730532169342"
"236","0.7492165565490723","0.7492165565490723","0.7492165565490723","0.7703936100006104","0.7703936100006104","0.7703936100006104"
"237","0.7511889338493347","0.7511889338493347","0.7511889338493347","0.7635509967803955","0.7635509967803955","0.7635509967803955"
"238","0.7504442930221558","0.7504442930221558","0.7504442930221558","0.7525786757469177","0.7525786757469177","0.7525786757469177"
"239","0.751723051071167","0.751723051071167","0.751723051071167","0.7639069557189941","0.7639069557189941","0.7639069557189941"
