"Step","transformer-2-(bin) - sig/significance","transformer-2-(bin) - sig/significance__MIN","transformer-2-(bin) - sig/significance__MAX","transformer-2 - sig/significance","transformer-2 - sig/significance__MIN","transformer-2 - sig/significance__MAX"
"236","2.1698930263519287","2.1698930263519287","2.1698930263519287","2.2214250564575195","2.2214250564575195","2.2214250564575195"
"237","2.1701531410217285","2.1701531410217285","2.1701531410217285","2.2353150844573975","2.2353150844573975","2.2353150844573975"
"238","2.1646981239318848","2.1646981239318848","2.1646981239318848","2.2320871353149414","2.2320871353149414","2.2320871353149414"
"239","2.166356086730957","2.166356086730957","2.166356086730957","2.2114152908325195","2.2114152908325195","2.2114152908325195"
"240","2.166539192199707","2.166539192199707","2.166539192199707","2.2229206562042236","2.2229206562042236","2.2229206562042236"
"241","2.160454750061035","2.160454750061035","2.160454750061035","2.213892698287964","2.213892698287964","2.213892698287964"
"242","2.1620826721191406","2.1620826721191406","2.1620826721191406","2.236461639404297","2.236461639404297","2.236461639404297"
"243","2.16090989112854","2.16090989112854","2.16090989112854","2.2265679836273193","2.2265679836273193","2.2265679836273193"
"244","2.1659202575683594","2.1659202575683594","2.1659202575683594","2.2242066860198975","2.2242066860198975","2.2242066860198975"
"245","2.161783218383789","2.161783218383789","2.161783218383789","2.219465970993042","2.219465970993042","2.219465970993042"
"246","2.166834831237793","2.166834831237793","2.166834831237793","2.2196156978607178","2.2196156978607178","2.2196156978607178"
"247","2.15997314453125","2.15997314453125","2.15997314453125","2.221220016479492","2.221220016479492","2.221220016479492"
"248","2.1649346351623535","2.1649346351623535","2.1649346351623535","2.2306556701660156","2.2306556701660156","2.2306556701660156"
"249","2.1620492935180664","2.1620492935180664","2.1620492935180664","2.2318356037139893","2.2318356037139893","2.2318356037139893"
"250","2.1633706092834473","2.1633706092834473","2.1633706092834473","2.219653844833374","2.219653844833374","2.219653844833374"
"251","2.1611170768737793","2.1611170768737793","2.1611170768737793","2.234070062637329","2.234070062637329","2.234070062637329"
"252","2.1667497158050537","2.1667497158050537","2.1667497158050537","2.220916509628296","2.220916509628296","2.220916509628296"
"253","2.16143798828125","2.16143798828125","2.16143798828125","2.241827964782715","2.241827964782715","2.241827964782715"
"254","2.1627514362335205","2.1627514362335205","2.1627514362335205","2.2206270694732666","2.2206270694732666","2.2206270694732666"
"255","2.164245367050171","2.164245367050171","2.164245367050171","2.2141470909118652","2.2141470909118652","2.2141470909118652"
"256","2.1635546684265137","2.1635546684265137","2.1635546684265137","2.222471237182617","2.222471237182617","2.222471237182617"
"257","2.1611485481262207","2.1611485481262207","2.1611485481262207","2.216996192932129","2.216996192932129","2.216996192932129"
"258","2.162135362625122","2.162135362625122","2.162135362625122","2.2228920459747314","2.2228920459747314","2.2228920459747314"
"259","2.1674773693084717","2.1674773693084717","2.1674773693084717","2.2275288105010986","2.2275288105010986","2.2275288105010986"
"260","2.1626594066619873","2.1626594066619873","2.1626594066619873","2.224365234375","2.224365234375","2.224365234375"
"261","2.1669764518737793","2.1669764518737793","2.1669764518737793","2.229114532470703","2.229114532470703","2.229114532470703"
"262","2.1628990173339844","2.1628990173339844","2.1628990173339844","2.240664482116699","2.240664482116699","2.240664482116699"
"263","2.1680185794830322","2.1680185794830322","2.1680185794830322","2.2324819564819336","2.2324819564819336","2.2324819564819336"
"264","2.168365001678467","2.168365001678467","2.168365001678467","2.233574867248535","2.233574867248535","2.233574867248535"
"265","2.169778347015381","2.169778347015381","2.169778347015381","2.23103928565979","2.23103928565979","2.23103928565979"
"266","2.1635921001434326","2.1635921001434326","2.1635921001434326","2.231598377227783","2.231598377227783","2.231598377227783"
"267","2.172844648361206","2.172844648361206","2.172844648361206","2.234327793121338","2.234327793121338","2.234327793121338"
"268","2.1729626655578613","2.1729626655578613","2.1729626655578613","2.223142385482788","2.223142385482788","2.223142385482788"
"269","2.162302017211914","2.162302017211914","2.162302017211914","2.2428019046783447","2.2428019046783447","2.2428019046783447"
"270","2.167633056640625","2.167633056640625","2.167633056640625","2.2373383045196533","2.2373383045196533","2.2373383045196533"
"271","2.1701407432556152","2.1701407432556152","2.1701407432556152","2.2192599773406982","2.2192599773406982","2.2192599773406982"
"272","2.173863649368286","2.173863649368286","2.173863649368286","2.2247824668884277","2.2247824668884277","2.2247824668884277"
"273","2.170379161834717","2.170379161834717","2.170379161834717","2.219705820083618","2.219705820083618","2.219705820083618"
"274","2.166815757751465","2.166815757751465","2.166815757751465","2.2274534702301025","2.2274534702301025","2.2274534702301025"
"275","2.168571710586548","2.168571710586548","2.168571710586548","2.2409141063690186","2.2409141063690186","2.2409141063690186"
"276","2.173377513885498","2.173377513885498","2.173377513885498","2.227731943130493","2.227731943130493","2.227731943130493"
"277","2.175241708755493","2.175241708755493","2.175241708755493","2.232893466949463","2.232893466949463","2.232893466949463"
"278","2.1721982955932617","2.1721982955932617","2.1721982955932617","2.2328014373779297","2.2328014373779297","2.2328014373779297"
"279","2.171940326690674","2.171940326690674","2.171940326690674","2.2239155769348145","2.2239155769348145","2.2239155769348145"
"280","2.1728315353393555","2.1728315353393555","2.1728315353393555","2.2255592346191406","2.2255592346191406","2.2255592346191406"
"281","2.171238422393799","2.171238422393799","2.171238422393799","2.2307119369506836","2.2307119369506836","2.2307119369506836"
"282","2.1753101348876953","2.1753101348876953","2.1753101348876953","2.2226948738098145","2.2226948738098145","2.2226948738098145"
"283","2.1740152835845947","2.1740152835845947","2.1740152835845947","2.2228007316589355","2.2228007316589355","2.2228007316589355"
"284","2.173159122467041","2.173159122467041","2.173159122467041","2.234855890274048","2.234855890274048","2.234855890274048"
"285","2.1765284538269043","2.1765284538269043","2.1765284538269043","2.2219624519348145","2.2219624519348145","2.2219624519348145"
"286","2.1703014373779297","2.1703014373779297","2.1703014373779297","2.231597661972046","2.231597661972046","2.231597661972046"
"287","2.175333023071289","2.175333023071289","2.175333023071289","2.21708083152771","2.21708083152771","2.21708083152771"
"288","2.176600217819214","2.176600217819214","2.176600217819214","2.2290501594543457","2.2290501594543457","2.2290501594543457"
"289","2.173361301422119","2.173361301422119","2.173361301422119","2.235224723815918","2.235224723815918","2.235224723815918"
"290","2.167712926864624","2.167712926864624","2.167712926864624","2.216733455657959","2.216733455657959","2.216733455657959"
"291","2.1680421829223633","2.1680421829223633","2.1680421829223633","2.2257750034332275","2.2257750034332275","2.2257750034332275"
"292","2.1749584674835205","2.1749584674835205","2.1749584674835205","2.223712682723999","2.223712682723999","2.223712682723999"
"293","2.1752774715423584","2.1752774715423584","2.1752774715423584","2.232530117034912","2.232530117034912","2.232530117034912"
"294","2.1700429916381836","2.1700429916381836","2.1700429916381836","2.2248165607452393","2.2248165607452393","2.2248165607452393"
"295","2.170107126235962","2.170107126235962","2.170107126235962","2.2330024242401123","2.2330024242401123","2.2330024242401123"
"296","2.1739799976348877","2.1739799976348877","2.1739799976348877","2.240006685256958","2.240006685256958","2.240006685256958"
"297","2.1736674308776855","2.1736674308776855","2.1736674308776855","2.2352700233459473","2.2352700233459473","2.2352700233459473"
"298","2.1682941913604736","2.1682941913604736","2.1682941913604736","2.2285964488983154","2.2285964488983154","2.2285964488983154"
"299","2.168444871902466","2.168444871902466","2.168444871902466","2.230419635772705","2.230419635772705","2.230419635772705"
"300","2.1686744689941406","2.1686744689941406","2.1686744689941406","2.230273485183716","2.230273485183716","2.230273485183716"
"301","2.1666767597198486","2.1666767597198486","2.1666767597198486","2.2292232513427734","2.2292232513427734","2.2292232513427734"
"302","2.169747829437256","2.169747829437256","2.169747829437256","2.224214553833008","2.224214553833008","2.224214553833008"
"303","2.170722246170044","2.170722246170044","2.170722246170044","2.234135150909424","2.234135150909424","2.234135150909424"
"304","2.1709558963775635","2.1709558963775635","2.1709558963775635","2.229691982269287","2.229691982269287","2.229691982269287"
"305","2.1681246757507324","2.1681246757507324","2.1681246757507324","2.2278647422790527","2.2278647422790527","2.2278647422790527"
"306","2.1699912548065186","2.1699912548065186","2.1699912548065186","2.2218923568725586","2.2218923568725586","2.2218923568725586"
"307","2.1689865589141846","2.1689865589141846","2.1689865589141846","2.2302863597869873","2.2302863597869873","2.2302863597869873"
"308","2.1677205562591553","2.1677205562591553","2.1677205562591553","2.239560842514038","2.239560842514038","2.239560842514038"
"309","2.1723411083221436","2.1723411083221436","2.1723411083221436","2.239311695098877","2.239311695098877","2.239311695098877"
"310","2.172447443008423","2.172447443008423","2.172447443008423","2.228264331817627","2.228264331817627","2.228264331817627"
"311","2.167947769165039","2.167947769165039","2.167947769165039","2.2345292568206787","2.2345292568206787","2.2345292568206787"
"312","2.170448064804077","2.170448064804077","2.170448064804077","2.2308576107025146","2.2308576107025146","2.2308576107025146"
"313","2.170820474624634","2.170820474624634","2.170820474624634","2.23268723487854","2.23268723487854","2.23268723487854"
"314","2.1651952266693115","2.1651952266693115","2.1651952266693115","2.2294464111328125","2.2294464111328125","2.2294464111328125"
"315","2.172041177749634","2.172041177749634","2.172041177749634","2.235628128051758","2.235628128051758","2.235628128051758"
"316","2.167957305908203","2.167957305908203","2.167957305908203","2.2308380603790283","2.2308380603790283","2.2308380603790283"
"317","2.1719629764556885","2.1719629764556885","2.1719629764556885","2.2337403297424316","2.2337403297424316","2.2337403297424316"
"318","2.1677563190460205","2.1677563190460205","2.1677563190460205","2.2428395748138428","2.2428395748138428","2.2428395748138428"
"319","2.169138193130493","2.169138193130493","2.169138193130493","2.2221646308898926","2.2221646308898926","2.2221646308898926"
"320","2.1614999771118164","2.1614999771118164","2.1614999771118164","2.2329866886138916","2.2329866886138916","2.2329866886138916"
"321","2.166717529296875","2.166717529296875","2.166717529296875","2.2341012954711914","2.2341012954711914","2.2341012954711914"
"322","2.1719131469726562","2.1719131469726562","2.1719131469726562","2.231940507888794","2.231940507888794","2.231940507888794"
"323","2.1632375717163086","2.1632375717163086","2.1632375717163086","2.244767904281616","2.244767904281616","2.244767904281616"
"324","2.164602041244507","2.164602041244507","2.164602041244507","2.23968768119812","2.23968768119812","2.23968768119812"
"325","2.168781280517578","2.168781280517578","2.168781280517578","2.229639768600464","2.229639768600464","2.229639768600464"
"326","2.1606321334838867","2.1606321334838867","2.1606321334838867","2.219435691833496","2.219435691833496","2.219435691833496"
"327","2.168879985809326","2.168879985809326","2.168879985809326","2.2192461490631104","2.2192461490631104","2.2192461490631104"
"328","2.164594888687134","2.164594888687134","2.164594888687134","2.2272231578826904","2.2272231578826904","2.2272231578826904"
"329","2.166269063949585","2.166269063949585","2.166269063949585","2.230142593383789","2.230142593383789","2.230142593383789"
"330","2.1664974689483643","2.1664974689483643","2.1664974689483643","2.2389066219329834","2.2389066219329834","2.2389066219329834"
"331","2.1670994758605957","2.1670994758605957","2.1670994758605957","2.215954303741455","2.215954303741455","2.215954303741455"
"332","2.160297393798828","2.160297393798828","2.160297393798828","2.2305796146392822","2.2305796146392822","2.2305796146392822"
"333","2.1665351390838623","2.1665351390838623","2.1665351390838623","2.2263550758361816","2.2263550758361816","2.2263550758361816"
"334","2.1619434356689453","2.1619434356689453","2.1619434356689453","2.2363505363464355","2.2363505363464355","2.2363505363464355"
"335","2.1667513847351074","2.1667513847351074","2.1667513847351074","2.225785970687866","2.225785970687866","2.225785970687866"
"336","2.165764570236206","2.165764570236206","2.165764570236206","2.2255303859710693","2.2255303859710693","2.2255303859710693"
"337","2.1622490882873535","2.1622490882873535","2.1622490882873535","2.2414820194244385","2.2414820194244385","2.2414820194244385"
"338","2.1635046005249023","2.1635046005249023","2.1635046005249023","2.2305819988250732","2.2305819988250732","2.2305819988250732"
"339","2.165344476699829","2.165344476699829","2.165344476699829","2.24265456199646","2.24265456199646","2.24265456199646"
"340","2.168275833129883","2.168275833129883","2.168275833129883","2.2287895679473877","2.2287895679473877","2.2287895679473877"
"341","2.161517381668091","2.161517381668091","2.161517381668091","2.2250006198883057","2.2250006198883057","2.2250006198883057"
"342","2.164825916290283","2.164825916290283","2.164825916290283","2.2287988662719727","2.2287988662719727","2.2287988662719727"
"343","2.161557912826538","2.161557912826538","2.161557912826538","2.230876922607422","2.230876922607422","2.230876922607422"
"344","2.163956880569458","2.163956880569458","2.163956880569458","2.234858751296997","2.234858751296997","2.234858751296997"
"345","2.1619935035705566","2.1619935035705566","2.1619935035705566","2.235846519470215","2.235846519470215","2.235846519470215"
"346","2.168424606323242","2.168424606323242","2.168424606323242","2.2298755645751953","2.2298755645751953","2.2298755645751953"
"347","2.1682629585266113","2.1682629585266113","2.1682629585266113","2.231048107147217","2.231048107147217","2.231048107147217"
"348","2.166626214981079","2.166626214981079","2.166626214981079","2.2213189601898193","2.2213189601898193","2.2213189601898193"
"349","2.1623542308807373","2.1623542308807373","2.1623542308807373","2.2461583614349365","2.2461583614349365","2.2461583614349365"
"350","2.1726179122924805","2.1726179122924805","2.1726179122924805","2.2324836254119873","2.2324836254119873","2.2324836254119873"
"351","2.1686878204345703","2.1686878204345703","2.1686878204345703","2.2327334880828857","2.2327334880828857","2.2327334880828857"
"352","2.1610352993011475","2.1610352993011475","2.1610352993011475","2.2353100776672363","2.2353100776672363","2.2353100776672363"
"353","2.1674022674560547","2.1674022674560547","2.1674022674560547","2.2190310955047607","2.2190310955047607","2.2190310955047607"
"354","2.16357684135437","2.16357684135437","2.16357684135437","2.231053113937378","2.231053113937378","2.231053113937378"
"355","2.1660163402557373","2.1660163402557373","2.1660163402557373","2.2130672931671143","2.2130672931671143","2.2130672931671143"
"356","2.165029764175415","2.165029764175415","2.165029764175415","2.2291371822357178","2.2291371822357178","2.2291371822357178"
"357","2.1616933345794678","2.1616933345794678","2.1616933345794678","2.2264609336853027","2.2264609336853027","2.2264609336853027"
"358","2.1675705909729004","2.1675705909729004","2.1675705909729004","2.230452060699463","2.230452060699463","2.230452060699463"
"359","2.1654977798461914","2.1654977798461914","2.1654977798461914","2.2314095497131348","2.2314095497131348","2.2314095497131348"
"360","2.1648051738739014","2.1648051738739014","2.1648051738739014","2.2356996536254883","2.2356996536254883","2.2356996536254883"
"361","2.170900583267212","2.170900583267212","2.170900583267212","2.2169957160949707","2.2169957160949707","2.2169957160949707"
"362","2.1607580184936523","2.1607580184936523","2.1607580184936523","2.2264480590820312","2.2264480590820312","2.2264480590820312"
"363","2.1614747047424316","2.1614747047424316","2.1614747047424316","2.231600284576416","2.231600284576416","2.231600284576416"
"364","2.1626992225646973","2.1626992225646973","2.1626992225646973","2.2491514682769775","2.2491514682769775","2.2491514682769775"
"365","2.165065050125122","2.165065050125122","2.165065050125122","2.239210844039917","2.239210844039917","2.239210844039917"
"366","2.164630174636841","2.164630174636841","2.164630174636841","2.230354070663452","2.230354070663452","2.230354070663452"
"367","2.1647236347198486","2.1647236347198486","2.1647236347198486","2.2299957275390625","2.2299957275390625","2.2299957275390625"
"368","2.1635124683380127","2.1635124683380127","2.1635124683380127","2.217280149459839","2.217280149459839","2.217280149459839"
"369","2.1711690425872803","2.1711690425872803","2.1711690425872803","2.240438938140869","2.240438938140869","2.240438938140869"
"370","2.164362907409668","2.164362907409668","2.164362907409668","2.2395949363708496","2.2395949363708496","2.2395949363708496"
"371","2.1713180541992188","2.1713180541992188","2.1713180541992188","2.23362135887146","2.23362135887146","2.23362135887146"
"372","2.165032386779785","2.165032386779785","2.165032386779785","2.221757173538208","2.221757173538208","2.221757173538208"
"373","2.1653783321380615","2.1653783321380615","2.1653783321380615","2.2483339309692383","2.2483339309692383","2.2483339309692383"
"374","2.163644790649414","2.163644790649414","2.163644790649414","2.245875835418701","2.245875835418701","2.245875835418701"
"375","2.177410364151001","2.177410364151001","2.177410364151001","2.243415355682373","2.243415355682373","2.243415355682373"
"376","2.1727797985076904","2.1727797985076904","2.1727797985076904","2.226125717163086","2.226125717163086","2.226125717163086"
"377","2.1620678901672363","2.1620678901672363","2.1620678901672363","2.2256100177764893","2.2256100177764893","2.2256100177764893"
"378","2.162691593170166","2.162691593170166","2.162691593170166","2.226017951965332","2.226017951965332","2.226017951965332"
"379","2.1742568016052246","2.1742568016052246","2.1742568016052246","2.23740291595459","2.23740291595459","2.23740291595459"
"380","2.1603593826293945","2.1603593826293945","2.1603593826293945","2.227679491043091","2.227679491043091","2.227679491043091"
"381","2.1603920459747314","2.1603920459747314","2.1603920459747314","2.2111456394195557","2.2111456394195557","2.2111456394195557"
"382","2.17596435546875","2.17596435546875","2.17596435546875","2.2231316566467285","2.2231316566467285","2.2231316566467285"
"383","2.167093515396118","2.167093515396118","2.167093515396118","2.231187582015991","2.231187582015991","2.231187582015991"
"384","2.1639208793640137","2.1639208793640137","2.1639208793640137","2.225400447845459","2.225400447845459","2.225400447845459"
"385","2.1667251586914062","2.1667251586914062","2.1667251586914062","2.2148125171661377","2.2148125171661377","2.2148125171661377"
"386","2.1689772605895996","2.1689772605895996","2.1689772605895996","2.208477020263672","2.208477020263672","2.208477020263672"
"387","2.1762332916259766","2.1762332916259766","2.1762332916259766","2.2424209117889404","2.2424209117889404","2.2424209117889404"
"388","2.1629533767700195","2.1629533767700195","2.1629533767700195","2.2366838455200195","2.2366838455200195","2.2366838455200195"
"389","2.1704490184783936","2.1704490184783936","2.1704490184783936","2.222986936569214","2.222986936569214","2.222986936569214"
"390","2.173980236053467","2.173980236053467","2.173980236053467","2.2399916648864746","2.2399916648864746","2.2399916648864746"
"391","2.1653144359588623","2.1653144359588623","2.1653144359588623","2.2304773330688477","2.2304773330688477","2.2304773330688477"
"392","2.1738152503967285","2.1738152503967285","2.1738152503967285","2.270209312438965","2.270209312438965","2.270209312438965"
"393","2.1628894805908203","2.1628894805908203","2.1628894805908203","2.2236952781677246","2.2236952781677246","2.2236952781677246"
"394","2.1726908683776855","2.1726908683776855","2.1726908683776855","2.220740556716919","2.220740556716919","2.220740556716919"
"395","2.170569896697998","2.170569896697998","2.170569896697998","2.236046075820923","2.236046075820923","2.236046075820923"
"396","2.175381660461426","2.175381660461426","2.175381660461426","2.2496697902679443","2.2496697902679443","2.2496697902679443"
"397","2.163125991821289","2.163125991821289","2.163125991821289","2.2328333854675293","2.2328333854675293","2.2328333854675293"
"398","2.1729519367218018","2.1729519367218018","2.1729519367218018","2.2183010578155518","2.2183010578155518","2.2183010578155518"
"399","2.165118455886841","2.165118455886841","2.165118455886841","2.2347097396850586","2.2347097396850586","2.2347097396850586"
"400","2.1727733612060547","2.1727733612060547","2.1727733612060547","2.2304210662841797","2.2304210662841797","2.2304210662841797"
"401","2.168041229248047","2.168041229248047","2.168041229248047","2.230534315109253","2.230534315109253","2.230534315109253"
"402","2.1770832538604736","2.1770832538604736","2.1770832538604736","2.230689764022827","2.230689764022827","2.230689764022827"
"403","2.1805033683776855","2.1805033683776855","2.1805033683776855","2.255228042602539","2.255228042602539","2.255228042602539"
"404","2.179511308670044","2.179511308670044","2.179511308670044","2.2323665618896484","2.2323665618896484","2.2323665618896484"
"405","2.180307388305664","2.180307388305664","2.180307388305664","2.227112054824829","2.227112054824829","2.227112054824829"
"406","2.178330421447754","2.178330421447754","2.178330421447754","2.225825786590576","2.225825786590576","2.225825786590576"
"407","2.1658027172088623","2.1658027172088623","2.1658027172088623","2.2107439041137695","2.2107439041137695","2.2107439041137695"
"408","2.178964614868164","2.178964614868164","2.178964614868164","2.2168796062469482","2.2168796062469482","2.2168796062469482"
"409","2.1700596809387207","2.1700596809387207","2.1700596809387207","2.214751958847046","2.214751958847046","2.214751958847046"
"410","2.1735875606536865","2.1735875606536865","2.1735875606536865","2.2256696224212646","2.2256696224212646","2.2256696224212646"
"411","2.170548677444458","2.170548677444458","2.170548677444458","2.256680727005005","2.256680727005005","2.256680727005005"
"412","2.170985460281372","2.170985460281372","2.170985460281372","2.2144813537597656","2.2144813537597656","2.2144813537597656"
"413","2.181516170501709","2.181516170501709","2.181516170501709","2.271475315093994","2.271475315093994","2.271475315093994"
"414","2.1729447841644287","2.1729447841644287","2.1729447841644287","2.2255403995513916","2.2255403995513916","2.2255403995513916"
"415","2.1716206073760986","2.1716206073760986","2.1716206073760986","2.223055124282837","2.223055124282837","2.223055124282837"
"416","2.1830804347991943","2.1830804347991943","2.1830804347991943","2.226306915283203","2.226306915283203","2.226306915283203"
"417","2.1759536266326904","2.1759536266326904","2.1759536266326904","2.2207508087158203","2.2207508087158203","2.2207508087158203"
"418","2.173448085784912","2.173448085784912","2.173448085784912","2.250760793685913","2.250760793685913","2.250760793685913"
"419","2.1822478771209717","2.1822478771209717","2.1822478771209717","2.238079309463501","2.238079309463501","2.238079309463501"
"420","2.1762807369232178","2.1762807369232178","2.1762807369232178","2.2239339351654053","2.2239339351654053","2.2239339351654053"
"421","2.17546010017395","2.17546010017395","2.17546010017395","2.251525640487671","2.251525640487671","2.251525640487671"
"422","2.180398941040039","2.180398941040039","2.180398941040039","2.21146821975708","2.21146821975708","2.21146821975708"
"423","2.180527687072754","2.180527687072754","2.180527687072754","2.246112585067749","2.246112585067749","2.246112585067749"
"424","2.1744656562805176","2.1744656562805176","2.1744656562805176","2.214632749557495","2.214632749557495","2.214632749557495"
"425","2.1747729778289795","2.1747729778289795","2.1747729778289795","2.21264910697937","2.21264910697937","2.21264910697937"
"426","2.1753692626953125","2.1753692626953125","2.1753692626953125","2.2273685932159424","2.2273685932159424","2.2273685932159424"
"427","2.179194688796997","2.179194688796997","2.179194688796997","2.2103357315063477","2.2103357315063477","2.2103357315063477"
"428","2.1751184463500977","2.1751184463500977","2.1751184463500977","2.2044363021850586","2.2044363021850586","2.2044363021850586"
"429","2.1843817234039307","2.1843817234039307","2.1843817234039307","2.2243154048919678","2.2243154048919678","2.2243154048919678"
"430","2.1753432750701904","2.1753432750701904","2.1753432750701904","2.2388646602630615","2.2388646602630615","2.2388646602630615"
"431","2.172044277191162","2.172044277191162","2.172044277191162","2.240882635116577","2.240882635116577","2.240882635116577"
"432","2.1814191341400146","2.1814191341400146","2.1814191341400146","2.211442708969116","2.211442708969116","2.211442708969116"
"433","2.1776206493377686","2.1776206493377686","2.1776206493377686","2.2280819416046143","2.2280819416046143","2.2280819416046143"
"434","2.1771128177642822","2.1771128177642822","2.1771128177642822","2.224348783493042","2.224348783493042","2.224348783493042"
"435","2.182934522628784","2.182934522628784","2.182934522628784","2.2095885276794434","2.2095885276794434","2.2095885276794434"
"436","2.186371088027954","2.186371088027954","2.186371088027954","2.23089337348938","2.23089337348938","2.23089337348938"
"437","2.1773390769958496","2.1773390769958496","2.1773390769958496","2.2506260871887207","2.2506260871887207","2.2506260871887207"
"438","2.175394296646118","2.175394296646118","2.175394296646118","2.22676157951355","2.22676157951355","2.22676157951355"
"439","2.176487445831299","2.176487445831299","2.176487445831299","2.233454704284668","2.233454704284668","2.233454704284668"
"440","2.173170804977417","2.173170804977417","2.173170804977417","2.2120578289031982","2.2120578289031982","2.2120578289031982"
"441","2.1760900020599365","2.1760900020599365","2.1760900020599365","2.2098498344421387","2.2098498344421387","2.2098498344421387"
"442","2.174539089202881","2.174539089202881","2.174539089202881","2.2417540550231934","2.2417540550231934","2.2417540550231934"
"443","2.180413007736206","2.180413007736206","2.180413007736206","2.215852737426758","2.215852737426758","2.215852737426758"
"444","2.1781833171844482","2.1781833171844482","2.1781833171844482","2.253080368041992","2.253080368041992","2.253080368041992"
"445","2.1834757328033447","2.1834757328033447","2.1834757328033447","2.220393180847168","2.220393180847168","2.220393180847168"
"446","2.186696767807007","2.186696767807007","2.186696767807007","2.219165802001953","2.219165802001953","2.219165802001953"
"447","2.180450201034546","2.180450201034546","2.180450201034546","2.2486679553985596","2.2486679553985596","2.2486679553985596"
"448","2.179229497909546","2.179229497909546","2.179229497909546","2.2133655548095703","2.2133655548095703","2.2133655548095703"
"449","2.1832292079925537","2.1832292079925537","2.1832292079925537","2.225640058517456","2.225640058517456","2.225640058517456"
"450","2.1815171241760254","2.1815171241760254","2.1815171241760254","2.219618797302246","2.219618797302246","2.219618797302246"
"451","2.179171085357666","2.179171085357666","2.179171085357666","2.243293285369873","2.243293285369873","2.243293285369873"
"452","2.1782140731811523","2.1782140731811523","2.1782140731811523","2.223040819168091","2.223040819168091","2.223040819168091"
"453","2.176936626434326","2.176936626434326","2.176936626434326","2.216549873352051","2.216549873352051","2.216549873352051"
"454","2.1832516193389893","2.1832516193389893","2.1832516193389893","2.2107527256011963","2.2107527256011963","2.2107527256011963"
"455","2.1727585792541504","2.1727585792541504","2.1727585792541504","2.2134640216827393","2.2134640216827393","2.2134640216827393"
"456","2.172072172164917","2.172072172164917","2.172072172164917","2.242229461669922","2.242229461669922","2.242229461669922"
"457","2.1736955642700195","2.1736955642700195","2.1736955642700195","2.210212469100952","2.210212469100952","2.210212469100952"
"458","2.174382448196411","2.174382448196411","2.174382448196411","2.216433048248291","2.216433048248291","2.216433048248291"
"459","2.170623779296875","2.170623779296875","2.170623779296875","2.2452468872070312","2.2452468872070312","2.2452468872070312"
"460","2.1808371543884277","2.1808371543884277","2.1808371543884277","2.2219412326812744","2.2219412326812744","2.2219412326812744"
"461","2.1792166233062744","2.1792166233062744","2.1792166233062744","2.2187392711639404","2.2187392711639404","2.2187392711639404"
"462","2.173353672027588","2.173353672027588","2.173353672027588","2.257199764251709","2.257199764251709","2.257199764251709"
"463","2.1811752319335938","2.1811752319335938","2.1811752319335938","2.222541332244873","2.222541332244873","2.222541332244873"
"464","2.1795434951782227","2.1795434951782227","2.1795434951782227","2.230686902999878","2.230686902999878","2.230686902999878"
"465","2.173576593399048","2.173576593399048","2.173576593399048","2.2291505336761475","2.2291505336761475","2.2291505336761475"
"466","2.177622079849243","2.177622079849243","2.177622079849243","2.2188217639923096","2.2188217639923096","2.2188217639923096"
"467","2.170135974884033","2.170135974884033","2.170135974884033","2.245032787322998","2.245032787322998","2.245032787322998"
"468","2.1723055839538574","2.1723055839538574","2.1723055839538574","2.2205939292907715","2.2205939292907715","2.2205939292907715"
"469","2.178252696990967","2.178252696990967","2.178252696990967","2.2125823497772217","2.2125823497772217","2.2125823497772217"
"470","2.1772944927215576","2.1772944927215576","2.1772944927215576","2.246203660964966","2.246203660964966","2.246203660964966"
"471","2.1715803146362305","2.1715803146362305","2.1715803146362305","2.220128059387207","2.220128059387207","2.220128059387207"
"472","2.171536922454834","2.171536922454834","2.171536922454834","2.2474663257598877","2.2474663257598877","2.2474663257598877"
"473","2.1737544536590576","2.1737544536590576","2.1737544536590576","2.2196462154388428","2.2196462154388428","2.2196462154388428"
"474","2.1805949211120605","2.1805949211120605","2.1805949211120605","2.2523341178894043","2.2523341178894043","2.2523341178894043"
"475","2.170003652572632","2.170003652572632","2.170003652572632","2.227898120880127","2.227898120880127","2.227898120880127"
"476","2.171712636947632","2.171712636947632","2.171712636947632","2.2511308193206787","2.2511308193206787","2.2511308193206787"
"477","2.1775078773498535","2.1775078773498535","2.1775078773498535","2.219991445541382","2.219991445541382","2.219991445541382"
"478","2.182680368423462","2.182680368423462","2.182680368423462","2.25504732131958","2.25504732131958","2.25504732131958"
"479","2.1767935752868652","2.1767935752868652","2.1767935752868652","2.1930625438690186","2.1930625438690186","2.1930625438690186"
"480","2.183151960372925","2.183151960372925","2.183151960372925","2.2129130363464355","2.2129130363464355","2.2129130363464355"
"481","2.1699535846710205","2.1699535846710205","2.1699535846710205","2.2389791011810303","2.2389791011810303","2.2389791011810303"
"482","2.181520462036133","2.181520462036133","2.181520462036133","2.2252068519592285","2.2252068519592285","2.2252068519592285"
"483","2.178410291671753","2.178410291671753","2.178410291671753","2.2417502403259277","2.2417502403259277","2.2417502403259277"
"484","2.177504539489746","2.177504539489746","2.177504539489746","2.2420623302459717","2.2420623302459717","2.2420623302459717"
"485","2.174842119216919","2.174842119216919","2.174842119216919","2.2419586181640625","2.2419586181640625","2.2419586181640625"
"486","2.1747686862945557","2.1747686862945557","2.1747686862945557","2.2655160427093506","2.2655160427093506","2.2655160427093506"
