"Step","transformer-2-(bin) - val/f1","transformer-2-(bin) - val/f1__MIN","transformer-2-(bin) - val/f1__MAX","transformer-2 - val/f1","transformer-2 - val/f1__MIN","transformer-2 - val/f1__MAX"
"42","0.4822995960712433","0.4822995960712433","0.4822995960712433","0.5497679710388184","0.5497679710388184","0.5497679710388184"
"43","0.4977627396583557","0.4977627396583557","0.4977627396583557","0.56418776512146","0.56418776512146","0.56418776512146"
"44","0.5049548745155334","0.5049548745155334","0.5049548745155334","0.5628554821014404","0.5628554821014404","0.5628554821014404"
"45","0.5012169480323792","0.5012169480323792","0.5012169480323792","0.5627798438072205","0.5627798438072205","0.5627798438072205"
"46","0.5038102865219116","0.5038102865219116","0.5038102865219116","0.561370313167572","0.561370313167572","0.561370313167572"
"47","0.5075880885124207","0.5075880885124207","0.5075880885124207","0.5616945624351501","0.5616945624351501","0.5616945624351501"
"48","0.5134084224700928","0.5134084224700928","0.5134084224700928","0.5668655037879944","0.5668655037879944","0.5668655037879944"
"49","0.5156021118164062","0.5156021118164062","0.5156021118164062","0.5633665919303894","0.5633665919303894","0.5633665919303894"
"50","0.5209576487541199","0.5209576487541199","0.5209576487541199","0.5669958591461182","0.5669958591461182","0.5669958591461182"
"51","0.5130162239074707","0.5130162239074707","0.5130162239074707","0.5698429346084595","0.5698429346084595","0.5698429346084595"
"52","0.5205932259559631","0.5205932259559631","0.5205932259559631","0.5580676794052124","0.5580676794052124","0.5580676794052124"
"53","0.5233682990074158","0.5233682990074158","0.5233682990074158","0.5697066783905029","0.5697066783905029","0.5697066783905029"
"54","0.5349140167236328","0.5349140167236328","0.5349140167236328","0.5702531933784485","0.5702531933784485","0.5702531933784485"
"55","0.5352417230606079","0.5352417230606079","0.5352417230606079","0.5716115236282349","0.5716115236282349","0.5716115236282349"
"56","0.5220450162887573","0.5220450162887573","0.5220450162887573","0.5693511366844177","0.5693511366844177","0.5693511366844177"
"57","0.5220931768417358","0.5220931768417358","0.5220931768417358","0.5727245211601257","0.5727245211601257","0.5727245211601257"
"58","0.5317478775978088","0.5317478775978088","0.5317478775978088","0.5695158839225769","0.5695158839225769","0.5695158839225769"
"59","0.5305453538894653","0.5305453538894653","0.5305453538894653","0.5780972838401794","0.5780972838401794","0.5780972838401794"
"60","0.5356180667877197","0.5356180667877197","0.5356180667877197","0.5723615288734436","0.5723615288734436","0.5723615288734436"
"61","0.5465839505195618","0.5465839505195618","0.5465839505195618","0.5731716752052307","0.5731716752052307","0.5731716752052307"
"62","0.5449833273887634","0.5449833273887634","0.5449833273887634","0.5691465735435486","0.5691465735435486","0.5691465735435486"
"63","0.546474039554596","0.546474039554596","0.546474039554596","0.5616598725318909","0.5616598725318909","0.5616598725318909"
"64","0.5497868657112122","0.5497868657112122","0.5497868657112122","0.5755643248558044","0.5755643248558044","0.5755643248558044"
"65","0.5384616851806641","0.5384616851806641","0.5384616851806641","0.5666128993034363","0.5666128993034363","0.5666128993034363"
"66","0.5345582962036133","0.5345582962036133","0.5345582962036133","0.5583311319351196","0.5583311319351196","0.5583311319351196"
"67","0.5444287657737732","0.5444287657737732","0.5444287657737732","0.5781712532043457","0.5781712532043457","0.5781712532043457"
"68","0.5516985058784485","0.5516985058784485","0.5516985058784485","0.5588325262069702","0.5588325262069702","0.5588325262069702"
"69","0.5381394028663635","0.5381394028663635","0.5381394028663635","0.5557214021682739","0.5557214021682739","0.5557214021682739"
"70","0.5514082908630371","0.5514082908630371","0.5514082908630371","0.5598300695419312","0.5598300695419312","0.5598300695419312"
"71","0.5334843397140503","0.5334843397140503","0.5334843397140503","0.5697535872459412","0.5697535872459412","0.5697535872459412"
"72","0.5381953716278076","0.5381953716278076","0.5381953716278076","0.5593181252479553","0.5593181252479553","0.5593181252479553"
"73","0.546934962272644","0.546934962272644","0.546934962272644","0.5623539090156555","0.5623539090156555","0.5623539090156555"
"74","0.5464893579483032","0.5464893579483032","0.5464893579483032","0.5659834742546082","0.5659834742546082","0.5659834742546082"
"75","0.5460094213485718","0.5460094213485718","0.5460094213485718","0.5656964778900146","0.5656964778900146","0.5656964778900146"
"76","0.5517791509628296","0.5517791509628296","0.5517791509628296","0.5580471158027649","0.5580471158027649","0.5580471158027649"
"77","0.5393173098564148","0.5393173098564148","0.5393173098564148","0.5600302815437317","0.5600302815437317","0.5600302815437317"
"78","0.5395562052726746","0.5395562052726746","0.5395562052726746","0.5654810070991516","0.5654810070991516","0.5654810070991516"
"79","0.5443910360336304","0.5443910360336304","0.5443910360336304","0.560706615447998","0.560706615447998","0.560706615447998"
"80","0.546635091304779","0.546635091304779","0.546635091304779","0.5617190003395081","0.5617190003395081","0.5617190003395081"
"81","0.547778308391571","0.547778308391571","0.547778308391571","0.5667068958282471","0.5667068958282471","0.5667068958282471"
"82","0.5389809012413025","0.5389809012413025","0.5389809012413025","0.5617631673812866","0.5617631673812866","0.5617631673812866"
"83","0.5355038046836853","0.5355038046836853","0.5355038046836853","0.5655065178871155","0.5655065178871155","0.5655065178871155"
"84","0.5409606695175171","0.5409606695175171","0.5409606695175171","0.564760684967041","0.564760684967041","0.564760684967041"
"85","0.5437911748886108","0.5437911748886108","0.5437911748886108","0.5607568025588989","0.5607568025588989","0.5607568025588989"
"86","0.5449647307395935","0.5449647307395935","0.5449647307395935","0.5632731318473816","0.5632731318473816","0.5632731318473816"
"87","0.5398002862930298","0.5398002862930298","0.5398002862930298","0.5725138783454895","0.5725138783454895","0.5725138783454895"
"88","0.536464273929596","0.536464273929596","0.536464273929596","0.5683971643447876","0.5683971643447876","0.5683971643447876"
"89","0.5384861826896667","0.5384861826896667","0.5384861826896667","0.5705884695053101","0.5705884695053101","0.5705884695053101"
"90","0.5446441769599915","0.5446441769599915","0.5446441769599915","0.5707914233207703","0.5707914233207703","0.5707914233207703"
"91","0.5383898615837097","0.5383898615837097","0.5383898615837097","0.5710557103157043","0.5710557103157043","0.5710557103157043"
"92","0.5520739555358887","0.5520739555358887","0.5520739555358887","0.5719921588897705","0.5719921588897705","0.5719921588897705"
"93","0.5503695607185364","0.5503695607185364","0.5503695607185364","0.5757386684417725","0.5757386684417725","0.5757386684417725"
"94","0.5367283225059509","0.5367283225059509","0.5367283225059509","0.5728947520256042","0.5728947520256042","0.5728947520256042"
"95","0.5369820594787598","0.5369820594787598","0.5369820594787598","0.57303386926651","0.57303386926651","0.57303386926651"
"96","0.5428169965744019","0.5428169965744019","0.5428169965744019","0.5699026584625244","0.5699026584625244","0.5699026584625244"
"97","0.5448288917541504","0.5448288917541504","0.5448288917541504","0.5769663453102112","0.5769663453102112","0.5769663453102112"
"98","0.5419670939445496","0.5419670939445496","0.5419670939445496","0.5704116821289062","0.5704116821289062","0.5704116821289062"
"99","0.5435095429420471","0.5435095429420471","0.5435095429420471","0.5728794932365417","0.5728794932365417","0.5728794932365417"
"100","0.5478824973106384","0.5478824973106384","0.5478824973106384","0.5787109136581421","0.5787109136581421","0.5787109136581421"
"101","0.5347530245780945","0.5347530245780945","0.5347530245780945","0.5802639722824097","0.5802639722824097","0.5802639722824097"
"102","0.5381582975387573","0.5381582975387573","0.5381582975387573","0.5805023908615112","0.5805023908615112","0.5805023908615112"
"103","0.5429887175559998","0.5429887175559998","0.5429887175559998","0.5775932669639587","0.5775932669639587","0.5775932669639587"
"104","0.5441982746124268","0.5441982746124268","0.5441982746124268","0.5744728446006775","0.5744728446006775","0.5744728446006775"
"105","0.536901593208313","0.536901593208313","0.536901593208313","0.5820271968841553","0.5820271968841553","0.5820271968841553"
"106","0.5390642285346985","0.5390642285346985","0.5390642285346985","0.5785998702049255","0.5785998702049255","0.5785998702049255"
"107","0.5351781249046326","0.5351781249046326","0.5351781249046326","0.5753380656242371","0.5753380656242371","0.5753380656242371"
"108","0.5392827391624451","0.5392827391624451","0.5392827391624451","0.5801319479942322","0.5801319479942322","0.5801319479942322"
"109","0.5384831428527832","0.5384831428527832","0.5384831428527832","0.5815702080726624","0.5815702080726624","0.5815702080726624"
"110","0.5443031191825867","0.5443031191825867","0.5443031191825867","0.5780220627784729","0.5780220627784729","0.5780220627784729"
"111","0.5454913973808289","0.5454913973808289","0.5454913973808289","0.5845735669136047","0.5845735669136047","0.5845735669136047"
"112","0.5447343587875366","0.5447343587875366","0.5447343587875366","0.5789875388145447","0.5789875388145447","0.5789875388145447"
"113","0.540178656578064","0.540178656578064","0.540178656578064","0.5847459435462952","0.5847459435462952","0.5847459435462952"
"114","0.5402728915214539","0.5402728915214539","0.5402728915214539","0.5656553506851196","0.5656553506851196","0.5656553506851196"
"115","0.5454017519950867","0.5454017519950867","0.5454017519950867","0.5622557401657104","0.5622557401657104","0.5622557401657104"
"116","0.5361524224281311","0.5361524224281311","0.5361524224281311","0.5856886506080627","0.5856886506080627","0.5856886506080627"
"117","0.5418877601623535","0.5418877601623535","0.5418877601623535","0.5780394673347473","0.5780394673347473","0.5780394673347473"
"118","0.5435359477996826","0.5435359477996826","0.5435359477996826","0.5703108906745911","0.5703108906745911","0.5703108906745911"
"119","0.5502595901489258","0.5502595901489258","0.5502595901489258","0.5819657444953918","0.5819657444953918","0.5819657444953918"
"120","0.539844274520874","0.539844274520874","0.539844274520874","0.5648370981216431","0.5648370981216431","0.5648370981216431"
"121","0.5487902760505676","0.5487902760505676","0.5487902760505676","0.570774257183075","0.570774257183075","0.570774257183075"
"122","0.5431793928146362","0.5431793928146362","0.5431793928146362","0.5848349928855896","0.5848349928855896","0.5848349928855896"
"123","0.5328805446624756","0.5328805446624756","0.5328805446624756","0.582818865776062","0.582818865776062","0.582818865776062"
"124","0.5414580702781677","0.5414580702781677","0.5414580702781677","0.5693493485450745","0.5693493485450745","0.5693493485450745"
"125","0.5380316376686096","0.5380316376686096","0.5380316376686096","0.5698264837265015","0.5698264837265015","0.5698264837265015"
"126","0.5474810600280762","0.5474810600280762","0.5474810600280762","0.586063027381897","0.586063027381897","0.586063027381897"
"127","0.5336684584617615","0.5336684584617615","0.5336684584617615","0.5706276297569275","0.5706276297569275","0.5706276297569275"
"128","0.5350845456123352","0.5350845456123352","0.5350845456123352","0.5731000304222107","0.5731000304222107","0.5731000304222107"
"129","0.542653501033783","0.542653501033783","0.542653501033783","0.5737946629524231","0.5737946629524231","0.5737946629524231"
"130","0.5466300249099731","0.5466300249099731","0.5466300249099731","0.573854923248291","0.573854923248291","0.573854923248291"
"131","0.5481312870979309","0.5481312870979309","0.5481312870979309","0.5723453760147095","0.5723453760147095","0.5723453760147095"
"132","0.5463429093360901","0.5463429093360901","0.5463429093360901","0.585745632648468","0.585745632648468","0.585745632648468"
"133","0.5518656373023987","0.5518656373023987","0.5518656373023987","0.5732341408729553","0.5732341408729553","0.5732341408729553"
"134","0.5365208387374878","0.5365208387374878","0.5365208387374878","0.5694177746772766","0.5694177746772766","0.5694177746772766"
"135","0.5433337092399597","0.5433337092399597","0.5433337092399597","0.5773370862007141","0.5773370862007141","0.5773370862007141"
"136","0.5417747497558594","0.5417747497558594","0.5417747497558594","0.567114531993866","0.567114531993866","0.567114531993866"
"137","0.5455072522163391","0.5455072522163391","0.5455072522163391","0.5737746953964233","0.5737746953964233","0.5737746953964233"
"138","0.5545257925987244","0.5545257925987244","0.5545257925987244","0.5738819241523743","0.5738819241523743","0.5738819241523743"
"139","0.5633847713470459","0.5633847713470459","0.5633847713470459","0.5721226930618286","0.5721226930618286","0.5721226930618286"
"140","0.5480114221572876","0.5480114221572876","0.5480114221572876","0.5750297904014587","0.5750297904014587","0.5750297904014587"
"141","0.5528885126113892","0.5528885126113892","0.5528885126113892","0.5726203918457031","0.5726203918457031","0.5726203918457031"
"142","0.5628530979156494","0.5628530979156494","0.5628530979156494","0.569711446762085","0.569711446762085","0.569711446762085"
"143","0.5601375102996826","0.5601375102996826","0.5601375102996826","0.5873200297355652","0.5873200297355652","0.5873200297355652"
"144","0.5499425530433655","0.5499425530433655","0.5499425530433655","0.5718485713005066","0.5718485713005066","0.5718485713005066"
"145","0.551573634147644","0.551573634147644","0.551573634147644","0.5702805519104004","0.5702805519104004","0.5702805519104004"
"146","0.568085253238678","0.568085253238678","0.568085253238678","0.5727433562278748","0.5727433562278748","0.5727433562278748"
"147","0.5572016835212708","0.5572016835212708","0.5572016835212708","0.5687721371650696","0.5687721371650696","0.5687721371650696"
"148","0.557712197303772","0.557712197303772","0.557712197303772","0.5898051857948303","0.5898051857948303","0.5898051857948303"
"149","0.5552797317504883","0.5552797317504883","0.5552797317504883","0.5723841190338135","0.5723841190338135","0.5723841190338135"
"150","0.553702175617218","0.553702175617218","0.553702175617218","0.5708310604095459","0.5708310604095459","0.5708310604095459"
"151","0.5530059337615967","0.5530059337615967","0.5530059337615967","0.5701903104782104","0.5701903104782104","0.5701903104782104"
"152","0.5529442429542542","0.5529442429542542","0.5529442429542542","0.5738147497177124","0.5738147497177124","0.5738147497177124"
"153","0.5524199604988098","0.5524199604988098","0.5524199604988098","0.5723921656608582","0.5723921656608582","0.5723921656608582"
"154","0.5544296503067017","0.5544296503067017","0.5544296503067017","0.5881380438804626","0.5881380438804626","0.5881380438804626"
"155","0.5529716610908508","0.5529716610908508","0.5529716610908508","0.5739388465881348","0.5739388465881348","0.5739388465881348"
"156","0.5653675198554993","0.5653675198554993","0.5653675198554993","0.5864951610565186","0.5864951610565186","0.5864951610565186"
"157","0.5582535266876221","0.5582535266876221","0.5582535266876221","0.5724629759788513","0.5724629759788513","0.5724629759788513"
"158","0.5604766607284546","0.5604766607284546","0.5604766607284546","0.5828557014465332","0.5828557014465332","0.5828557014465332"
"159","0.5619669556617737","0.5619669556617737","0.5619669556617737","0.5891802906990051","0.5891802906990051","0.5891802906990051"
"160","0.5655592083930969","0.5655592083930969","0.5655592083930969","0.5829477906227112","0.5829477906227112","0.5829477906227112"
"161","0.5634120106697083","0.5634120106697083","0.5634120106697083","0.5857287645339966","0.5857287645339966","0.5857287645339966"
"162","0.5554378032684326","0.5554378032684326","0.5554378032684326","0.5675894618034363","0.5675894618034363","0.5675894618034363"
"163","0.5581974387168884","0.5581974387168884","0.5581974387168884","0.5867208242416382","0.5867208242416382","0.5867208242416382"
"164","0.5633929967880249","0.5633929967880249","0.5633929967880249","0.5725007653236389","0.5725007653236389","0.5725007653236389"
"165","0.5656784176826477","0.5656784176826477","0.5656784176826477","0.5817508697509766","0.5817508697509766","0.5817508697509766"
"166","0.5629317760467529","0.5629317760467529","0.5629317760467529","0.5778054594993591","0.5778054594993591","0.5778054594993591"
"167","0.5612505674362183","0.5612505674362183","0.5612505674362183","0.5744870901107788","0.5744870901107788","0.5744870901107788"
"168","0.5620051622390747","0.5620051622390747","0.5620051622390747","0.588740348815918","0.588740348815918","0.588740348815918"
"169","0.5623608231544495","0.5623608231544495","0.5623608231544495","0.5857300162315369","0.5857300162315369","0.5857300162315369"
"170","0.5619257688522339","0.5619257688522339","0.5619257688522339","0.5749533176422119","0.5749533176422119","0.5749533176422119"
"171","0.5617955923080444","0.5617955923080444","0.5617955923080444","0.576468825340271","0.576468825340271","0.576468825340271"
"172","0.5646089911460876","0.5646089911460876","0.5646089911460876","0.5751408934593201","0.5751408934593201","0.5751408934593201"
"173","0.5635645985603333","0.5635645985603333","0.5635645985603333","0.5662655830383301","0.5662655830383301","0.5662655830383301"
"174","0.5629444718360901","0.5629444718360901","0.5629444718360901","0.5850868225097656","0.5850868225097656","0.5850868225097656"
"175","0.5642502903938293","0.5642502903938293","0.5642502903938293","0.572529673576355","0.572529673576355","0.572529673576355"
"176","0.5696675777435303","0.5696675777435303","0.5696675777435303","0.5857839584350586","0.5857839584350586","0.5857839584350586"
"177","0.5689334273338318","0.5689334273338318","0.5689334273338318","0.5738347172737122","0.5738347172737122","0.5738347172737122"
"178","0.5697275400161743","0.5697275400161743","0.5697275400161743","0.5855318307876587","0.5855318307876587","0.5855318307876587"
"179","0.5686326026916504","0.5686326026916504","0.5686326026916504","0.5750634074211121","0.5750634074211121","0.5750634074211121"
"180","0.5649710297584534","0.5649710297584534","0.5649710297584534","0.5868907570838928","0.5868907570838928","0.5868907570838928"
"181","0.5696508884429932","0.5696508884429932","0.5696508884429932","0.5870057940483093","0.5870057940483093","0.5870057940483093"
"182","0.563905656337738","0.563905656337738","0.563905656337738","0.5843738317489624","0.5843738317489624","0.5843738317489624"
"183","0.5657978057861328","0.5657978057861328","0.5657978057861328","0.5891230702400208","0.5891230702400208","0.5891230702400208"
"184","0.5655162334442139","0.5655162334442139","0.5655162334442139","0.5684972405433655","0.5684972405433655","0.5684972405433655"
"185","0.5717808604240417","0.5717808604240417","0.5717808604240417","0.5861063003540039","0.5861063003540039","0.5861063003540039"
"186","0.5689063668251038","0.5689063668251038","0.5689063668251038","0.5725646615028381","0.5725646615028381","0.5725646615028381"
"187","0.5740755796432495","0.5740755796432495","0.5740755796432495","0.5891848802566528","0.5891848802566528","0.5891848802566528"
"188","0.5723093748092651","0.5723093748092651","0.5723093748092651","0.5874955654144287","0.5874955654144287","0.5874955654144287"
"189","0.5752195119857788","0.5752195119857788","0.5752195119857788","0.5874379277229309","0.5874379277229309","0.5874379277229309"
"190","0.5678950548171997","0.5678950548171997","0.5678950548171997","0.5887250304222107","0.5887250304222107","0.5887250304222107"
"191","0.5703525543212891","0.5703525543212891","0.5703525543212891","0.5738329887390137","0.5738329887390137","0.5738329887390137"
"192","0.5768432021141052","0.5768432021141052","0.5768432021141052","0.5766873359680176","0.5766873359680176","0.5766873359680176"
"193","0.5689436793327332","0.5689436793327332","0.5689436793327332","0.5904809832572937","0.5904809832572937","0.5904809832572937"
"194","0.5647305250167847","0.5647305250167847","0.5647305250167847","0.5702372789382935","0.5702372789382935","0.5702372789382935"
"195","0.573940098285675","0.573940098285675","0.573940098285675","0.5870023369789124","0.5870023369789124","0.5870023369789124"
"196","0.5691211819648743","0.5691211819648743","0.5691211819648743","0.5879698395729065","0.5879698395729065","0.5879698395729065"
"197","0.5709776282310486","0.5709776282310486","0.5709776282310486","0.5745461583137512","0.5745461583137512","0.5745461583137512"
"198","0.5686179995536804","0.5686179995536804","0.5686179995536804","0.5878482460975647","0.5878482460975647","0.5878482460975647"
"199","0.5754504203796387","0.5754504203796387","0.5754504203796387","0.587578535079956","0.587578535079956","0.587578535079956"
"200","0.5715100765228271","0.5715100765228271","0.5715100765228271","0.575446367263794","0.575446367263794","0.575446367263794"
"201","0.5734323263168335","0.5734323263168335","0.5734323263168335","0.5742531418800354","0.5742531418800354","0.5742531418800354"
"202","0.5788813233375549","0.5788813233375549","0.5788813233375549","0.5870566368103027","0.5870566368103027","0.5870566368103027"
"203","0.5776386260986328","0.5776386260986328","0.5776386260986328","0.5839887857437134","0.5839887857437134","0.5839887857437134"
"204","0.5795053839683533","0.5795053839683533","0.5795053839683533","0.5860248804092407","0.5860248804092407","0.5860248804092407"
"205","0.5765989422798157","0.5765989422798157","0.5765989422798157","0.5955577492713928","0.5955577492713928","0.5955577492713928"
"206","0.5769098401069641","0.5769098401069641","0.5769098401069641","0.5851166248321533","0.5851166248321533","0.5851166248321533"
"207","0.5777616500854492","0.5777616500854492","0.5777616500854492","0.5929812788963318","0.5929812788963318","0.5929812788963318"
"208","0.5711945295333862","0.5711945295333862","0.5711945295333862","0.5990719199180603","0.5990719199180603","0.5990719199180603"
"209","0.5781773328781128","0.5781773328781128","0.5781773328781128","0.5836919546127319","0.5836919546127319","0.5836919546127319"
"210","0.5781285166740417","0.5781285166740417","0.5781285166740417","0.590996265411377","0.590996265411377","0.590996265411377"
"211","0.576744019985199","0.576744019985199","0.576744019985199","0.5854920148849487","0.5854920148849487","0.5854920148849487"
"212","0.5791113972663879","0.5791113972663879","0.5791113972663879","0.587520182132721","0.587520182132721","0.587520182132721"
"213","0.5806789398193359","0.5806789398193359","0.5806789398193359","0.5936818718910217","0.5936818718910217","0.5936818718910217"
"214","0.579853355884552","0.579853355884552","0.579853355884552","0.5741387605667114","0.5741387605667114","0.5741387605667114"
"215","0.5734428763389587","0.5734428763389587","0.5734428763389587","0.5860918760299683","0.5860918760299683","0.5860918760299683"
"216","0.5700870752334595","0.5700870752334595","0.5700870752334595","0.579338550567627","0.579338550567627","0.579338550567627"
"217","0.5774716138839722","0.5774716138839722","0.5774716138839722","0.576852560043335","0.576852560043335","0.576852560043335"
"218","0.5802549123764038","0.5802549123764038","0.5802549123764038","0.5922307372093201","0.5922307372093201","0.5922307372093201"
"219","0.5807258486747742","0.5807258486747742","0.5807258486747742","0.5852298736572266","0.5852298736572266","0.5852298736572266"
"220","0.5820367336273193","0.5820367336273193","0.5820367336273193","0.5922194719314575","0.5922194719314575","0.5922194719314575"
"221","0.581288754940033","0.581288754940033","0.581288754940033","0.5914868116378784","0.5914868116378784","0.5914868116378784"
"222","0.579140305519104","0.579140305519104","0.579140305519104","0.575851321220398","0.575851321220398","0.575851321220398"
"223","0.5755800604820251","0.5755800604820251","0.5755800604820251","0.586333692073822","0.586333692073822","0.586333692073822"
"224","0.5773243308067322","0.5773243308067322","0.5773243308067322","0.5877225399017334","0.5877225399017334","0.5877225399017334"
"225","0.5801627039909363","0.5801627039909363","0.5801627039909363","0.5731305480003357","0.5731305480003357","0.5731305480003357"
"226","0.5806287527084351","0.5806287527084351","0.5806287527084351","0.5897517800331116","0.5897517800331116","0.5897517800331116"
"227","0.5806199908256531","0.5806199908256531","0.5806199908256531","0.5913817882537842","0.5913817882537842","0.5913817882537842"
"228","0.5789608359336853","0.5789608359336853","0.5789608359336853","0.5929479002952576","0.5929479002952576","0.5929479002952576"
"229","0.581824779510498","0.581824779510498","0.581824779510498","0.5773633718490601","0.5773633718490601","0.5773633718490601"
"230","0.5821384191513062","0.5821384191513062","0.5821384191513062","0.5933117270469666","0.5933117270469666","0.5933117270469666"
"231","0.5807397365570068","0.5807397365570068","0.5807397365570068","0.5752497911453247","0.5752497911453247","0.5752497911453247"
"232","0.5809749960899353","0.5809749960899353","0.5809749960899353","0.5919203758239746","0.5919203758239746","0.5919203758239746"
"233","0.5830429792404175","0.5830429792404175","0.5830429792404175","0.5752431750297546","0.5752431750297546","0.5752431750297546"
"234","0.5841941833496094","0.5841941833496094","0.5841941833496094","0.597187340259552","0.597187340259552","0.597187340259552"
"235","0.581190824508667","0.581190824508667","0.581190824508667","0.5792356729507446","0.5792356729507446","0.5792356729507446"
"236","0.5822833180427551","0.5822833180427551","0.5822833180427551","0.5947377681732178","0.5947377681732178","0.5947377681732178"
"237","0.58287113904953","0.58287113904953","0.58287113904953","0.5936890840530396","0.5936890840530396","0.5936890840530396"
"238","0.5822905898094177","0.5822905898094177","0.5822905898094177","0.5830978155136108","0.5830978155136108","0.5830978155136108"
"239","0.5812283158302307","0.5812283158302307","0.5812283158302307","0.5874861478805542","0.5874861478805542","0.5874861478805542"
"240","0.5837445259094238","0.5837445259094238","0.5837445259094238","0.5827393531799316","0.5827393531799316","0.5827393531799316"
