"Step","transformer-2-100-data-5000-batch - val/auc_w/ttH","transformer-2-100-data-5000-batch - val/auc_w/ttH__MIN","transformer-2-100-data-5000-batch - val/auc_w/ttH__MAX","transformer-2-50-data - val/auc_w/ttH","transformer-2-50-data - val/auc_w/ttH__MIN","transformer-2-50-data - val/auc_w/ttH__MAX","transformer-2-10-data - val/auc_w/ttH","transformer-2-10-data - val/auc_w/ttH__MIN","transformer-2-10-data - val/auc_w/ttH__MAX","transformer-2-5-data - val/auc_w/ttH","transformer-2-5-data - val/auc_w/ttH__MIN","transformer-2-5-data - val/auc_w/ttH__MAX","transformer-2 - val/auc_w/ttH","transformer-2 - val/auc_w/ttH__MIN","transformer-2 - val/auc_w/ttH__MAX"
"11","0.7957274572393658","0.7957274572393658","0.7957274572393658","0.8035771278890399","0.8035771278890399","0.8035771278890399","0.7767503079576243","0.7767503079576243","0.7767503079576243","0.767249644569535","0.767249644569535","0.767249644569535","0.6470546329947215","0.6470546329947215","0.6470546329947215"
"12","0.8067164858542746","0.8067164858542746","0.8067164858542746","0.8004285689398299","0.8004285689398299","0.8004285689398299","0.7763988843509734","0.7763988843509734","0.7763988843509734","0.7774229199386452","0.7774229199386452","0.7774229199386452","0.6618894014467829","0.6618894014467829","0.6618894014467829"
"13","0.8037220417750406","0.8037220417750406","0.8037220417750406","0.800488847724492","0.800488847724492","0.800488847724492","0.7843905253729684","0.7843905253729684","0.7843905253729684","0.7742991436588025","0.7742991436588025","0.7742991436588025","0.6844835598233344","0.6844835598233344","0.6844835598233344"
"14","0.8048391655479565","0.8048391655479565","0.8048391655479565","0.794157470377898","0.794157470377898","0.794157470377898","0.7795608836210637","0.7795608836210637","0.7795608836210637","0.7694867526014884","0.7694867526014884","0.7694867526014884","0.6935514616435821","0.6935514616435821","0.6935514616435821"
"15","0.8057653373248848","0.8057653373248848","0.8057653373248848","0.8043116642174268","0.8043116642174268","0.8043116642174268","0.7841983456676763","0.7841983456676763","0.7841983456676763","0.7548439974461174","0.7548439974461174","0.7548439974461174","0.7037845155235104","0.7037845155235104","0.7037845155235104"
"16","0.8130463587396588","0.8130463587396588","0.8130463587396588","0.8113180701178888","0.8113180701178888","0.8113180701178888","0.7918989038417727","0.7918989038417727","0.7918989038417727","0.774539016004496","0.774539016004496","0.774539016004496","0.7136936794636819","0.7136936794636819","0.7136936794636819"
"17","0.8100751451988808","0.8100751451988808","0.8100751451988808","0.8081638173025907","0.8081638173025907","0.8081638173025907","0.783359110176376","0.783359110176376","0.783359110176376","0.7662822207085371","0.7662822207085371","0.7662822207085371","0.7063208676525645","0.7063208676525645","0.7063208676525645"
"18","0.8119454364282275","0.8119454364282275","0.8119454364282275","0.8070908047086978","0.8070908047086978","0.8070908047086978","0.786944976234159","0.786944976234159","0.786944976234159","0.7853958294498286","0.7853958294498286","0.7853958294498286","0.7320841013619783","0.7320841013619783","0.7320841013619783"
"19","0.8146253209594183","0.8146253209594183","0.8146253209594183","0.8128795428543795","0.8128795428543795","0.8128795428543795","0.786590602532989","0.786590602532989","0.786590602532989","0.7797340303622247","0.7797340303622247","0.7797340303622247","0.7264466490847655","0.7264466490847655","0.7264466490847655"
"20","0.8133794490773754","0.8133794490773754","0.8133794490773754","0.8104778010232669","0.8104778010232669","0.8104778010232669","0.7857012297696082","0.7857012297696082","0.7857012297696082","0.7601070505286126","0.7601070505286126","0.7601070505286126","0.7357936354694766","0.7357936354694766","0.7357936354694766"
"21","0.8178206034209853","0.8178206034209853","0.8178206034209853","0.8078317503765476","0.8078317503765476","0.8078317503765476","0.7873416507218051","0.7873416507218051","0.7873416507218051","0.7828660549020786","0.7828660549020786","0.7828660549020786","0.7488543845889243","0.7488543845889243","0.7488543845889243"
"22","0.8133967642248803","0.8133967642248803","0.8133967642248803","0.8130324161142735","0.8130324161142735","0.8130324161142735","0.7904960863879626","0.7904960863879626","0.7904960863879626","0.7693367106555433","0.7693367106555433","0.7693367106555433","0.7455423746549169","0.7455423746549169","0.7455423746549169"
"23","0.818443173522012","0.818443173522012","0.818443173522012","0.813042255119747","0.813042255119747","0.813042255119747","0.7811762559834018","0.7811762559834018","0.7811762559834018","0.768830806041861","0.768830806041861","0.768830806041861","0.7404206777202642","0.7404206777202642","0.7404206777202642"
"24","0.8188356121242538","0.8188356121242538","0.8188356121242538","0.8101188556569994","0.8101188556569994","0.8101188556569994","0.7923936808351445","0.7923936808351445","0.7923936808351445","0.773130503473147","0.773130503473147","0.773130503473147","0.750247550820661","0.750247550820661","0.750247550820661"
"25","0.8147310461680228","0.8147310461680228","0.8147310461680228","0.8065008474842066","0.8065008474842066","0.8065008474842066","0.7858455728568329","0.7858455728568329","0.7858455728568329","0.7711834632454434","0.7711834632454434","0.7711834632454434","0.742289594942627","0.742289594942627","0.742289594942627"
"26","0.8162233506039376","0.8162233506039376","0.8162233506039376","0.8140967810466796","0.8140967810466796","0.8140967810466796","0.7819833102326341","0.7819833102326341","0.7819833102326341","0.7616425246012563","0.7616425246012563","0.7616425246012563","0.7352169530015038","0.7352169530015038","0.7352169530015038"
"27","0.8158805737792663","0.8158805737792663","0.8158805737792663","0.8151445631392644","0.8151445631392644","0.8151445631392644","0.7618872305260012","0.7618872305260012","0.7618872305260012","0.7873977916316179","0.7873977916316179","0.7873977916316179","0.7368825787989358","0.7368825787989358","0.7368825787989358"
"28","0.8227458636388063","0.8227458636388063","0.8227458636388063","0.8136662873015676","0.8136662873015676","0.8136662873015676","0.7826877784138697","0.7826877784138697","0.7826877784138697","0.7580521751752536","0.7580521751752536","0.7580521751752536","0.7291458486397862","0.7291458486397862","0.7291458486397862"
"29","0.8191657739048231","0.8191657739048231","0.8191657739048231","0.8066710817198008","0.8066710817198008","0.8066710817198008","0.7832144296822373","0.7832144296822373","0.7832144296822373","0.7638996017443865","0.7638996017443865","0.7638996017443865","0.748636589635895","0.748636589635895","0.748636589635895"
"30","0.8179384435295038","0.8179384435295038","0.8179384435295038","0.8113098545606736","0.8113098545606736","0.8113098545606736","0.785831770889839","0.785831770889839","0.785831770889839","0.7744778051164212","0.7744778051164212","0.7744778051164212","0.7405642239442213","0.7405642239442213","0.7405642239442213"
"31","0.8169965533683131","0.8169965533683131","0.8169965533683131","0.8162330146369021","0.8162330146369021","0.8162330146369021","0.7847161150550015","0.7847161150550015","0.7847161150550015","0.7767311280031624","0.7767311280031624","0.7767311280031624","0.7386576931134473","0.7386576931134473","0.7386576931134473"
"32","0.8163146417437119","0.8163146417437119","0.8163146417437119","0.8093947168661445","0.8093947168661445","0.8093947168661445","0.7670888184587439","0.7670888184587439","0.7670888184587439","0.7809381488771155","0.7809381488771155","0.7809381488771155","0.7626894607879648","0.7626894607879648","0.7626894607879648"
"33","0.8211123423837863","0.8211123423837863","0.8211123423837863","0.811928226265342","0.811928226265342","0.811928226265342","0.7831716503118688","0.7831716503118688","0.7831716503118688","0.777759351846964","0.777759351846964","0.777759351846964","0.7520638641444352","0.7520638641444352","0.7520638641444352"
"34","0.8201471087230744","0.8201471087230744","0.8201471087230744","0.8062880920309159","0.8062880920309159","0.8062880920309159","0.7781035484720651","0.7781035484720651","0.7781035484720651","0.7707611947178415","0.7707611947178415","0.7707611947178415","0.7577196028909745","0.7577196028909745","0.7577196028909745"
"35","0.8261767590439726","0.8261767590439726","0.8261767590439726","0.8073524232278342","0.8073524232278342","0.8073524232278342","0.7797926325771063","0.7797926325771063","0.7797926325771063","0.771467641760219","0.771467641760219","0.771467641760219","0.7612358082028919","0.7612358082028919","0.7612358082028919"
"36","0.8156442894255146","0.8156442894255146","0.8156442894255146","0.8070745149508421","0.8070745149508421","0.8070745149508421","0.7781821912778948","0.7781821912778948","0.7781821912778948","0.7720744665826242","0.7720744665826242","0.7720744665826242","0.7509513523313379","0.7509513523313379","0.7509513523313379"
"37","0.8189579226766481","0.8189579226766481","0.8189579226766481","0.7986694126047902","0.7986694126047902","0.7986694126047902","0.782708159405612","0.782708159405612","0.782708159405612","0.7493558698701775","0.7493558698701775","0.7493558698701775","0.7389171157262072","0.7389171157262072","0.7389171157262072"
"38","0.8161357539080399","0.8161357539080399","0.8161357539080399","0.8118757610188294","0.8118757610188294","0.8118757610188294","0.7772579528109901","0.7772579528109901","0.7772579528109901","0.7614189209468596","0.7614189209468596","0.7614189209468596","0.754940066837875","0.754940066837875","0.754940066837875"
"39","0.8188125217111442","0.8188125217111442","0.8188125217111442","0.7985435362486135","0.7985435362486135","0.7985435362486135","0.7772283242986919","0.7772283242986919","0.7772283242986919","0.75447828060377","0.75447828060377","0.75447828060377","0.7359444290974326","0.7359444290974326","0.7359444290974326"
"40","0.8176760802790043","0.8176760802790043","0.8176760802790043","0.8010234217800862","0.8010234217800862","0.8010234217800862","0.766301205220773","0.766301205220773","0.766301205220773","0.7753115062006657","0.7753115062006657","0.7753115062006657","0.742446308826819","0.742446308826819","0.742446308826819"
"41","0.8180916262208999","0.8180916262208999","0.8180916262208999","0.807453524457216","0.807453524457216","0.807453524457216","0.7601072911455931","0.7601072911455931","0.7601072911455931","0.7608248478219302","0.7608248478219302","0.7608248478219302","0.7650025576530513","0.7650025576530513","0.7650025576530513"
"42","0.8234517186013566","0.8234517186013566","0.8234517186013566","0.8022198380521536","0.8022198380521536","0.8022198380521536","0.7639587195088542","0.7639587195088542","0.7639587195088542","0.76196452852921","0.76196452852921","0.76196452852921","0.758476694717115","0.758476694717115","0.758476694717115"
"43","0.8200828723317705","0.8200828723317705","0.8200828723317705","0.807851723131997","0.807851723131997","0.807851723131997","0.7586028928630821","0.7586028928630821","0.7586028928630821","0.7771398699160299","0.7771398699160299","0.7771398699160299","0.7168610548087767","0.7168610548087767","0.7168610548087767"
"44","0.8192440695272307","0.8192440695272307","0.8192440695272307","0.8002357353347852","0.8002357353347852","0.8002357353347852","0.7593905909373929","0.7593905909373929","0.7593905909373929","0.7577280462700278","0.7577280462700278","0.7577280462700278","0.7475065189389599","0.7475065189389599","0.7475065189389599"
"45","0.8161897458872601","0.8161897458872601","0.8161897458872601","0.8003431918818954","0.8003431918818954","0.8003431918818954","0.7637217272160208","0.7637217272160208","0.7637217272160208","0.7655332196673913","0.7655332196673913","0.7655332196673913","0.7453001339083201","0.7453001339083201","0.7453001339083201"
"46","0.8135161327736331","0.8135161327736331","0.8135161327736331","0.7987189579846867","0.7987189579846867","0.7987189579846867","0.7548939615319411","0.7548939615319411","0.7548939615319411","0.7398124006700054","0.7398124006700054","0.7398124006700054","0.7514333950667597","0.7514333950667597","0.7514333950667597"
"47","0.8179040365664814","0.8179040365664814","0.8179040365664814","0.8047942132150461","0.8047942132150461","0.8047942132150461","0.759704932706642","0.759704932706642","0.759704932706642","0.754534162924295","0.754534162924295","0.754534162924295","0.743085933662075","0.743085933662075","0.743085933662075"
"48","0.8159021154306657","0.8159021154306657","0.8159021154306657","0.8060509340502326","0.8060509340502326","0.8060509340502326","0.7634255597921782","0.7634255597921782","0.7634255597921782","0.766613884286683","0.766613884286683","0.766613884286683","0.731648234413071","0.731648234413071","0.731648234413071"
"49","0.815421945196823","0.815421945196823","0.815421945196823","0.8075474878743429","0.8075474878743429","0.8075474878743429","0.7623065835299708","0.7623065835299708","0.7623065835299708","0.7575119132212731","0.7575119132212731","0.7575119132212731","0.7512430847290896","0.7512430847290896","0.7512430847290896"
"50","0.8110607339150566","0.8110607339150566","0.8110607339150566","0.7980559476791363","0.7980559476791363","0.7980559476791363","0.7662460684511182","0.7662460684511182","0.7662460684511182","0.7450410532128924","0.7450410532128924","0.7450410532128924","0.7411538043197232","0.7411538043197232","0.7411538043197232"
"51","0.8155935081207643","0.8155935081207643","0.8155935081207643","0.8069054970548211","0.8069054970548211","0.8069054970548211","0.757575175122718","0.757575175122718","0.757575175122718","0.7580145317121447","0.7580145317121447","0.7580145317121447","0.7472826945819151","0.7472826945819151","0.7472826945819151"
"52","0.8168748712614985","0.8168748712614985","0.8168748712614985","0.8045398551026546","0.8045398551026546","0.8045398551026546","0.7645261258067724","0.7645261258067724","0.7645261258067724","0.7662627939109268","0.7662627939109268","0.7662627939109268","0.7450121977637916","0.7450121977637916","0.7450121977637916"
"53","0.8102538627798087","0.8102538627798087","0.8102538627798087","0.8039199331096416","0.8039199331096416","0.8039199331096416","0.7516908362801317","0.7516908362801317","0.7516908362801317","0.7459322921406268","0.7459322921406268","0.7459322921406268","0.7463899537253866","0.7463899537253866","0.7463899537253866"
"54","0.8213517652965556","0.8213517652965556","0.8213517652965556","0.7969981558686452","0.7969981558686452","0.7969981558686452","0.7538125899831375","0.7538125899831375","0.7538125899831375","0.744562376682832","0.744562376682832","0.744562376682832","0.7488508691520166","0.7488508691520166","0.7488508691520166"
"55","0.815739225131979","0.815739225131979","0.815739225131979","0.8032240048290242","0.8032240048290242","0.8032240048290242","0.761344588618569","0.761344588618569","0.761344588618569","0.7500458478893914","0.7500458478893914","0.7500458478893914","0.7386915665266283","0.7386915665266283","0.7386915665266283"
"56","0.8168838477124549","0.8168838477124549","0.8168838477124549","0.8012584236329524","0.8012584236329524","0.8012584236329524","0.7543589232200508","0.7543589232200508","0.7543589232200508","0.7498049511599044","0.7498049511599044","0.7498049511599044","0.7419235941248163","0.7419235941248163","0.7419235941248163"
"57","0.8133879462853483","0.8133879462853483","0.8133879462853483","0.8005680124412383","0.8005680124412383","0.8005680124412383","0.7614224029644343","0.7614224029644343","0.7614224029644343","0.7600337746311862","0.7600337746311862","0.7600337746311862","0.7390609603046766","0.7390609603046766","0.7390609603046766"
"58","0.8150917312720442","0.8150917312720442","0.8150917312720442","0.7899176831102048","0.7899176831102048","0.7899176831102048","0.7591242876330309","0.7591242876330309","0.7591242876330309","0.7538459654106106","0.7538459654106106","0.7538459654106106","0.732216036335264","0.732216036335264","0.732216036335264"
"59","0.8147826444606803","0.8147826444606803","0.8147826444606803","0.7994053121679554","0.7994053121679554","0.7994053121679554","0.7609940289399393","0.7609940289399393","0.7609940289399393","0.7249411429952404","0.7249411429952404","0.7249411429952404","0.7284516451381727","0.7284516451381727","0.7284516451381727"
"60","0.818009291992893","0.818009291992893","0.818009291992893","0.8040924455452645","0.8040924455452645","0.8040924455452645","0.7605848369753613","0.7605848369753613","0.7605848369753613","0.7425617499437358","0.7425617499437358","0.7425617499437358","0.7304869774412851","0.7304869774412851","0.7304869774412851"
"61","0.81845156950207","0.81845156950207","0.81845156950207","0.8065163237589674","0.8065163237589674","0.8065163237589674","0.7511962744421307","0.7511962744421307","0.7511962744421307","0.7354360751263473","0.7354360751263473","0.7354360751263473","0.7257923746999879","0.7257923746999879","0.7257923746999879"
"62","0.8151156105400332","0.8151156105400332","0.8151156105400332","0.7968292026804057","0.7968292026804057","0.7968292026804057","0.7539851817729136","0.7539851817729136","0.7539851817729136","0.7283217438750416","0.7283217438750416","0.7283217438750416","0.75050124417188","0.75050124417188","0.75050124417188"
"63","0.8030288873279697","0.8030288873279697","0.8030288873279697","0.8036985874159328","0.8036985874159328","0.8036985874159328","0.7434089646578969","0.7434089646578969","0.7434089646578969","0.7324914473721875","0.7324914473721875","0.7324914473721875","0.7273762512467483","0.7273762512467483","0.7273762512467483"
"64","0.808221900091347","0.808221900091347","0.808221900091347","0.8110062101691552","0.8110062101691552","0.8110062101691552","0.7426292220155547","0.7426292220155547","0.7426292220155547","0.7343950822921607","0.7343950822921607","0.7343950822921607","0.7260417222601346","0.7260417222601346","0.7260417222601346"
"65","0.8057989400848093","0.8057989400848093","0.8057989400848093","0.7982675414805935","0.7982675414805935","0.7982675414805935","0.7446891664439772","0.7446891664439772","0.7446891664439772","0.7460850518750729","0.7460850518750729","0.7460850518750729","0.7378841642344497","0.7378841642344497","0.7378841642344497"
"66","0.8147155589740331","0.8147155589740331","0.8147155589740331","0.7989555790046375","0.7989555790046375","0.7989555790046375","0.747485330301991","0.747485330301991","0.747485330301991","0.7456847082728655","0.7456847082728655","0.7456847082728655","0.7213612475409974","0.7213612475409974","0.7213612475409974"
"67","0.8133034019709046","0.8133034019709046","0.8133034019709046","0.8013833734513559","0.8013833734513559","0.8013833734513559","0.7532220304080768","0.7532220304080768","0.7532220304080768","0.7431808717850427","0.7431808717850427","0.7431808717850427","0.7337564518005711","0.7337564518005711","0.7337564518005711"
"68","0.8074816438360158","0.8074816438360158","0.8074816438360158","0.8081101767456091","0.8081101767456091","0.8081101767456091","0.7451234700338709","0.7451234700338709","0.7451234700338709","0.731421383475682","0.731421383475682","0.731421383475682","0.7128640648219808","0.7128640648219808","0.7128640648219808"
"69","0.8092136436342869","0.8092136436342869","0.8092136436342869","0.7974780445427652","0.7974780445427652","0.7974780445427652","0.7476771625693124","0.7476771625693124","0.7476771625693124","0.7444914014347441","0.7444914014347441","0.7444914014347441","0.7213891953159179","0.7213891953159179","0.7213891953159179"
"70","0.8088277789349588","0.8088277789349588","0.8088277789349588","0.8021947638159932","0.8021947638159932","0.8021947638159932","0.7348874069039366","0.7348874069039366","0.7348874069039366","0.7358379009173648","0.7358379009173648","0.7358379009173648","0.7159786235279165","0.7159786235279165","0.7159786235279165"
"71","0.805944074352826","0.805944074352826","0.805944074352826","0.7954870175281272","0.7954870175281272","0.7954870175281272","0.7578498585351514","0.7578498585351514","0.7578498585351514","0.7427839777647847","0.7427839777647847","0.7427839777647847","0.71239495613521","0.71239495613521","0.71239495613521"
"72","0.8051115810189429","0.8051115810189429","0.8051115810189429","0.7969009502404307","0.7969009502404307","0.7969009502404307","0.7472002255785359","0.7472002255785359","0.7472002255785359","0.7485899232463112","0.7485899232463112","0.7485899232463112","0.722690743761817","0.722690743761817","0.722690743761817"
"73","0.8076177869793963","0.8076177869793963","0.8076177869793963","0.8010905174944848","0.8010905174944848","0.8010905174944848","0.7425141590448416","0.7425141590448416","0.7425141590448416","0.7323176073300379","0.7323176073300379","0.7323176073300379","0.7121824253476371","0.7121824253476371","0.7121824253476371"
"74","0.8052243425809116","0.8052243425809116","0.8052243425809116","0.794245514832306","0.794245514832306","0.794245514832306","0.7413295531398325","0.7413295531398325","0.7413295531398325","0.7335360778849322","0.7335360778849322","0.7335360778849322","0.697627212597273","0.697627212597273","0.697627212597273"
"75","0.8128992350604973","0.8128992350604973","0.8128992350604973","0.8031372225601796","0.8031372225601796","0.8031372225601796","0.7398616440205348","0.7398616440205348","0.7398616440205348","0.7238881776613728","0.7238881776613728","0.7238881776613728","0.6919390769817941","0.6919390769817941","0.6919390769817941"
"76","0.8085319699561861","0.8085319699561861","0.8085319699561861","0.8011661799816433","0.8011661799816433","0.8011661799816433","0.7413438606364865","0.7413438606364865","0.7413438606364865","0.7317241321571409","0.7317241321571409","0.7317241321571409","0.712910469232586","0.712910469232586","0.712910469232586"
"77","0.8082048228084657","0.8082048228084657","0.8082048228084657","0.7991981030080444","0.7991981030080444","0.7991981030080444","0.7456301988388454","0.7456301988388454","0.7456301988388454","0.7185053998744695","0.7185053998744695","0.7185053998744695","0.7027458354524116","0.7027458354524116","0.7027458354524116"
"78","0.8062621703464008","0.8062621703464008","0.8062621703464008","0.7938264226572209","0.7938264226572209","0.7938264226572209","0.7491588873574241","0.7491588873574241","0.7491588873574241","0.7300356066417032","0.7300356066417032","0.7300356066417032","0.6982782223279764","0.6982782223279764","0.6982782223279764"
"79","0.8149531707714308","0.8149531707714308","0.8149531707714308","0.7951526862857242","0.7951526862857242","0.7951526862857242","0.7359387358548621","0.7359387358548621","0.7359387358548621","0.7380249970919024","0.7380249970919024","0.7380249970919024","0.6982089351256568","0.6982089351256568","0.6982089351256568"
"80","0.8030605859329674","0.8030605859329674","0.8030605859329674","0.7873786491088771","0.7873786491088771","0.7873786491088771","0.7404933392247168","0.7404933392247168","0.7404933392247168","0.7320124388542466","0.7320124388542466","0.7320124388542466","0.7138699911455761","0.7138699911455761","0.7138699911455761"
"81","0.8033320762655719","0.8033320762655719","0.8033320762655719","0.8044718615685335","0.8044718615685335","0.8044718615685335","0.7413975616563696","0.7413975616563696","0.7413975616563696","0.7208626798347627","0.7208626798347627","0.7208626798347627","0.7046168662162627","0.7046168662162627","0.7046168662162627"
"82","0.8002124425128831","0.8002124425128831","0.8002124425128831","0.7900430167495328","0.7900430167495328","0.7900430167495328","0.7425480685413178","0.7425480685413178","0.7425480685413178","0.7310928149954294","0.7310928149954294","0.7310928149954294","0.702700949340186","0.702700949340186","0.702700949340186"
"83","0.8060519924716035","0.8060519924716035","0.8060519924716035","0.8032509802780607","0.8032509802780607","0.8032509802780607","0.752940147437793","0.752940147437793","0.752940147437793","0.7077631852308763","0.7077631852308763","0.7077631852308763","0.693622992926995","0.693622992926995","0.693622992926995"
"84","0.8121921317858855","0.8121921317858855","0.8121921317858855","0.7956839872293066","0.7956839872293066","0.7956839872293066","0.7380980266935786","0.7380980266935786","0.7380980266935786","0.7332455100927778","0.7332455100927778","0.7332455100927778","0.688198292929364","0.688198292929364","0.688198292929364"
"85","0.8012577029056132","0.8012577029056132","0.8012577029056132","0.7926506211102562","0.7926506211102562","0.7926506211102562","0.7376230047179458","0.7376230047179458","0.7376230047179458","0.7301886757211146","0.7301886757211146","0.7301886757211146","0.6972357822249208","0.6972357822249208","0.6972357822249208"
"86","0.8030613697056537","0.8030613697056537","0.8030613697056537","0.7881170201619851","0.7881170201619851","0.7881170201619851","0.7263414879876388","0.7263414879876388","0.7263414879876388","0.722664390055886","0.722664390055886","0.722664390055886","0.6994367313318339","0.6994367313318339","0.6994367313318339"
"87","0.8009248216576473","0.8009248216576473","0.8009248216576473","0.7901701833154429","0.7901701833154429","0.7901701833154429","0.735069690182969","0.735069690182969","0.735069690182969","0.7415942218046245","0.7415942218046245","0.7415942218046245","0.7006296991222942","0.7006296991222942","0.7006296991222942"
"88","0.8067697150678275","0.8067697150678275","0.8067697150678275","0.7930913857778068","0.7930913857778068","0.7930913857778068","0.742487511203799","0.742487511203799","0.742487511203799","0.722969712709672","0.722969712709672","0.722969712709672","0.7013302262624973","0.7013302262624973","0.7013302262624973"
"89","0.8044405705015114","0.8044405705015114","0.8044405705015114","0.7927177564504712","0.7927177564504712","0.7927177564504712","0.7310708898558055","0.7310708898558055","0.7310708898558055","0.7244733468568242","0.7244733468568242","0.7244733468568242","0.6986990337619907","0.6986990337619907","0.6986990337619907"
"90","0.7985357445695644","0.7985357445695644","0.7985357445695644","0.7942128254328312","0.7942128254328312","0.7942128254328312","0.7397101326160624","0.7397101326160624","0.7397101326160624","0.7047470146292323","0.7047470146292323","0.7047470146292323","0.7008068142804464","0.7008068142804464","0.7008068142804464"
"91","0.8034000976558129","0.8034000976558129","0.8034000976558129","0.7943868972635529","0.7943868972635529","0.7943868972635529","0.736761318610127","0.736761318610127","0.736761318610127","0.741537138736658","0.741537138736658","0.741537138736658","0.6927653245602302","0.6927653245602302","0.6927653245602302"
"92","0.797444825904429","0.797444825904429","0.797444825904429","0.7864883206946423","0.7864883206946423","0.7864883206946423","0.7426996450812966","0.7426996450812966","0.7426996450812966","0.7206535233882476","0.7206535233882476","0.7206535233882476","0.7052556031666424","0.7052556031666424","0.7052556031666424"
"93","0.799271804960052","0.799271804960052","0.799271804960052","0.7903206132146915","0.7903206132146915","0.7903206132146915","0.7414901972678787","0.7414901972678787","0.7414901972678787","0.7010245757755067","0.7010245757755067","0.7010245757755067","0.6951784803454085","0.6951784803454085","0.6951784803454085"
"94","0.8013671923204431","0.8013671923204431","0.8013671923204431","0.7969140329920255","0.7969140329920255","0.7969140329920255","0.7417684765830184","0.7417684765830184","0.7417684765830184","0.7324756976320684","0.7324756976320684","0.7324756976320684","0.6973582718959027","0.6973582718959027","0.6973582718959027"
"95","0.8033050928463659","0.8033050928463659","0.8033050928463659","0.7989775085404665","0.7989775085404665","0.7989775085404665","0.7322121869385013","0.7322121869385013","0.7322121869385013","0.7282754058681855","0.7282754058681855","0.7282754058681855","0.7024581553437974","0.7024581553437974","0.7024581553437974"
"96","0.8003416918047598","0.8003416918047598","0.8003416918047598","0.7911850416180193","0.7911850416180193","0.7911850416180193","0.7469061830080231","0.7469061830080231","0.7469061830080231","0.7213446494988631","0.7213446494988631","0.7213446494988631","0.6936493312939649","0.6936493312939649","0.6936493312939649"
