"Step","transformer-2-100-data-5000-batch - sig/significance","transformer-2-100-data-5000-batch - sig/significance__MIN","transformer-2-100-data-5000-batch - sig/significance__MAX","transformer-2-50-data - sig/significance","transformer-2-50-data - sig/significance__MIN","transformer-2-50-data - sig/significance__MAX","transformer-2-10-data - sig/significance","transformer-2-10-data - sig/significance__MIN","transformer-2-10-data - sig/significance__MAX","transformer-2-5-data - sig/significance","transformer-2-5-data - sig/significance__MIN","transformer-2-5-data - sig/significance__MAX","transformer-2 - sig/significance","transformer-2 - sig/significance__MIN","transformer-2 - sig/significance__MAX"
"89","2.511965274810791","2.511965274810791","2.511965274810791","2.4719481468200684","2.4719481468200684","2.4719481468200684","2.2958574295043945","2.2958574295043945","2.2958574295043945","2.3121330738067627","2.3121330738067627","2.3121330738067627","2.2239537239074707","2.2239537239074707","2.2239537239074707"
"90","2.476858615875244","2.476858615875244","2.476858615875244","2.4682910442352295","2.4682910442352295","2.4682910442352295","2.315845012664795","2.315845012664795","2.315845012664795","2.244537353515625","2.244537353515625","2.244537353515625","2.2183139324188232","2.2183139324188232","2.2183139324188232"
"91","2.4903292655944824","2.4903292655944824","2.4903292655944824","2.4657094478607178","2.4657094478607178","2.4657094478607178","2.265793800354004","2.265793800354004","2.265793800354004","2.293607234954834","2.293607234954834","2.293607234954834","2.208608627319336","2.208608627319336","2.208608627319336"
"92","2.495408058166504","2.495408058166504","2.495408058166504","2.4600884914398193","2.4600884914398193","2.4600884914398193","2.2821362018585205","2.2821362018585205","2.2821362018585205","2.2905120849609375","2.2905120849609375","2.2905120849609375","2.217458724975586","2.217458724975586","2.217458724975586"
"93","2.486412525177002","2.486412525177002","2.486412525177002","2.479645013809204","2.479645013809204","2.479645013809204","2.305612802505493","2.305612802505493","2.305612802505493","2.2165706157684326","2.2165706157684326","2.2165706157684326","2.2163965702056885","2.2163965702056885","2.2163965702056885"
"94","2.4927775859832764","2.4927775859832764","2.4927775859832764","2.4835479259490967","2.4835479259490967","2.4835479259490967","2.3084611892700195","2.3084611892700195","2.3084611892700195","2.3036692142486572","2.3036692142486572","2.3036692142486572","2.1941869258880615","2.1941869258880615","2.1941869258880615"
"95","2.49200701713562","2.49200701713562","2.49200701713562","2.486926317214966","2.486926317214966","2.486926317214966","2.2726011276245117","2.2726011276245117","2.2726011276245117","2.3014657497406006","2.3014657497406006","2.3014657497406006","2.2004528045654297","2.2004528045654297","2.2004528045654297"
"96","2.4948890209198","2.4948890209198","2.4948890209198","2.475423812866211","2.475423812866211","2.475423812866211","2.2816946506500244","2.2816946506500244","2.2816946506500244","2.242722511291504","2.242722511291504","2.242722511291504","2.1608877182006836","2.1608877182006836","2.1608877182006836"
"97","2.4948079586029053","2.4948079586029053","2.4948079586029053","2.45867919921875","2.45867919921875","2.45867919921875","2.304431438446045","2.304431438446045","2.304431438446045","2.2635302543640137","2.2635302543640137","2.2635302543640137","2.157520294189453","2.157520294189453","2.157520294189453"
"98","2.4847328662872314","2.4847328662872314","2.4847328662872314","2.472557783126831","2.472557783126831","2.472557783126831","2.2482447624206543","2.2482447624206543","2.2482447624206543","2.30918550491333","2.30918550491333","2.30918550491333","2.1315724849700928","2.1315724849700928","2.1315724849700928"
"99","2.482635974884033","2.482635974884033","2.482635974884033","2.4739253520965576","2.4739253520965576","2.4739253520965576","2.2657217979431152","2.2657217979431152","2.2657217979431152","2.264590263366699","2.264590263366699","2.264590263366699","2.155958414077759","2.155958414077759","2.155958414077759"
"100","2.4938979148864746","2.4938979148864746","2.4938979148864746","2.470444440841675","2.470444440841675","2.470444440841675","2.2629106044769287","2.2629106044769287","2.2629106044769287","2.2659080028533936","2.2659080028533936","2.2659080028533936","2.190768241882324","2.190768241882324","2.190768241882324"
"101","","","","2.4572513103485107","2.4572513103485107","2.4572513103485107","2.2458958625793457","2.2458958625793457","2.2458958625793457","2.2436108589172363","2.2436108589172363","2.2436108589172363","","",""
"102","","","","2.4689953327178955","2.4689953327178955","2.4689953327178955","2.254875659942627","2.254875659942627","2.254875659942627","2.276540994644165","2.276540994644165","2.276540994644165","","",""
"103","","","","2.4755666255950928","2.4755666255950928","2.4755666255950928","2.2147111892700195","2.2147111892700195","2.2147111892700195","2.2639706134796143","2.2639706134796143","2.2639706134796143","","",""
"104","","","","2.482750177383423","2.482750177383423","2.482750177383423","2.269042491912842","2.269042491912842","2.269042491912842","2.2249109745025635","2.2249109745025635","2.2249109745025635","","",""
"105","","","","2.4783530235290527","2.4783530235290527","2.4783530235290527","2.239531993865967","2.239531993865967","2.239531993865967","2.251894474029541","2.251894474029541","2.251894474029541","","",""
"106","","","","2.4713335037231445","2.4713335037231445","2.4713335037231445","2.2254655361175537","2.2254655361175537","2.2254655361175537","2.2645835876464844","2.2645835876464844","2.2645835876464844","","",""
"107","","","","2.4786217212677","2.4786217212677","2.4786217212677","2.206247091293335","2.206247091293335","2.206247091293335","2.187392234802246","2.187392234802246","2.187392234802246","","",""
"108","","","","2.4867544174194336","2.4867544174194336","2.4867544174194336","2.2498624324798584","2.2498624324798584","2.2498624324798584","2.261063575744629","2.261063575744629","2.261063575744629","","",""
"109","","","","2.476775646209717","2.476775646209717","2.476775646209717","2.2211086750030518","2.2211086750030518","2.2211086750030518","2.2398319244384766","2.2398319244384766","2.2398319244384766","","",""
"110","","","","2.4757277965545654","2.4757277965545654","2.4757277965545654","2.2133772373199463","2.2133772373199463","2.2133772373199463","2.212362051010132","2.212362051010132","2.212362051010132","","",""
"111","","","","2.474043607711792","2.474043607711792","2.474043607711792","2.214808702468872","2.214808702468872","2.214808702468872","2.2526516914367676","2.2526516914367676","2.2526516914367676","","",""
"112","","","","2.4605443477630615","2.4605443477630615","2.4605443477630615","2.25492787361145","2.25492787361145","2.25492787361145","2.202981948852539","2.202981948852539","2.202981948852539","","",""
"113","","","","2.46577787399292","2.46577787399292","2.46577787399292","2.1953723430633545","2.1953723430633545","2.1953723430633545","2.275381326675415","2.275381326675415","2.275381326675415","","",""
"114","","","","2.4772796630859375","2.4772796630859375","2.4772796630859375","2.237452983856201","2.237452983856201","2.237452983856201","2.2413747310638428","2.2413747310638428","2.2413747310638428","","",""
"115","","","","2.476621627807617","2.476621627807617","2.476621627807617","2.203899383544922","2.203899383544922","2.203899383544922","2.1511905193328857","2.1511905193328857","2.1511905193328857","","",""
"116","","","","2.4529976844787598","2.4529976844787598","2.4529976844787598","2.162456750869751","2.162456750869751","2.162456750869751","2.241330146789551","2.241330146789551","2.241330146789551","","",""
"117","","","","2.4695332050323486","2.4695332050323486","2.4695332050323486","2.237985610961914","2.237985610961914","2.237985610961914","2.198821544647217","2.198821544647217","2.198821544647217","","",""
"118","","","","2.4778695106506348","2.4778695106506348","2.4778695106506348","2.218380928039551","2.218380928039551","2.218380928039551","2.175501585006714","2.175501585006714","2.175501585006714","","",""
"119","","","","2.478360414505005","2.478360414505005","2.478360414505005","2.2083606719970703","2.2083606719970703","2.2083606719970703","2.2186849117279053","2.2186849117279053","2.2186849117279053","","",""
"120","","","","2.467027187347412","2.467027187347412","2.467027187347412","2.203883647918701","2.203883647918701","2.203883647918701","2.2258801460266113","2.2258801460266113","2.2258801460266113","","",""
"121","","","","2.4566195011138916","2.4566195011138916","2.4566195011138916","2.2282567024230957","2.2282567024230957","2.2282567024230957","2.208806276321411","2.208806276321411","2.208806276321411","","",""
"122","","","","2.458667755126953","2.458667755126953","2.458667755126953","2.17427134513855","2.17427134513855","2.17427134513855","2.2056150436401367","2.2056150436401367","2.2056150436401367","","",""
"123","","","","2.457099437713623","2.457099437713623","2.457099437713623","2.212852954864502","2.212852954864502","2.212852954864502","2.2843308448791504","2.2843308448791504","2.2843308448791504","","",""
"124","","","","2.4662890434265137","2.4662890434265137","2.4662890434265137","2.1630804538726807","2.1630804538726807","2.1630804538726807","2.2361180782318115","2.2361180782318115","2.2361180782318115","","",""
"125","","","","2.467174768447876","2.467174768447876","2.467174768447876","2.2285685539245605","2.2285685539245605","2.2285685539245605","2.2553651332855225","2.2553651332855225","2.2553651332855225","","",""
"126","","","","2.4579997062683105","2.4579997062683105","2.4579997062683105","2.1864359378814697","2.1864359378814697","2.1864359378814697","2.2549901008605957","2.2549901008605957","2.2549901008605957","","",""
"127","","","","2.4786717891693115","2.4786717891693115","2.4786717891693115","2.1363561153411865","2.1363561153411865","2.1363561153411865","2.1965880393981934","2.1965880393981934","2.1965880393981934","","",""
"128","","","","2.4687020778656006","2.4687020778656006","2.4687020778656006","2.1769542694091797","2.1769542694091797","2.1769542694091797","2.20280385017395","2.20280385017395","2.20280385017395","","",""
"129","","","","2.471796751022339","2.471796751022339","2.471796751022339","2.2125656604766846","2.2125656604766846","2.2125656604766846","2.1615183353424072","2.1615183353424072","2.1615183353424072","","",""
"130","","","","2.4718334674835205","2.4718334674835205","2.4718334674835205","2.1426005363464355","2.1426005363464355","2.1426005363464355","2.228241443634033","2.228241443634033","2.228241443634033","","",""
"131","","","","2.4667792320251465","2.4667792320251465","2.4667792320251465","2.185037851333618","2.185037851333618","2.185037851333618","2.2051172256469727","2.2051172256469727","2.2051172256469727","","",""
"132","","","","2.4528558254241943","2.4528558254241943","2.4528558254241943","2.2208337783813477","2.2208337783813477","2.2208337783813477","2.2259345054626465","2.2259345054626465","2.2259345054626465","","",""
"133","","","","2.4670567512512207","2.4670567512512207","2.4670567512512207","2.1765944957733154","2.1765944957733154","2.1765944957733154","2.193171977996826","2.193171977996826","2.193171977996826","","",""
"134","","","","2.481381893157959","2.481381893157959","2.481381893157959","2.1692631244659424","2.1692631244659424","2.1692631244659424","2.2160191535949707","2.2160191535949707","2.2160191535949707","","",""
"135","","","","2.4545717239379883","2.4545717239379883","2.4545717239379883","2.125236749649048","2.125236749649048","2.125236749649048","2.2254481315612793","2.2254481315612793","2.2254481315612793","","",""
"136","","","","2.4702045917510986","2.4702045917510986","2.4702045917510986","2.186222791671753","2.186222791671753","2.186222791671753","2.191534996032715","2.191534996032715","2.191534996032715","","",""
"137","","","","2.461212396621704","2.461212396621704","2.461212396621704","2.1255693435668945","2.1255693435668945","2.1255693435668945","2.209681749343872","2.209681749343872","2.209681749343872","","",""
"138","","","","2.4732649326324463","2.4732649326324463","2.4732649326324463","2.1833853721618652","2.1833853721618652","2.1833853721618652","2.103472948074341","2.103472948074341","2.103472948074341","","",""
"139","","","","2.467224597930908","2.467224597930908","2.467224597930908","2.1762890815734863","2.1762890815734863","2.1762890815734863","2.215822696685791","2.215822696685791","2.215822696685791","","",""
"140","","","","2.4649717807769775","2.4649717807769775","2.4649717807769775","2.182901382446289","2.182901382446289","2.182901382446289","2.2174572944641113","2.2174572944641113","2.2174572944641113","","",""
"141","","","","2.4621949195861816","2.4621949195861816","2.4621949195861816","2.1744935512542725","2.1744935512542725","2.1744935512542725","2.216961622238159","2.216961622238159","2.216961622238159","","",""
"142","","","","2.467414140701294","2.467414140701294","2.467414140701294","2.139387607574463","2.139387607574463","2.139387607574463","2.199803352355957","2.199803352355957","2.199803352355957","","",""
"143","","","","2.4524528980255127","2.4524528980255127","2.4524528980255127","2.211151361465454","2.211151361465454","2.211151361465454","2.1807804107666016","2.1807804107666016","2.1807804107666016","","",""
"144","","","","2.458094596862793","2.458094596862793","2.458094596862793","2.1182708740234375","2.1182708740234375","2.1182708740234375","2.1758522987365723","2.1758522987365723","2.1758522987365723","","",""
"145","","","","2.4504101276397705","2.4504101276397705","2.4504101276397705","2.144080400466919","2.144080400466919","2.144080400466919","2.217705726623535","2.217705726623535","2.217705726623535","","",""
"146","","","","2.4489428997039795","2.4489428997039795","2.4489428997039795","2.156428575515747","2.156428575515747","2.156428575515747","2.136216640472412","2.136216640472412","2.136216640472412","","",""
"147","","","","2.450087070465088","2.450087070465088","2.450087070465088","2.143549919128418","2.143549919128418","2.143549919128418","2.166895866394043","2.166895866394043","2.166895866394043","","",""
"148","","","","2.4538087844848633","2.4538087844848633","2.4538087844848633","2.13944935798645","2.13944935798645","2.13944935798645","2.2536778450012207","2.2536778450012207","2.2536778450012207","","",""
"149","","","","2.4473509788513184","2.4473509788513184","2.4473509788513184","2.216963291168213","2.216963291168213","2.216963291168213","2.209153413772583","2.209153413772583","2.209153413772583","","",""
"150","","","","2.436066150665283","2.436066150665283","2.436066150665283","2.154958486557007","2.154958486557007","2.154958486557007","2.2074389457702637","2.2074389457702637","2.2074389457702637","","",""
"151","","","","2.4459617137908936","2.4459617137908936","2.4459617137908936","2.1970877647399902","2.1970877647399902","2.1970877647399902","2.1283488273620605","2.1283488273620605","2.1283488273620605","","",""
"152","","","","2.4646244049072266","2.4646244049072266","2.4646244049072266","2.1840031147003174","2.1840031147003174","2.1840031147003174","2.2056145668029785","2.2056145668029785","2.2056145668029785","","",""
"153","","","","2.45914626121521","2.45914626121521","2.45914626121521","2.185290813446045","2.185290813446045","2.185290813446045","2.1988918781280518","2.1988918781280518","2.1988918781280518","","",""
"154","","","","2.4491095542907715","2.4491095542907715","2.4491095542907715","2.144268274307251","2.144268274307251","2.144268274307251","2.162996292114258","2.162996292114258","2.162996292114258","","",""
"155","","","","2.463594675064087","2.463594675064087","2.463594675064087","2.1170284748077393","2.1170284748077393","2.1170284748077393","2.1920764446258545","2.1920764446258545","2.1920764446258545","","",""
"156","","","","2.454569101333618","2.454569101333618","2.454569101333618","2.1874401569366455","2.1874401569366455","2.1874401569366455","2.1655001640319824","2.1655001640319824","2.1655001640319824","","",""
"157","","","","2.432856798171997","2.432856798171997","2.432856798171997","2.199199914932251","2.199199914932251","2.199199914932251","2.1935617923736572","2.1935617923736572","2.1935617923736572","","",""
"158","","","","2.433274507522583","2.433274507522583","2.433274507522583","2.094975471496582","2.094975471496582","2.094975471496582","2.14682674407959","2.14682674407959","2.14682674407959","","",""
"159","","","","2.45849609375","2.45849609375","2.45849609375","2.0889322757720947","2.0889322757720947","2.0889322757720947","2.158832550048828","2.158832550048828","2.158832550048828","","",""
"160","","","","2.4344303607940674","2.4344303607940674","2.4344303607940674","2.134848117828369","2.134848117828369","2.134848117828369","2.2045607566833496","2.2045607566833496","2.2045607566833496","","",""
"161","","","","2.4281253814697266","2.4281253814697266","2.4281253814697266","2.22029185295105","2.22029185295105","2.22029185295105","2.234736680984497","2.234736680984497","2.234736680984497","","",""
"162","","","","2.427710771560669","2.427710771560669","2.427710771560669","2.1572177410125732","2.1572177410125732","2.1572177410125732","2.198786497116089","2.198786497116089","2.198786497116089","","",""
"163","","","","2.438222646713257","2.438222646713257","2.438222646713257","2.174229860305786","2.174229860305786","2.174229860305786","2.209092140197754","2.209092140197754","2.209092140197754","","",""
"164","","","","2.4555916786193848","2.4555916786193848","2.4555916786193848","2.163149833679199","2.163149833679199","2.163149833679199","2.1895649433135986","2.1895649433135986","2.1895649433135986","","",""
"165","","","","2.417205333709717","2.417205333709717","2.417205333709717","2.1550488471984863","2.1550488471984863","2.1550488471984863","2.1666793823242188","2.1666793823242188","2.1666793823242188","","",""
"166","","","","2.4418351650238037","2.4418351650238037","2.4418351650238037","2.132233142852783","2.132233142852783","2.132233142852783","2.237194776535034","2.237194776535034","2.237194776535034","","",""
"167","","","","2.4563043117523193","2.4563043117523193","2.4563043117523193","2.162684679031372","2.162684679031372","2.162684679031372","2.1686463356018066","2.1686463356018066","2.1686463356018066","","",""
"168","","","","2.4520647525787354","2.4520647525787354","2.4520647525787354","2.120537281036377","2.120537281036377","2.120537281036377","2.1782257556915283","2.1782257556915283","2.1782257556915283","","",""
"169","","","","2.437413215637207","2.437413215637207","2.437413215637207","2.1031174659729004","2.1031174659729004","2.1031174659729004","2.2016265392303467","2.2016265392303467","2.2016265392303467","","",""
"170","","","","2.4328577518463135","2.4328577518463135","2.4328577518463135","2.1000874042510986","2.1000874042510986","2.1000874042510986","2.222423553466797","2.222423553466797","2.222423553466797","","",""
"171","","","","2.436711072921753","2.436711072921753","2.436711072921753","2.1058671474456787","2.1058671474456787","2.1058671474456787","2.172961711883545","2.172961711883545","2.172961711883545","","",""
"172","","","","2.4419450759887695","2.4419450759887695","2.4419450759887695","2.1345527172088623","2.1345527172088623","2.1345527172088623","2.202557325363159","2.202557325363159","2.202557325363159","","",""
"173","","","","2.4507787227630615","2.4507787227630615","2.4507787227630615","2.1566004753112793","2.1566004753112793","2.1566004753112793","2.1646485328674316","2.1646485328674316","2.1646485328674316","","",""
"174","","","","2.445422887802124","2.445422887802124","2.445422887802124","2.131357431411743","2.131357431411743","2.131357431411743","2.217780113220215","2.217780113220215","2.217780113220215","","",""
"175","","","","2.4308440685272217","2.4308440685272217","2.4308440685272217","2.153764486312866","2.153764486312866","2.153764486312866","2.1880784034729004","2.1880784034729004","2.1880784034729004","","",""
"176","","","","2.4369850158691406","2.4369850158691406","2.4369850158691406","2.170337677001953","2.170337677001953","2.170337677001953","2.173046827316284","2.173046827316284","2.173046827316284","","",""
"177","","","","2.438399076461792","2.438399076461792","2.438399076461792","2.180172920227051","2.180172920227051","2.180172920227051","2.205972194671631","2.205972194671631","2.205972194671631","","",""
"178","","","","2.474642038345337","2.474642038345337","2.474642038345337","2.1764426231384277","2.1764426231384277","2.1764426231384277","2.195242166519165","2.195242166519165","2.195242166519165","","",""
"179","","","","2.448526620864868","2.448526620864868","2.448526620864868","2.101015090942383","2.101015090942383","2.101015090942383","2.1850814819335938","2.1850814819335938","2.1850814819335938","","",""
"180","","","","2.4437496662139893","2.4437496662139893","2.4437496662139893","2.1111457347869873","2.1111457347869873","2.1111457347869873","2.2439019680023193","2.2439019680023193","2.2439019680023193","","",""
"181","","","","2.457066774368286","2.457066774368286","2.457066774368286","2.1324892044067383","2.1324892044067383","2.1324892044067383","2.247082471847534","2.247082471847534","2.247082471847534","","",""
"182","","","","2.4347453117370605","2.4347453117370605","2.4347453117370605","2.1117751598358154","2.1117751598358154","2.1117751598358154","2.198390245437622","2.198390245437622","2.198390245437622","","",""
"183","","","","2.45015549659729","2.45015549659729","2.45015549659729","2.1734769344329834","2.1734769344329834","2.1734769344329834","2.185849189758301","2.185849189758301","2.185849189758301","","",""
"184","","","","2.4233081340789795","2.4233081340789795","2.4233081340789795","2.1243622303009033","2.1243622303009033","2.1243622303009033","2.2558343410491943","2.2558343410491943","2.2558343410491943","","",""
"185","","","","2.4552550315856934","2.4552550315856934","2.4552550315856934","2.1639394760131836","2.1639394760131836","2.1639394760131836","2.1282620429992676","2.1282620429992676","2.1282620429992676","","",""
"186","","","","2.425654649734497","2.425654649734497","2.425654649734497","2.1502532958984375","2.1502532958984375","2.1502532958984375","2.1706583499908447","2.1706583499908447","2.1706583499908447","","",""
"187","","","","2.4577956199645996","2.4577956199645996","2.4577956199645996","2.168091297149658","2.168091297149658","2.168091297149658","2.1425929069519043","2.1425929069519043","2.1425929069519043","","",""
"188","","","","2.451115608215332","2.451115608215332","2.451115608215332","2.1140763759613037","2.1140763759613037","2.1140763759613037","2.2039260864257812","2.2039260864257812","2.2039260864257812","","",""
"189","","","","2.426994562149048","2.426994562149048","2.426994562149048","2.110755205154419","2.110755205154419","2.110755205154419","2.1227638721466064","2.1227638721466064","2.1227638721466064","","",""
"190","","","","2.4288687705993652","2.4288687705993652","2.4288687705993652","2.1241824626922607","2.1241824626922607","2.1241824626922607","2.113255262374878","2.113255262374878","2.113255262374878","","",""
"191","","","","2.4529871940612793","2.4529871940612793","2.4529871940612793","2.0957324504852295","2.0957324504852295","2.0957324504852295","2.1549599170684814","2.1549599170684814","2.1549599170684814","","",""
"192","","","","2.455740213394165","2.455740213394165","2.455740213394165","2.139953851699829","2.139953851699829","2.139953851699829","2.1769185066223145","2.1769185066223145","2.1769185066223145","","",""
"193","","","","2.463235855102539","2.463235855102539","2.463235855102539","2.1446197032928467","2.1446197032928467","2.1446197032928467","2.173513412475586","2.173513412475586","2.173513412475586","","",""
"194","","","","2.4447689056396484","2.4447689056396484","2.4447689056396484","2.132390022277832","2.132390022277832","2.132390022277832","2.136974811553955","2.136974811553955","2.136974811553955","","",""
"195","","","","2.454833984375","2.454833984375","2.454833984375","2.189440965652466","2.189440965652466","2.189440965652466","2.1159682273864746","2.1159682273864746","2.1159682273864746","","",""
"196","","","","2.4308252334594727","2.4308252334594727","2.4308252334594727","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.153294086456299","2.153294086456299","2.153294086456299","","",""
"197","","","","2.458496570587158","2.458496570587158","2.458496570587158","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.2139906883239746","2.2139906883239746","2.2139906883239746","","",""
"198","","","","2.416701078414917","2.416701078414917","2.416701078414917","2.113560676574707","2.113560676574707","2.113560676574707","2.208127498626709","2.208127498626709","2.208127498626709","","",""
"199","","","","2.4316606521606445","2.4316606521606445","2.4316606521606445","2.141263008117676","2.141263008117676","2.141263008117676","2.1317358016967773","2.1317358016967773","2.1317358016967773","","",""
"200","","","","2.4723567962646484","2.4723567962646484","2.4723567962646484","2.113806962966919","2.113806962966919","2.113806962966919","2.173464298248291","2.173464298248291","2.173464298248291","","",""
