"Step","resnet-8 - val/auc_w/ttH","resnet-8 - val/auc_w/ttH__MIN","resnet-8 - val/auc_w/ttH__MAX","resnet-8-embed-nan-w - val/auc_w/ttH","resnet-8-embed-nan-w - val/auc_w/ttH__MIN","resnet-8-embed-nan-w - val/auc_w/ttH__MAX","resnet-8-embed - val/auc_w/ttH","resnet-8-embed - val/auc_w/ttH__MIN","resnet-8-embed - val/auc_w/ttH__MAX","resnet-8-nan-w - val/auc_w/ttH","resnet-8-nan-w - val/auc_w/ttH__MIN","resnet-8-nan-w - val/auc_w/ttH__MAX"
"79","0.6606507816960373","0.6606507816960373","0.6606507816960373","0.6460778314197267","0.6460778314197267","0.6460778314197267","0.6629021415499905","0.6629021415499905","0.6629021415499905","0.6288158670983998","0.6288158670983998","0.6288158670983998"
"80","0.6607560426230052","0.6607560426230052","0.6607560426230052","0.6450782532863304","0.6450782532863304","0.6450782532863304","0.6521594217663644","0.6521594217663644","0.6521594217663644","0.6527305366733933","0.6527305366733933","0.6527305366733933"
"81","0.6512977054787271","0.6512977054787271","0.6512977054787271","0.651542147632425","0.651542147632425","0.651542147632425","0.6616423922454449","0.6616423922454449","0.6616423922454449","0.6073135491680444","0.6073135491680444","0.6073135491680444"
"82","0.6526833302391563","0.6526833302391563","0.6526833302391563","0.6375585501750081","0.6375585501750081","0.6375585501750081","0.6667335025755006","0.6667335025755006","0.6667335025755006","0.6465873047304025","0.6465873047304025","0.6465873047304025"
"83","0.6540579473724792","0.6540579473724792","0.6540579473724792","0.6531948941683532","0.6531948941683532","0.6531948941683532","0.6616129240418736","0.6616129240418736","0.6616129240418736","0.6392193991921216","0.6392193991921216","0.6392193991921216"
"84","0.6704007042842478","0.6704007042842478","0.6704007042842478","0.6223797560107932","0.6223797560107932","0.6223797560107932","0.6520289108328069","0.6520289108328069","0.6520289108328069","0.6429523965707405","0.6429523965707405","0.6429523965707405"
"85","0.6416642083242535","0.6416642083242535","0.6416642083242535","0.6297110972328869","0.6297110972328869","0.6297110972328869","0.6460155723855537","0.6460155723855537","0.6460155723855537","0.6448785067953082","0.6448785067953082","0.6448785067953082"
"86","0.6547527459466725","0.6547527459466725","0.6547527459466725","0.6538959560272614","0.6538959560272614","0.6538959560272614","0.6629560393230963","0.6629560393230963","0.6629560393230963","0.6335283642833217","0.6335283642833217","0.6335283642833217"
"87","0.6583603917445313","0.6583603917445313","0.6583603917445313","0.6556671474194088","0.6556671474194088","0.6556671474194088","0.6562016952503612","0.6562016952503612","0.6562016952503612","0.6527062391162922","0.6527062391162922","0.6527062391162922"
"88","0.6492028647046273","0.6492028647046273","0.6492028647046273","0.6308768517239624","0.6308768517239624","0.6308768517239624","0.6245800836081794","0.6245800836081794","0.6245800836081794","0.6027188883452163","0.6027188883452163","0.6027188883452163"
"89","0.6482166589164261","0.6482166589164261","0.6482166589164261","0.6304821769917234","0.6304821769917234","0.6304821769917234","0.6535468742819057","0.6535468742819057","0.6535468742819057","0.6430886146085001","0.6430886146085001","0.6430886146085001"
"90","0.6539402883564607","0.6539402883564607","0.6539402883564607","0.6138276706212075","0.6138276706212075","0.6138276706212075","0.659396884733276","0.659396884733276","0.659396884733276","0.6595090251955978","0.6595090251955978","0.6595090251955978"
"91","0.6599377068430862","0.6599377068430862","0.6599377068430862","0.6425368771128386","0.6425368771128386","0.6425368771128386","0.6536192530357774","0.6536192530357774","0.6536192530357774","0.6333350677809626","0.6333350677809626","0.6333350677809626"
"92","0.6527118425914935","0.6527118425914935","0.6527118425914935","0.6407851078286241","0.6407851078286241","0.6407851078286241","0.6728579447086349","0.6728579447086349","0.6728579447086349","0.6438133745173877","0.6438133745173877","0.6438133745173877"
"93","0.6426778544839625","0.6426778544839625","0.6426778544839625","0.6384093426328614","0.6384093426328614","0.6384093426328614","0.6632104756338014","0.6632104756338014","0.6632104756338014","0.6547790770008652","0.6547790770008652","0.6547790770008652"
"94","0.655376797867395","0.655376797867395","0.655376797867395","0.6477830030445588","0.6477830030445588","0.6477830030445588","0.6589138113730916","0.6589138113730916","0.6589138113730916","0.5932534902085441","0.5932534902085441","0.5932534902085441"
"95","0.6520715524339493","0.6520715524339493","0.6520715524339493","0.6616602119346698","0.6616602119346698","0.6616602119346698","0.6463903865319441","0.6463903865319441","0.6463903865319441","0.6223342471223","0.6223342471223","0.6223342471223"
"96","0.6565355108868127","0.6565355108868127","0.6565355108868127","0.6481227365664992","0.6481227365664992","0.6481227365664992","0.6541811328394944","0.6541811328394944","0.6541811328394944","0.6408484398219292","0.6408484398219292","0.6408484398219292"
"97","0.6519933201045278","0.6519933201045278","0.6519933201045278","0.6264402955188497","0.6264402955188497","0.6264402955188497","0.6502512184313504","0.6502512184313504","0.6502512184313504","0.6188505959450041","0.6188505959450041","0.6188505959450041"
"98","0.6505678492115071","0.6505678492115071","0.6505678492115071","0.6234238408266326","0.6234238408266326","0.6234238408266326","0.6542810342540727","0.6542810342540727","0.6542810342540727","0.6398098410078119","0.6398098410078119","0.6398098410078119"
"99","0.6435561117367643","0.6435561117367643","0.6435561117367643","0.6429663570259146","0.6429663570259146","0.6429663570259146","0.6475925156426665","0.6475925156426665","0.6475925156426665","0.6450848251313259","0.6450848251313259","0.6450848251313259"
"100","0.6433927676904975","0.6433927676904975","0.6433927676904975","0.6364122682910823","0.6364122682910823","0.6364122682910823","0.6591248719024049","0.6591248719024049","0.6591248719024049","0.647377078839494","0.647377078839494","0.647377078839494"
"101","","","","0.6357795847994931","0.6357795847994931","0.6357795847994931","0.6552075269551134","0.6552075269551134","0.6552075269551134","0.6468516463408668","0.6468516463408668","0.6468516463408668"
"102","","","","0.6107323251414426","0.6107323251414426","0.6107323251414426","0.6504894274091688","0.6504894274091688","0.6504894274091688","0.626425411154177","0.626425411154177","0.626425411154177"
"103","","","","0.608351585451326","0.608351585451326","0.608351585451326","0.6442823563329443","0.6442823563329443","0.6442823563329443","0.6246923020164697","0.6246923020164697","0.6246923020164697"
"104","","","","0.6333053690287765","0.6333053690287765","0.6333053690287765","0.6396899536723222","0.6396899536723222","0.6396899536723222","0.6151102964180818","0.6151102964180818","0.6151102964180818"
"105","","","","0.6426118695045007","0.6426118695045007","0.6426118695045007","0.6636934649659271","0.6636934649659271","0.6636934649659271","0.6479363129966433","0.6479363129966433","0.6479363129966433"
"106","","","","0.625439874523362","0.625439874523362","0.625439874523362","0.6752743260525793","0.6752743260525793","0.6752743260525793","0.6237460120954721","0.6237460120954721","0.6237460120954721"
"107","","","","0.6471777293915277","0.6471777293915277","0.6471777293915277","0.6463388736810451","0.6463388736810451","0.6463388736810451","0.6291465018117184","0.6291465018117184","0.6291465018117184"
"108","","","","0.6091663529103737","0.6091663529103737","0.6091663529103737","0.652427917315961","0.652427917315961","0.652427917315961","0.6414905802353402","0.6414905802353402","0.6414905802353402"
"109","","","","0.6240367860187094","0.6240367860187094","0.6240367860187094","0.6509055636775578","0.6509055636775578","0.6509055636775578","0.6376811432308522","0.6376811432308522","0.6376811432308522"
"110","","","","0.6401672940276623","0.6401672940276623","0.6401672940276623","0.6614604142073766","0.6614604142073766","0.6614604142073766","0.6337798848351168","0.6337798848351168","0.6337798848351168"
"111","","","","0.6102683552883746","0.6102683552883746","0.6102683552883746","0.6529526436685382","0.6529526436685382","0.6529526436685382","0.6433556314260275","0.6433556314260275","0.6433556314260275"
"112","","","","0.6244339469682352","0.6244339469682352","0.6244339469682352","0.6575050058481741","0.6575050058481741","0.6575050058481741","0.6369305218988986","0.6369305218988986","0.6369305218988986"
"113","","","","0.6201218110253927","0.6201218110253927","0.6201218110253927","0.6658916841714562","0.6658916841714562","0.6658916841714562","0.6491701899176076","0.6491701899176076","0.6491701899176076"
"114","","","","0.6152860087492309","0.6152860087492309","0.6152860087492309","0.6550195975786577","0.6550195975786577","0.6550195975786577","0.6109170516962589","0.6109170516962589","0.6109170516962589"
"115","","","","0.6354224405946973","0.6354224405946973","0.6354224405946973","0.6470969579077918","0.6470969579077918","0.6470969579077918","0.6264744185826489","0.6264744185826489","0.6264744185826489"
"116","","","","0.6053015065763985","0.6053015065763985","0.6053015065763985","0.6607549077542954","0.6607549077542954","0.6607549077542954","0.6327491858394663","0.6327491858394663","0.6327491858394663"
"117","","","","0.6391920701879973","0.6391920701879973","0.6391920701879973","0.6438475171235537","0.6438475171235537","0.6438475171235537","0.6423469953572155","0.6423469953572155","0.6423469953572155"
"118","","","","0.6233371407361025","0.6233371407361025","0.6233371407361025","0.6435681934909859","0.6435681934909859","0.6435681934909859","0.6212116699890646","0.6212116699890646","0.6212116699890646"
"119","","","","0.6018651003259095","0.6018651003259095","0.6018651003259095","0.6412887695044358","0.6412887695044358","0.6412887695044358","0.6494470837306678","0.6494470837306678","0.6494470837306678"
"120","","","","0.6205510734940354","0.6205510734940354","0.6205510734940354","0.6479042728376005","0.6479042728376005","0.6479042728376005","0.6418430930978796","0.6418430930978796","0.6418430930978796"
"121","","","","0.6303822449312744","0.6303822449312744","0.6303822449312744","0.6595088741312631","0.6595088741312631","0.6595088741312631","0.6363722277831851","0.6363722277831851","0.6363722277831851"
"122","","","","0.6149153505050277","0.6149153505050277","0.6149153505050277","0.6549454337999228","0.6549454337999228","0.6549454337999228","0.6089441290419222","0.6089441290419222","0.6089441290419222"
"123","","","","0.6085748475059476","0.6085748475059476","0.6085748475059476","0.6547868887538677","0.6547868887538677","0.6547868887538677","0.6322194590960416","0.6322194590960416","0.6322194590960416"
"124","","","","0.5961282336925553","0.5961282336925553","0.5961282336925553","0.6459504268318207","0.6459504268318207","0.6459504268318207","0.6336344287019451","0.6336344287019451","0.6336344287019451"
"125","","","","0.5966485991849702","0.5966485991849702","0.5966485991849702","0.6465470131356064","0.6465470131356064","0.6465470131356064","0.6055156275479278","0.6055156275479278","0.6055156275479278"
"126","","","","0.6285144579984916","0.6285144579984916","0.6285144579984916","0.6529706417998191","0.6529706417998191","0.6529706417998191","0.5980068392643272","0.5980068392643272","0.5980068392643272"
