"Step","resnet-8 - sig/significance","resnet-8 - sig/significance__MIN","resnet-8 - sig/significance__MAX","resnet-8-embed-nan-w - sig/significance","resnet-8-embed-nan-w - sig/significance__MIN","resnet-8-embed-nan-w - sig/significance__MAX","resnet-8-embed - sig/significance","resnet-8-embed - sig/significance__MIN","resnet-8-embed - sig/significance__MAX","resnet-8-nan-w - sig/significance","resnet-8-nan-w - sig/significance__MIN","resnet-8-nan-w - sig/significance__MAX"
"126","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1277971267700195","2.1277971267700195","2.1277971267700195","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"127","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"128","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1020939350128174","2.1020939350128174","2.1020939350128174","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"129","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.096762180328369","2.096762180328369","2.096762180328369","2.085850954055786","2.085850954055786","2.085850954055786"
"130","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.095090627670288","2.095090627670288","2.095090627670288","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"131","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1215386390686035","2.1215386390686035","2.1215386390686035"
"132","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.122732639312744","2.122732639312744","2.122732639312744"
"133","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1129062175750732","2.1129062175750732","2.1129062175750732","2.1168744564056396","2.1168744564056396","2.1168744564056396"
"134","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.111441135406494","2.111441135406494","2.111441135406494","2.1105830669403076","2.1105830669403076","2.1105830669403076"
"135","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0955801010131836","2.0955801010131836","2.0955801010131836","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"136","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1019253730773926","2.1019253730773926","2.1019253730773926"
"137","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1350982189178467","2.1350982189178467","2.1350982189178467","2.09159779548645","2.09159779548645","2.09159779548645"
"138","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1220381259918213","2.1220381259918213","2.1220381259918213","2.108541250228882","2.108541250228882","2.108541250228882"
"139","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.116413116455078","2.116413116455078","2.116413116455078"
"140","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1063411235809326","2.1063411235809326","2.1063411235809326","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"141","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1282684803009033","2.1282684803009033","2.1282684803009033","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"142","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"143","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.094153642654419","2.094153642654419","2.094153642654419","2.09542179107666","2.09542179107666","2.09542179107666"
"144","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1131584644317627","2.1131584644317627","2.1131584644317627","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"145","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1222341060638428","2.1222341060638428","2.1222341060638428","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"146","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"147","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"148","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"149","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.091813802719116","2.091813802719116","2.091813802719116"
"150","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.089326858520508","2.089326858520508","2.089326858520508","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"151","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"152","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"153","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.101485013961792","2.101485013961792","2.101485013961792","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"154","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"155","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0896666049957275","2.0896666049957275","2.0896666049957275","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"156","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.092376470565796","2.092376470565796","2.092376470565796","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"157","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"158","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"159","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"160","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0905449390411377","2.0905449390411377","2.0905449390411377","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"161","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"162","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.08357310295105","2.08357310295105","2.08357310295105"
"163","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"164","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"165","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0925235748291016","2.0925235748291016","2.0925235748291016","2.102464199066162","2.102464199066162","2.102464199066162"
"166","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"167","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.1040961742401123","2.1040961742401123","2.1040961742401123","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"168","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"169","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"170","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"171","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"172","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"173","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"174","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"175","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0909175872802734","2.0909175872802734","2.0909175872802734","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"176","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"177","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"178","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"179","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0920889377593994","2.0920889377593994","2.0920889377593994"
"180","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.119382619857788","2.119382619857788","2.119382619857788","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"181","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0977115631103516","2.0977115631103516","2.0977115631103516"
"182","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"183","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"184","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"185","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"186","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"187","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"188","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"189","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"190","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"191","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"192","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"193","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"194","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"195","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"196","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.091529607772827","2.091529607772827","2.091529607772827","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"197","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"198","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"199","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
"200","","","","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188","2.0833053588867188"
